apb_index,bge_code,empnorm,hlthnorm,incnorm,pct_senior,pctmineth,treecanopy,BHRatio,Edu_L4+,MHI_2022
0.882636278691207,E01000001,0.003111653447224,0.022239824518645,0.000396474427399,0.250169491525424,0.206241519674356,0.108141356384693,0.01903467,0.832225,-1.161850719
0.882636278691207,E01000002,0.050427089688835,0.095570314404095,0.089694714690902,0.200290275761974,0.222222222222222,0.041180628617087,0.022447502,0.835385,-1.186593541
0.87008265817801,E01000003,0.53993288590604,0.464111625639776,0.436091372106499,0.179233621755253,0.261166253101737,0.126760509230258,0.030415891,0.700997,-0.863323298
0.890412147086667,E01000005,0.761287370347773,0.454758713136729,0.816218853883924,0.093235831809872,0.618528610354223,0.042197724981235,0.072595281,0.403967,-1.148610587
0.640963187486722,E01000006,0.339322757779134,0.342858883743602,0.572661563329165,0.085451595457004,0.678048780487805,0.088653627270953,0.032520325,0.349195,-1.064453705
0.656988355323171,E01000007,0.650061012812691,0.500213258591275,0.809143310256488,0.024112986565622,0.735375086028906,0.088743133750193,0.033676976,0.484947,-1.18412411
0.672644299873597,E01000008,0.803996339231239,0.624512551791372,0.896886150843271,0.035694366982711,0.75,0.184498107042701,0.043913285,0.319522,-1.027819535
0.650782716105984,E01000009,0.660890787065284,0.705855471606142,0.77120375735765,0.089097952407305,0.699722991689751,0.093943061085293,0.049307479,0.335932,-0.811539665
0.650782716105984,E01000011,0.509334960341672,0.446502559103095,0.724694257220409,0.077283372365339,0.724765258215962,0.271283392982277,0.043376319,0.3217,-0.871157159
0.663247740385815,E01000012,0.597864551555827,0.485803070923714,0.860684985818415,0.040885860306644,0.731686541737649,0.145202510398067,0.035744681,0.39136,-1.140128969
0.557100894439277,E01000013,0.7862721171446,0.781623202534731,0.818140229955168,0.090037293553543,0.41466024612092,0.093861248312978,0.06039551,0.276626,-0.735441882
0.553402093716222,E01000014,0.75829774252593,0.665945649524738,0.798011528256428,0.092930444697834,0.394285714285714,0.070130250505484,0.045194508,0.290053,0.0580213
0.556408926703547,E01000015,0.717510677242221,0.524220082866195,0.824575314892189,0.069392812887237,0.44155307724081,0.128080353153189,0.040082645,0.320646,-0.418609971
0.548440305723033,E01000016,0.711714460036608,0.674932975871314,0.79544969349477,0.089237425635479,0.427105831533477,0.068611638095721,0.047541869,0.311874,0.417093781
0.55359476610508,E01000017,0.847162904209884,0.788386546429442,0.877062429473299,0.09675550405562,0.48780487804878,0.118140112889134,0.066589461,0.297401,0.033365828
0.548440305723033,E01000018,0.761317876754118,0.634505240068243,0.817164292903108,0.082630691399663,0.381756756756757,0.098957100255758,0.058558559,0.311669,-0.151562046
0.563918730853004,E01000019,0.767114093959732,0.714599073848404,0.785141358382384,0.077851538925769,0.574622356495468,0.117841923365491,0.05171377,0.311755,-0.846132618
0.566438406907421,E01000020,0.74399023794997,0.808737509139654,0.824422824727805,0.101733576642336,0.577889447236181,0.099218178742429,0.082229328,0.288294,0.188134244
0.567338091015839,E01000021,0.760311165344722,0.692938094077504,0.847387843484095,0.081764705882353,0.553392330383481,0.104944816820425,0.054899646,0.297976,0.101309491
0.569467470691519,E01000022,0.769097010372178,0.696136972946624,0.788435145933087,0.096401900882553,0.524745762711864,0.084277656931266,0.051455653,0.319013,-0.060513257
