treecanopy,health,bad_health,mental_health,employment,income,seniors,ethnicity,education,Green_Percentage,air_pollution
0.064258874,0.533938582,0.048347613,-0.566177326,0.746125686,0.841135747,0.085015291,0.492682927,0.296236,14.70528492,0.656351262
0.117195516,0.630849379,0.050556117,-0.016679967,0.619371568,0.671200708,0.117974684,0.597067745,0.344731,32.42025029,0.637560539
0.157520574,0.438368267,0.028508772,-0.847375974,0.574130567,0.69581262,0.083516484,0.561643836,0.320843,24.75164888,0.60560927
0.095551886,0.423226907,0.034543326,-0.811627983,0.571690055,0.730122907,0.087338804,0.621052632,0.321341,15.58550076,0.617989973
0.124846101,0.65650134,0.064717162,-0.452716168,0.858785845,0.884930922,0.060911271,0.674796748,0.333107,42.14592775,0.612238337
0.13416988,0.83195223,0.065709553,-0.323304917,0.84566809,0.890359572,0.06519337,0.625553097,0.307982,38.41609842,0.673507598
0.116519586,0.495917621,0.033698741,-0.866491762,0.587126297,0.725609198,0.023558083,0.723689557,0.472534,39.47525215,0.578645304
0.075918052,0.459267609,0.035555556,-0.484930677,0.591031117,0.788923114,0.058377897,0.569271758,0.375497,26.60677832,0.584505888
0.085690259,0.516420912,0.045235223,-0.679304582,0.756924954,0.88868218,0.054786273,0.672705314,0.337557,35.45252421,0.623967929
0.094448314,0.822477456,0.066735644,0.562578975,0.745729103,0.83689652,0.111971104,0.480600103,0.275433,18.14401581,0.561109871
0.095397816,0.701864489,0.057791538,-0.217709162,0.822574741,0.860532496,0.085876875,0.573347107,0.289268,17.92790918,0.56367382
0.078022793,0.608548623,0.03666427,-0.620922593,0.640543014,0.741651163,0.058357349,0.532350827,0.370753,16.34818499,0.564330181
0.106458324,0.561022423,0.062178828,-0.273372917,0.692251373,0.7054195,0.08449253,0.471649485,0.280851,37.80429929,0.563387382
0.09083864,0.709389471,0.054673721,0.334131072,0.810341672,0.882674068,0.103286385,0.469411765,0.281298,19.43280804,0.563387382
0.141957276,0.785766512,0.06281548,0.084778329,0.858450275,0.907224984,0.09787472,0.44991606,0.271462,44.75059817,0.564713938
0.209698231,0.696167438,0.046197183,-0.325030735,0.676540574,0.755314282,0.078098472,0.550847458,0.349507,72.40082653,0.551643955
0.150166802,0.635967585,0.048462741,-0.281307019,0.753416718,0.834822654,0.075718016,0.528183716,0.335735,30.34191437,0.545291423
0.11639185,0.854649037,0.058419244,0.235104448,0.837004271,0.871328799,0.096649485,0.488192357,0.302805,25.84459898,0.565657705
0.11870855,0.770320497,0.052512449,0.315031329,0.841214155,0.907560462,0.093593821,0.528293345,0.322498,31.97275823,0.562887009
0.392279613,0.751066293,0.048260382,-0.317847918,0.593959732,0.683338925,0.153716216,0.454087346,0.294246,59.21985688,0.525319609
0.290176201,0.584815988,0.040229885,-0.620987734,0.636089079,0.73503309,0.106416275,0.507579718,0.315126,32.08433802,0.543311331
0.130570239,0.511424567,0.034373011,-0.730696776,0.490604027,0.552776846,0.11252384,0.669421488,0.354943,36.25854582,0.538855326
0.146610491,0.596728004,0.043075498,-0.280294784,0.667358145,0.742230626,0.11255814,0.478422274,0.30273,25.76930037,0.561043798
0.100997705,0.359767243,0.031898734,-0.461131179,0.39100061,0.615206319,0.087265348,0.641768293,0.37367,17.56876477,0.560978103
0.113420492,0.45396661,0.03901951,-0.734566542,0.511317877,0.685473787,0.086388749,0.592388583,0.348396,14.03665413,0.562247818
0.092146292,0.456464782,0.028169014,-0.549551802,0.458084198,0.577541249,0.080231596,0.682382134,0.35132,24.67164609,0.537734091
0.159737222,0.032628564,0.032258065,-0.775715565,0.207962172,0.243069322,0.224751067,0.398134864,0.484615,37.65785448,0.52235479
0.120209536,0.044601511,0.036144578,-0.356752143,0.233862111,0.372655464,0.18327606,0.371919771,0.428047,38.81546775,0.518597991
0.16172445,0.090025591,0.050028752,0.017327335,0.358328249,0.353624691,0.207829591,0.274611399,0.416905,38.62804728,0.50697032
0.15260397,0.02050329,0.022926829,-0.335403161,0.339109213,0.384976669,0.159921989,0.373900293,0.440801,36.3121433,0.52161882
0.167564055,0.010358274,0.039620536,-0.577294264,0.290085418,0.394949526,0.18954975,0.439732143,0.481507,50.49331389,0.542059193
0.138385508,0.027784548,0.037358239,-0.610749018,0.11909701,0.281466345,0.202540107,0.448460509,0.468954,38.01950943,0.521759603
0.287806917,0.629691689,0.077860528,0.37673987,0.895057962,0.892311446,0.123306233,0.44,0.336921,62.03545876,0.528378738
0.203765473,0.06891299,0.030483764,-0.658062235,0.296034167,0.35426515,0.174287608,0.412309729,0.489644,38.32882651,0.536011427
0.316853589,0.107573727,0.026674234,-0.483831513,0.241336181,0.373448413,0.133144476,0.407470289,0.482105,58.60237082,0.536313448
0.119460635,0.250517914,0.038523274,-0.365687246,0.732184259,0.723230352,0.107790822,0.410503751,0.443159,31.13152132,0.56900537
0.1514365,0.4762369,0.050198151,-0.309434898,0.806345333,0.866906585,0.065760631,0.623353819,0.396896,33.97769666,0.570594735
0.164784936,0.288508408,0.060295061,-0.544234874,0.738102502,0.782823508,0.105566219,0.577021823,0.326377,59.54766801,0.543962448
0.159857767,0.348708262,0.03804878,-0.64251537,0.633038438,0.734301138,0.104156479,0.554363725,0.374222,44.43164053,0.553532464
0.148658279,0.440775043,0.052401747,-0.000662715,0.662355095,0.820976547,0.120872274,0.59025609,0.295095,29.55046135,0.553532464
0.147627483,0.356324641,0.05561277,-0.62849867,0.697559487,0.76620208,0.101808786,0.594329897,0.330719,37.50062671,0.562003744
0.195216799,0.17727882,0.041461007,-0.477365787,0.406101281,0.566561957,0.127344521,0.591765873,0.41375,54.9280646,0.559794325
0.097866643,0.301547648,0.043908472,-0.08746796,0.647193411,0.769739852,0.071560765,0.584054388,0.310116,44.66005945,0.544841948
0.156501633,0.484310261,0.064398542,-0.262151635,0.823611959,0.771722224,0.106253795,0.574558734,0.341693,33.52496014,0.585888185
0.187094098,0.256184499,0.036732456,-0.693729281,0.579316656,0.763152277,0.102997275,0.57635468,0.369535,37.40487703,0.541707518
0.176663164,0.102150865,0.035273369,-0.190897306,0.23242831,0.380584952,0.198008202,0.396115362,0.571429,42.90760868,0.619507672
0.402722166,0.009017792,0.028917283,-0.793371432,0.019646126,0.104882735,0.217303823,0.362474781,0.620837,55.80216073,0.591231116
0.116129402,0.547983183,0.059710495,-0.123311797,0.784685784,0.854646375,0.108564536,0.569444444,0.44587,31.54312674,0.623338671
0.106584878,0.26901048,0.052436767,-0.260484694,0.730872483,0.74976364,0.142414861,0.512059369,0.443694,36.56486383,0.625895003
0.179723377,0.056361199,0.036585366,-0.833534033,0.163392312,0.416633627,0.16618705,0.357348703,0.586447,50.27823808,0.62695867
0.186921002,0.144650256,0.034711588,-0.772514436,0.489902379,0.574003477,0.103658537,0.40040858,0.576876,23.94809797,0.592955855
0.099757798,0.198726542,0.049356223,-0.549250132,0.526510067,0.676354875,0.092960774,0.538131042,0.444089,18.13417493,0.619463749
0.078980414,0.21849866,0.050938338,-0.137934265,0.479591214,0.604410016,0.128526646,0.497091723,0.46286,27.7465545,0.623052852
0.131114779,0.4735864,0.061904762,0.068290467,0.809151922,0.861782915,0.090800478,0.520359281,0.40076,40.85000308,0.631157654
0.157746411,0.146600049,0.051995163,-0.551227379,0.518883466,0.510720059,0.116195063,0.460240964,0.54579,23.53975201,0.618192716
0.121243942,0.034730685,0.044044665,-0.370511152,0.447132398,0.444203849,0.158446363,0.347368421,0.437025,26.75913148,0.623631488
0.154415574,0.031135754,0.043292357,-0.645120775,0.55933496,0.517246638,0.116353887,0.392742796,0.588013,22.71817832,0.609392043
0.122833085,0.007524982,0.029319372,-0.588873863,0.151281269,0.393089146,0.148380355,0.613778706,0.377019,21.15104223,0.57936085
0.185343346,0.047495735,0.038086802,-0.670954663,0.308328249,0.529079874,0.138222222,0.591312057,0.430812,30.02159741,0.591179336
0.152787652,0.415915184,0.052264808,0.060091801,0.889658328,0.957851719,0.060693642,0.670533643,0.306922,39.38103885,0.571647691
0.100878795,0.266481843,0.028985507,-0.491139335,0.7828554,0.896611669,0.051205937,0.679568292,0.505805,33.26542091,0.582339371
0.120790792,0.490677553,0.059159315,0.154559357,0.855735204,0.907926439,0.107253886,0.582987552,0.381464,40.06874856,0.578196878
0.154112156,0.515963929,0.053673788,-0.250906413,0.773611959,0.799170454,0.086729363,0.648380355,0.461639,20.75613343,0.571647691
0.142414498,0.124695345,0.027133695,-0.61702328,0.148352654,0.376193236,0.108148148,0.286771964,0.565472,30.10462666,0.579779836
0.237424225,0.102699244,0.034788109,-0.562799912,0.289292251,0.451035408,0.115311909,0.280657396,0.524671,32.14974979,0.593170408
0.150394271,0.248172069,0.041780822,-0.443925393,0.544783405,0.617432676,0.136208077,0.382091593,0.505164,54.82411196,0.561378171
0.183140198,0.062393371,0.038590604,-0.476253895,0.483221477,0.554027265,0.166295884,0.361142217,0.476515,62.81160823,0.542872997
0.17373397,0.115616622,0.024564995,-0.701085532,0.213727883,0.345481716,0.103571429,0.41218638,0.556681,37.64797919,0.585654684
0.155085586,0.277205703,0.046214356,1.001400989,0.29338011,0.540791119,0.15036855,0.435594887,0.46979,44.54358413,0.568656601
0.179207941,0.296094321,0.068002429,-0.038879328,0.608480781,0.569825246,0.224514563,0.441140777,0.42752,27.54925719,0.578351198
0.333513475,0.529429686,0.063201418,-0.244243562,0.785875534,0.796608619,0.083382614,0.406508876,0.394599,51.39955128,0.605978012
0.257694878,0.222428711,0.051371862,-0.473083802,0.652501525,0.737381439,0.107791447,0.440490082,0.398513,60.79564387,0.597676285
0.201134646,0.061966854,0.033149171,-0.642944227,0.249328859,0.499313794,0.162162162,0.524019879,0.47752,37.1003708,0.605114096
0.242786009,0.14251767,0.053703704,-0.338977149,0.517022575,0.52465766,0.193209877,0.331893893,0.405986,56.01782709,0.477260365
0.199919799,0.587740678,0.055435565,0.104016456,0.723520439,0.794870231,0.1241033,0.303815695,0.357273,67.82428093,0.480089139
0.155893219,0.036314892,0.042244224,-0.584045422,0.109823063,0.20604471,0.244722955,0.367831246,0.479688,38.56789973,0.483454404
0.184167549,0.076041921,0.047268263,-0.283032423,0.373703478,0.436396352,0.156730178,0.262996942,0.484733,36.92189994,0.481343622
0.195346177,0.238057519,0.04090194,-0.208042837,0.682702868,0.673366068,0.117306681,0.358569926,0.371693,41.84116063,0.499262732
0.121048284,0.43379844,0.037958115,-0.498230977,0.641305674,0.790570008,0.071116928,0.400436681,0.431949,31.87458979,0.491527153
0.31457508,0.025134048,0.032009484,-0.682236157,0.140695546,0.373631401,0.17386162,0.26642984,0.496229,65.29135664,0.505151736
0.321980129,0.092584694,0.03480826,-0.742390306,0.251494814,0.408033182,0.148672566,0.342806394,0.475058,56.96594215,0.50143859
0.170667649,0.220296125,0.046617396,0.094781368,0.416503966,0.611150081,0.136259977,0.319727891,0.396676,32.10613266,0.499887847
0.17326703,0.039696563,0.022693636,-0.306527488,0.216656498,0.216780018,0.139742319,0.310990636,0.486415,63.52462828,0.505229031
0.181235217,0.303284182,0.071428571,-0.096933795,0.759304454,0.851901552,0.206736353,0.383855981,0.406757,40.64662876,0.606843167
0.188940028,0.012856447,0.023479831,0.061345864,0.041488713,0.236939217,0.141486811,0.230722892,0.657076,28.59976105,0.58126701
0.37234081,0.059133561,0.037014925,-0.549535328,0.201342282,0.26527189,0.150447761,0.277844311,0.61374,67.13630438,0.567708741
0.183357485,0.207013161,0.018973214,-0.685003186,0.113392312,0.307267681,0.083379966,0.284116331,0.647687,31.44892492,0.602295144
0.153490291,0.111991226,0.047707559,-0.444654351,0.453264185,0.619750526,0.172946263,0.367346939,0.53533,36.66655113,0.580839789
0.181777194,0.023519376,0.023104265,-0.888182673,0.138499085,0.261612126,0.15023753,0.266272189,0.692198,19.94672939,0.578109113
0.180950233,0.017121618,0.035076923,-1.054734713,0.082214765,0.126261856,0.159259259,0.255108359,0.681351,41.20086906,0.578211114
0.20694935,0.218559591,0.066491113,0.042608429,0.213605857,0.428283876,0.223675605,0.31426693,0.595,44.83401397,0.581488103
0.486152847,0.423470631,0.052490627,-0.44295076,0.774527151,0.818109732,0.0944,0.507733333,0.427249,77.68393377,0.58590845
0.225657332,0.414087253,0.078018996,-0.389954518,0.734197682,0.861569429,0.131578947,0.571913161,0.433198,46.44148398,0.617235841
0.192866468,0.007616378,0.022033898,-0.811437052,0.110555217,0.162036049,0.18028169,0.326944758,0.477134,34.0958133,0.515667404
0.155422873,0.248019742,0.038018433,-0.340430834,0.367083588,0.577297264,0.189793578,0.353686636,0.410215,33.08703112,0.491506618
0.255776814,0.006946137,0.035465484,-0.518336638,0.118090299,0.074049224,0.21659278,0.436708861,0.507884,82.42425625,0.495147071
0.148160385,0.155678772,0.038882139,-0.776449412,0.572147651,0.677391808,0.053977273,0.631919192,0.535582,21.32665663,0.516342013
0.190227553,0.060321716,0.039861352,-0.580631497,0.30780964,0.457409497,0.190641248,0.447140381,0.504458,35.39697136,0.519717989
0.213321524,0.02580429,0.038784745,-0.683185192,0.231635143,0.237579676,0.24012945,0.388996764,0.493724,35.97772561,0.533030728
0.219588831,0.114184743,0.034586466,-0.500045769,0.39923734,0.522248315,0.181636727,0.390890891,0.454428,32.83203825,0.536150193
0.150256461,0.046612235,0.035512095,-0.809103998,0.437156803,0.454847662,0.154362416,0.44375963,0.447451,30.86085379,0.54268875
0.248732673,0.120582501,0.029380902,-0.739481245,0.490085418,0.562139742,0.123301985,0.54755649,0.41144,29.90916498,0.558158481
0.259194554,0.255331465,0.06039604,-0.19787942,0.658206223,0.749214676,0.099702381,0.456618741,0.336634,42.83119894,0.524722622
0.229475898,0.080885937,0.044663846,-0.556491475,0.409640024,0.468785263,0.149717514,0.427088249,0.555861,35.99970317,0.583663881
0.191176965,0.027449427,0.037236913,-0.659311815,0.308389262,0.437372289,0.129189189,0.387027027,0.552878,48.33092616,0.594205924
0.285530088,0.011485498,0.026891522,-0.031912404,0.228584503,0.439080179,0.151708428,0.389319945,0.5366,40.61045078,0.584095436
0.276192683,0.00414331,0.035487959,-0.526030595,0.114765101,0.245753149,0.267383059,0.346835443,0.57154,49.28741064,0.568522815
0.226382931,0.013526688,0.034360788,-0.635663385,0.294234289,0.410320534,0.252658228,0.34866094,0.571869,42.439406,0.595176444
0.162951688,0.011394102,0.026692708,-0.966050603,0.095851129,0.136387203,0.25081011,0.399740428,0.559805,40.96163576,0.656592488
0.180328282,0.008682671,0.024521531,-0.707804402,0.072147651,0.223977553,0.178400955,0.325164375,0.601626,33.00159081,0.620377079
0.20424065,0.082713868,0.047852094,-0.373169966,0.444539353,0.559364421,0.139446555,0.471830986,0.488451,39.3323241,0.629816404
0.258088067,0.014440653,0.035735208,-0.127373165,0.209365467,0.334166946,0.216519174,0.348591549,0.597412,45.3889782,0.569030965
0.279088621,0.00740312,0.019269103,-0.912350739,0.102593045,0.225227973,0.196013289,0.306622517,0.660668,61.39126268,0.609400817
0.42136688,0.000639776,0.014686248,-0.492887305,0.004636974,0.004208729,0.221776887,0.323803191,0.592892,67.34819847,0.56915393
0.232173306,0.006032172,0.02278481,-0.632557843,0.10271507,0.142822288,0.257432005,0.288973384,0.651515,51.45377341,0.576554735
0.227200663,0.00149281,0.024554942,-0.84070899,0.003050641,0.050657233,0.197424893,0.357274401,0.68707,48.33186324,0.578172951
0.354285194,0.029064099,0.037786775,-0.667590007,0.105125076,0.190338223,0.337381916,0.186783547,0.647819,61.91389072,0.587974421
0.269090967,0.01160736,0.023917259,-0.719242238,0.088346553,0.262344079,0.143778208,0.28959276,0.683135,62.6431917,0.604250259
0.232662228,0.167590787,0.05258216,-0.580767702,0.442830995,0.553508799,0.117840376,0.483325505,0.507246,38.11478619,0.63476783
0.235498451,0.021173532,0.03189911,-0.621888131,0.422483221,0.298880722,0.21810089,0.305122494,0.634168,54.78004255,0.582108427
0.235757799,0.003381672,0.024444444,-0.955450938,0.037431361,0.049589801,0.170623145,0.234294161,0.649464,61.17370863,0.57070123
0.27087846,0.005575189,0.028852056,-0.782193221,0.133404515,0.172344384,0.147510756,0.322878229,0.708213,43.84273382,0.597383978
0.164577099,0.257646844,0.036346692,-0.51776994,0.364734594,0.516850163,0.147785548,0.323543124,0.379818,29.35126335,0.635282977
0.086166319,0.05968194,0.032861476,-0.443305528,0.351708359,0.350300406,0.131313131,0.351720648,0.52861,24.4563985,0.632139075
0.091548254,0.075493541,0.02019069,-0.860032926,0.303782794,0.318521455,0.118994413,0.237828763,0.414791,26.77029045,0.633218594
0.091770246,0.19242018,0.036314363,-0.663817864,0.434746797,0.518009088,0.114842904,0.273712737,0.389831,17.90675436,0.631029628
0.11726655,0.189465026,0.040036397,-0.707248151,0.58276388,0.490164384,0.088329519,0.353181818,0.37483,22.30001505,0.656244149
0.099316149,0.295454545,0.05082054,0.587449142,0.574100061,0.571899113,0.169238957,0.292462845,0.390226,19.15370613,0.624770862
0.105455658,0.664270046,0.063031161,-0.159103617,0.88090299,0.912013175,0.080141844,0.657223796,0.334604,27.89674168,0.682000381
