lsoa11,London_lsoa_22,MHI_2022,MHI_decile_2022
E01002575,E01002575,-0.742246108,1
E01002576,E01002576,0.711507282,6
E01002577,E01002577,-0.561521373,1
E01002578,E01002578,-0.446933861,1
E01002579,E01002579,-0.173720924,2
E01002580,E01002580,-0.308429523,2
E01002581,E01002581,-0.686458833,1
E01002582,E01002582,-0.771329297,1
E01002583,E01002583,-0.825078757,1
E01002584,E01002584,-0.962279491,1
E01002585,E01002585,-1.116913471,1
E01002586,E01002586,-0.986627689,1
E01002587,E01002587,-0.891508973,1
E01002588,E01002588,-0.12842196,2
E01002589,E01002589,-1.003571345,1
E01002590,E01002590,0.829606397,6
E01002591,E01002591,0.116977318,3
E01002592,E01002592,0.397427303,4
E01002593,E01002593,1.096097612,7
E01002594,E01002594,0.202525431,4
E01002595,E01002595,0.342386344,4
E01002596,E01002596,-0.714777352,1
E01002598,E01002598,-0.767810985,1
E01002599,E01002599,-0.537580192,1
E01002600,E01002600,-0.880970786,1
E01002601,E01002601,-0.741130967,1
E01002602,E01002602,0.282600683,4
E01002603,E01002603,0.121951491,3
E01002604,E01002604,0.215275112,4
E01002605,E01002605,0.535847879,5
E01002606,E01002606,0.640037896,6
E01002607,E01002607,-0.19562941,2
E01002608,E01002608,0.253081769,4
E01002609,E01002609,0.318355267,4
E01002610,E01002610,0.198926844,4
E01002611,E01002611,-0.436692179,1
E01002612,E01002612,-0.047656695,3
E01002613,E01002613,-0.338068829,2
E01002614,E01002614,-0.780379692,1
E01002615,E01002615,0.643503578,6
E01002616,E01002616,-0.356464472,2
E01002617,E01002617,-0.503942816,1
E01002618,E01002618,-0.909858113,1
E01002619,E01002619,-0.674080174,1
E01002620,E01002620,-0.522635686,1
E01002621,E01002621,-0.47448086,1
E01002622,E01002622,-0.703380165,1
E01002623,E01002623,-0.056097586,2
E01002624,E01002624,-0.889694988,1
E01002625,E01002625,-0.556645064,1
E01002626,E01002626,-0.152650634,2
E01002627,E01002627,-0.509394666,1
E01002628,E01002628,-0.838727423,1
E01002629,E01002629,-0.596704497,1
E01002630,E01002630,-0.997824108,1
E01002631,E01002631,-0.027923521,3
E01002632,E01002632,-0.66511768,1
E01002633,E01002633,-0.405858178,1
E01002634,E01002634,-0.695400859,1
E01002635,E01002635,-0.624034662,1
E01002636,E01002636,-0.775378773,1
E01002637,E01002637,-0.273552085,2
E01002638,E01002638,-0.58967701,1
E01002639,E01002639,-0.865322299,1
E01002640,E01002640,-1.029997173,1
E01002641,E01002641,-0.883253409,1
E01002643,E01002643,-0.245670852,2
E01002645,E01002645,-0.605789182,1
E01002646,E01002646,-0.677107542,1
E01002647,E01002647,-0.852192537,1
E01002649,E01002649,-0.045232564,3
E01002650,E01002650,-1.110286594,1
E01002651,E01002651,-0.868013452,1
E01002652,E01002652,-0.318985238,2
E01002653,E01002653,-0.307208883,2
E01002654,E01002654,-0.500473128,1
E01002655,E01002655,-0.395913207,1
E01002656,E01002656,-0.010985911,3
E01002657,E01002657,-0.560133356,1
E01002658,E01002658,-0.507690816,1
E01002659,E01002659,-0.667028902,1
E01002660,E01002660,-0.970867941,1
E01002661,E01002661,-1.260661201,1
E01002662,E01002662,-0.893106633,1
E01002663,E01002663,-0.499245154,1
E01002665,E01002665,-0.103171246,2
E01002666,E01002666,-1.062437904,1
E01002667,E01002667,1.547442797,9
E01002668,E01002668,0.205148598,4
E01002669,E01002669,0.22434847,4
E01002670,E01002670,-0.549315278,1
E01002671,E01002671,-0.058839334,2
E01002672,E01002672,0.158662359,3
E01002673,E01002673,0.228765196,4
E01002674,E01002674,-0.623768495,1
E01002675,E01002675,-0.844214593,1
E01002676,E01002676,-0.662043197,1
E01002677,E01002677,-0.321593077,2
E01002678,E01002678,-0.372366522,1
E01002679,E01002679,-0.68429846,1
E01002680,E01002680,-0.46054515,1
E01002681,E01002681,0.333051839,4
E01002682,E01002682,-0.434234732,1
E01002686,E01002686,1.021073773,7
E01002687,E01002687,-1.008641013,1
E01002689,E01002689,-0.669060877,1
E01002690,E01002690,-0.670029331,1
E01002691,E01002691,-0.959861006,1
E01002692,E01002692,-0.65925166,1
E01002693,E01002693,0.173570581,3
E01002694,E01002694,0.035574257,3
E01002695,E01002695,0.015343533,3
E01002696,E01002696,-0.383126906,1
E01002697,E01002697,-0.124036289,2
E01002698,E01002698,-0.112131282,2
E01002699,E01002699,-0.065151897,2
E01002700,E01002700,-0.398616873,1
E01002701,E01002701,0.16142655,3
E01002702,E01002702,0.143566524,3
E01002703,E01002703,-0.516657378,1
E01002704,E01002704,-0.466446965,1
E01002706,E01002706,-0.327119149,2
E01002707,E01002707,-0.28130792,2
E01002708,E01002708,-0.309894468,2
E01002709,E01002709,-0.194087914,2
E01002710,E01002710,0.099155203,3
E01002711,E01002711,-0.365512738,1
E01002712,E01002712,-0.24104532,2
E01002713,E01002713,1.48042947,9
E01002714,E01002714,-0.509398654,1
E01002715,E01002715,-0.111082016,2
E01002716,E01002716,0.345469136,4
E01002717,E01002717,-0.156002761,2
E01002718,E01002718,-0.26377,2
E01002719,E01002719,-0.294630153,2
E01002720,E01002720,0.131668991,3
E01002721,E01002721,0.051128956,3
E01002722,E01002722,0.908978411,7
E01002723,E01002723,-0.162174726,2
E01002724,E01002724,-0.75446792,1
E01002725,E01002725,-0.220148823,2
E01002726,E01002726,-0.301525715,2
E01002727,E01002727,-0.189614396,2
E01002728,E01002728,-0.521608688,1
E01002729,E01002729,0.344316763,4
E01002730,E01002730,-0.168480324,2
E01002732,E01002732,0.572654116,5
E01002733,E01002733,-0.369199702,1
E01002734,E01002734,-0.345343334,2
E01002735,E01002735,-0.236298122,2
E01002736,E01002736,0.640307809,6
E01002737,E01002737,0.177469201,3
E01002738,E01002738,-0.289619712,2
E01002739,E01002739,-0.345479221,2
E01002740,E01002740,-0.239037012,2
E01002741,E01002741,0.222981975,4
E01002742,E01002742,-0.216354899,2
E01002743,E01002743,-0.188715162,2
E01002744,E01002744,-0.139916607,2
E01002745,E01002745,-0.074113218,2
E01002747,E01002747,0.041799217,3
E01002748,E01002748,-0.254410353,2
E01002749,E01002749,-0.483381001,1
E01002751,E01002751,-0.178435398,2
E01002752,E01002752,-0.207296076,2
E01002753,E01002753,0.0663094,3
E01002754,E01002754,-0.281699235,2
E01002755,E01002755,0.266417412,4
E01002756,E01002756,-0.060641212,2
E01002757,E01002757,0.061866892,3
E01002758,E01002758,-0.104983209,2
E01002759,E01002759,0.350923542,4
E01002760,E01002760,0.292680506,4
E01002762,E01002762,-0.098262775,2
E01002763,E01002763,-0.022569387,3
E01002764,E01002764,0.091548344,3
E01002765,E01002765,-0.132223868,2
E01002766,E01002766,0.530122183,5
E01002767,E01002767,0.073779739,3
E01002768,E01002768,0.202225345,4
E01002769,E01002769,-0.396298619,1
E01002770,E01002770,0.121236044,3
E01002771,E01002771,-0.125386587,2
E01002772,E01002772,0.122118024,3
E01002773,E01002773,0.764889138,6
E01002774,E01002774,0.037943907,3
E01002775,E01002775,-0.193740081,2
E01002776,E01002776,0.132201312,3
E01002777,E01002777,0.309533004,4
E01002778,E01002778,0.541020839,5
E01002779,E01002779,-0.392301389,1
E01002780,E01002780,-0.145799313,2
E01002781,E01002781,0.151419727,3
E01002782,E01002782,-0.061058175,2
E01002783,E01002783,0.906868921,7
E01002784,E01002784,1.529247716,9
E01002785,E01002785,-0.163261433,2
E01002786,E01002786,0.255139475,4
E01002787,E01002787,-0.140455181,2
E01002788,E01002788,-0.160413245,2
E01002789,E01002789,-0.129535682,2
E01002790,E01002790,0.198961306,4
E01002791,E01002791,-0.330698685,2
E01002792,E01002792,-0.240080657,2
E01002793,E01002793,0.405205743,5
E01002794,E01002794,-0.368103427,1
E01002795,E01002795,-0.078462452,2
E01002796,E01002796,0.19188451,4
E01002797,E01002797,0.542091434,5
E01002798,E01002798,-0.078838487,2
E01002799,E01002799,-0.016045637,3
E01002800,E01002800,-0.099299122,2
E01002801,E01002801,-0.364860997,1
E01002802,E01002802,0.195145464,4
E01002804,E01002804,0.052451096,3
E01002805,E01002805,-0.688024613,1
E01002806,E01002806,-0.109342815,2
E01002807,E01002807,-0.081079107,2
E01002808,E01002808,-0.139760734,2
E01002809,E01002809,-0.14693417,2
E01002810,E01002810,0.614961487,5
E01002811,E01002811,0.230481494,4
E01002812,E01002812,-1.103803779,1
E01002813,E01002813,-1.172750208,1
E01002814,E01002814,-0.484883246,1
E01002815,E01002815,-0.709081078,1
E01002816,E01002816,-1.191234631,1
E01002817,E01002817,-0.889979262,1
E01002818,E01002818,-1.570612713,1
E01002819,E01002819,-0.475344256,1
E01002821,E01002821,-1.444901738,1
E01002823,E01002823,-0.730095576,1
E01002824,E01002824,-1.115294057,1
E01002825,E01002825,-1.221558034,1
E01002826,E01002826,-1.271963731,1
E01002827,E01002827,-1.427948616,1
E01002828,E01002828,-1.064906403,1
E01002829,E01002829,1.312621676,8
E01002830,E01002830,0.338863633,4
E01002831,E01002831,0.702557276,6
E01002832,E01002832,0.252652736,4
E01002833,E01002833,-0.029514731,3
E01002834,E01002834,-0.701928818,1
E01002835,E01002835,-1.193140929,1
E01002836,E01002836,-1.17120074,1
E01002837,E01002837,-0.782217486,1
E01002839,E01002839,-0.624726875,1
E01002840,E01002840,0.310349574,4
E01002841,E01002841,-0.34027065,2
E01002842,E01002842,0.943453397,7
E01002843,E01002843,0.851421104,7
E01002844,E01002844,-1.027148305,1
E01002845,E01002845,-0.150337625,2
E01002846,E01002846,0.174608202,3
E01002847,E01002847,-0.618417282,1
E01002848,E01002848,-0.917829502,1
E01002849,E01002849,-0.61798481,1
E01002850,E01002850,-0.570777865,1
E01002851,E01002851,0.589200263,5
E01002852,E01002852,0.917034632,7
E01002853,E01002853,0.878568678,7
E01002854,E01002854,0.274988287,4
E01002855,E01002855,1.190942255,8
E01002856,E01002856,0.75154464,6
E01002857,E01002857,1.283877081,8
E01002858,E01002858,-0.385748563,1
E01002859,E01002859,-1.58554609,1
E01002860,E01002860,-1.533486084,1
E01002861,E01002861,-0.902279247,1
E01002862,E01002862,0.366184001,4
E01002863,E01002863,-1.689029086,1
E01002864,E01002864,-0.889385902,1
E01002865,E01002865,-1.265383058,1
E01002866,E01002866,-0.68800243,1
E01002867,E01002867,-0.177537766,2
E01002868,E01002868,-0.954930222,1
E01002869,E01002869,-0.652760365,1
E01002870,E01002870,1.460270562,9
E01002871,E01002871,-0.977189087,1
E01002872,E01002872,1.131890863,8
E01002873,E01002873,-0.171975888,2
E01002874,E01002874,-0.414800951,1
E01002875,E01002875,-0.721020915,1
E01002876,E01002876,0.160904387,3
E01002877,E01002877,-0.068134523,2
E01002878,E01002878,1.561618734,9
E01002879,E01002879,0.931889047,7
E01002880,E01002880,0.291290277,4
E01002881,E01002881,0.985749857,7
E01002882,E01002882,-0.307374702,2
E01002883,E01002883,-0.600730465,1
E01002884,E01002884,-1.02667345,1
E01002885,E01002885,-0.941644091,1
E01002886,E01002886,-0.927291915,1
E01002887,E01002887,-1.236854747,1
E01002888,E01002888,-1.481638896,1
E01002889,E01002889,-0.693505525,1
E01002890,E01002890,-1.330019073,1
E01002891,E01002891,-1.364829554,1
E01002892,E01002892,-1.314880672,1
E01002893,E01002893,-0.076666947,2
E01002894,E01002894,-0.427937395,1
E01002896,E01002896,-0.700392041,1
E01002897,E01002897,-0.63111963,1
E01002898,E01002898,-0.930260411,1
E01002899,E01002899,-0.031132202,3
E01002900,E01002900,-1.422671322,1
E01002901,E01002901,0.510655919,5
E01002902,E01002902,-0.874414272,1
E01002903,E01002903,-1.489851252,1
E01002904,E01002904,0.937440972,7
E01002905,E01002905,1.024746429,7
E01002906,E01002906,1.510842756,9
E01002907,E01002907,1.235488127,8
E01002908,E01002908,0.300032792,4
E01002909,E01002909,0.566446554,5
E01002910,E01002910,-0.512676592,1
E01002911,E01002911,-0.908580659,1
E01002912,E01002912,0.482468222,5
E01002913,E01002913,-0.520840383,1
E01002914,E01002914,-1.329743817,1
E01002915,E01002915,-0.276828516,2
E01002916,E01002916,-0.121983944,2
E01002917,E01002917,0.106336056,3
E01002918,E01002918,-0.337490099,2
E01002919,E01002919,0.099636543,3
E01002920,E01002920,0.055444295,3
E01002921,E01002921,0.093564964,3
E01002922,E01002922,0.411200905,5
E01002923,E01002923,0.85250061,7
E01002924,E01002924,0.247407788,4
E01002925,E01002925,0.197768769,4
E01002926,E01002926,-0.608737682,1
E01002927,E01002927,0.411428746,5
E01002928,E01002928,0.423861078,5
E01002929,E01002929,-0.551543363,1
E01002930,E01002930,-0.456633688,1
E01002931,E01002931,-0.538072421,1
E01002932,E01002932,0.598319241,5
E01002933,E01002933,0.012622981,3
E01002934,E01002934,-0.834097229,1
E01002935,E01002935,-1.028141797,1
E01002937,E01002937,-0.642003736,1
E01002938,E01002938,-0.518078841,1
E01002939,E01002939,0.25131946,4
E01002940,E01002940,0.141432155,3
E01002941,E01002941,0.318012458,4
E01002942,E01002942,0.051979381,3
E01002943,E01002943,0.185707779,3
E01002944,E01002944,-0.109776438,2
E01002945,E01002945,0.098223197,3
E01002946,E01002946,0.2319741,4
E01002947,E01002947,-0.050438464,3
E01002948,E01002948,0.694626912,6
E01002949,E01002949,-0.084404924,2
E01002950,E01002950,0.54545598,5
E01002951,E01002951,-1.021982128,1
E01002952,E01002952,-0.77530219,1
E01002953,E01002953,0.000900752,3
E01002954,E01002954,0.01001816,3
E01002955,E01002955,0.114187755,3
E01002956,E01002956,-0.722279633,1
E01002957,E01002957,-0.89805447,1
E01002958,E01002958,-0.507480847,1
E01002959,E01002959,-0.486811965,1
E01002960,E01002960,-0.89425064,1
E01002961,E01002961,-0.577697885,1
E01002962,E01002962,-0.176797603,2
E01002963,E01002963,-0.461872602,1
E01002964,E01002964,-0.599797334,1
E01002965,E01002965,-0.366618503,1
E01002966,E01002966,-0.287725304,2
E01002967,E01002967,-0.842546495,1
E01002968,E01002968,-0.945908888,1
E01002969,E01002969,-0.329496432,2
E01002970,E01002970,-0.483675253,1
E01002971,E01002971,-0.47955454,1
E01002972,E01002972,-0.59724578,1
E01002973,E01002973,-0.043826889,3
E01002974,E01002974,-0.660481771,1
E01002975,E01002975,-0.22522066,2
E01002976,E01002976,-0.228107115,2
E01002977,E01002977,-0.019238399,3
E01002978,E01002978,-0.775093244,1
E01002979,E01002979,-0.341640446,2
E01002980,E01002980,-0.492912504,1
E01002981,E01002981,-0.373945119,1
E01002982,E01002982,0.272128448,4
E01002983,E01002983,-0.312726832,2
E01002984,E01002984,-0.188384318,2
E01002985,E01002985,-0.183518725,2
E01002986,E01002986,0.048212319,3
E01002987,E01002987,0.076481213,3
E01002988,E01002988,-0.665733498,1
E01002989,E01002989,-0.331315764,2
E01002990,E01002990,-0.511723825,1
E01002991,E01002991,-0.313296609,2
E01002992,E01002992,-0.928625101,1
E01002993,E01002993,-0.306716263,2
E01002994,E01002994,1.4339678,9
E01002995,E01002995,0.930292711,7
E01002996,E01002996,0.071536743,3
E01002997,E01002997,-0.204246518,2
E01002998,E01002998,-0.20969637,2
E01002999,E01002999,0.105927521,3
E01003000,E01003000,0.452853926,5
E01003001,E01003001,-0.107408876,2
E01003002,E01003002,0.165520375,3
E01003003,E01003003,-0.112866018,2
E01003004,E01003004,-0.172267039,2
E01003005,E01003005,-0.111662475,2
E01003006,E01003006,-0.414300156,1
E01003007,E01003007,-0.311369059,2
E01003008,E01003008,-0.765006832,1
E01003009,E01003009,-0.468680764,1
E01003010,E01003010,-0.728674028,1
E01003011,E01003011,-0.805099194,1
E01003013,E01003013,-0.979507843,1
E01003014,E01003014,1.277673401,8
E01003015,E01003015,0.858956976,7
E01003016,E01003016,-0.994274397,1
E01003017,E01003017,-0.0922494,2
E01003018,E01003018,-0.423988496,1
E01003019,E01003019,-0.1693417,2
E01003020,E01003020,-0.14007875,2
E01003021,E01003021,0.902868691,7
E01003022,E01003022,-0.387331025,1
E01003023,E01003023,-0.446133598,1
E01003024,E01003024,-0.465706201,1
E01003025,E01003025,-0.223376671,2
E01003026,E01003026,-0.559863403,1
E01003027,E01003027,-0.609615032,1
E01003028,E01003028,-0.014924842,3
E01003029,E01003029,-0.564338931,1
E01003030,E01003030,-0.275143983,2
E01003031,E01003031,-0.414643768,1
E01003032,E01003032,-0.178875198,2
E01003033,E01003033,-0.681760042,1
E01003034,E01003034,-0.081356961,2
E01003035,E01003035,-0.292594385,2
E01003036,E01003036,-0.188960471,2
E01003037,E01003037,1.378360379,8
E01003038,E01003038,-0.545756234,1
E01003039,E01003039,-0.551119292,1
E01003040,E01003040,-0.612083178,1
E01003041,E01003041,1.599248636,9
E01003042,E01003042,-0.016449823,3
E01003043,E01003043,0.202778607,4
E01003044,E01003044,0.941117625,7
E01003045,E01003045,0.118578103,3
E01003046,E01003046,-0.050403376,3
E01003047,E01003047,0.316253053,4
E01003048,E01003048,-0.13062825,2
E01003049,E01003049,0.265901303,4
E01003050,E01003050,-0.28282208,2
E01003051,E01003051,-0.061092087,2
E01003052,E01003052,0.56647466,5
E01003053,E01003053,-0.320951805,2
E01003054,E01003054,-0.794112173,1
E01003055,E01003055,0.319550535,4
E01003056,E01003056,-0.276680755,2
E01003057,E01003057,0.511173536,5
E01003058,E01003058,-0.033327383,3
E01003059,E01003059,0.807389004,6
E01003060,E01003060,0.361476753,4
E01003061,E01003061,0.129059089,3
E01003062,E01003062,-0.598307248,1
E01003063,E01003063,0.076417962,3
E01003064,E01003064,-0.487980627,1
E01003065,E01003065,0.044995192,3
E01003066,E01003066,-0.13361843,2
E01003067,E01003067,-0.788517815,1
E01003068,E01003068,-0.453213947,1
E01003069,E01003069,-0.048246922,3
E01003070,E01003070,-0.05795423,2
E01003071,E01003071,-0.270698127,2
E01003072,E01003072,-0.376919695,1
E01003073,E01003073,-0.011898461,3
E01003074,E01003074,-0.241557854,2
E01003075,E01003075,0.144612146,3
E01003076,E01003076,-0.434241449,1
E01003077,E01003077,-0.370355619,1
E01003078,E01003078,-0.529324843,1
E01003079,E01003079,-0.07594249,2
E01003080,E01003080,-0.412685264,1
E01003081,E01003081,-0.19854053,2
E01003082,E01003082,-0.08468043,2
E01003083,E01003083,-0.056396569,2
E01003084,E01003084,-0.411477465,1
E01003085,E01003085,0.105976425,3
E01003086,E01003086,0.346801139,4
E01003087,E01003087,0.489105642,5
E01003088,E01003088,-0.521758086,1
E01003089,E01003089,-0.110600591,2
E01003090,E01003090,-0.455020879,1
E01003091,E01003091,0.00550601,3
E01003092,E01003092,-0.058280376,2
E01003093,E01003093,-0.046263198,3
E01003094,E01003094,0.074270311,3
E01003095,E01003095,0.003198129,3
E01003096,E01003096,0.055066674,3
E01003097,E01003097,0.480246418,5
E01003098,E01003098,0.022326529,3
E01003099,E01003099,-0.329666305,2
E01003100,E01003100,-0.519917308,1
E01003101,E01003101,-0.132601238,2
E01003102,E01003102,0.671164811,6
E01003104,E01003104,-0.20037939,2
E01003105,E01003105,0.662722577,6
E01003106,E01003106,0.014582663,3
E01003107,E01003107,-0.081053169,2
E01003108,E01003108,0.617213621,6
E01003110,E01003110,0.0705332,3
E01003111,E01003111,0.385537172,4
E01003112,E01003112,0.965187157,7
E01003113,E01003113,-0.523076461,1
E01003114,E01003114,-0.777566982,1
E01003115,E01003115,-0.510458458,1
E01003116,E01003116,-0.326142846,2
E01003117,E01003117,-0.655595912,1
E01003118,E01003118,-0.688180347,1
E01003119,E01003119,0.158309896,3
E01003120,E01003120,-0.310224979,2
E01003121,E01003121,0.433119006,5
E01003122,E01003122,-0.395308431,1
E01003123,E01003123,0.018017825,3
E01003124,E01003124,-0.075246497,2
E01003125,E01003125,0.196813636,4
E01003126,E01003126,0.157964463,3
E01003127,E01003127,0.383287828,4
E01003128,E01003128,0.081388203,3
E01003129,E01003129,-0.175939963,2
E01003130,E01003130,-0.614254862,1
E01003131,E01003131,-0.751972363,1
E01003132,E01003132,1.727259494,9
E01003133,E01003133,0.021279826,3
E01003134,E01003134,-0.401125704,1
E01003135,E01003135,-0.004567784,3
E01003136,E01003136,-0.511843657,1
E01003137,E01003137,-0.138763743,2
E01003138,E01003138,-0.634334872,1
E01003139,E01003139,-1.03411982,1
E01003140,E01003140,-0.674342054,1
E01003141,E01003141,-0.404701802,1
E01003142,E01003142,-0.509468303,1
E01003143,E01003143,0.254865312,4
E01003144,E01003144,-0.139316972,2
E01003145,E01003145,-0.340542146,2
E01003146,E01003146,-0.517412431,1
E01003147,E01003147,-0.611598842,1
E01003148,E01003148,-0.58941039,1
E01003149,E01003149,0.167124768,3
E01003150,E01003150,0.16819979,3
E01003151,E01003151,0.104167603,3
E01003152,E01003152,-0.649157318,1
E01003153,E01003153,-0.597697399,1
E01003154,E01003154,-0.322855388,2
E01003155,E01003155,-0.300606266,2
E01003156,E01003156,-0.378004549,1
E01003157,E01003157,-0.821851378,1
E01003158,E01003158,-0.385406183,1
E01003159,E01003159,-0.633517021,1
E01003160,E01003160,-0.225374185,2
E01003161,E01003161,-0.470608679,1
E01003162,E01003162,0.146981571,3
E01003163,E01003163,-0.477590558,1
E01003164,E01003164,0.028495917,3
E01003165,E01003165,-0.595110312,1
E01003166,E01003166,-0.260591683,2
E01003167,E01003167,-0.590398256,1
E01003168,E01003168,0.156806166,3
E01003169,E01003169,-0.155824149,2
E01003170,E01003170,-0.300554407,2
E01003171,E01003171,-0.279712098,2
E01003172,E01003172,-0.058826235,2
E01003173,E01003173,-0.20869822,2
E01003174,E01003174,0.063001463,3
E01003175,E01003175,0.028408643,3
E01003176,E01003176,0.394227085,4
E01003177,E01003177,0.045385594,3
E01003178,E01003178,-0.0631841,2
E01003179,E01003179,-0.107618435,2
E01003180,E01003180,-0.05184918,3
E01003181,E01003181,0.164646038,3
E01003182,E01003182,0.093312931,3
E01003183,E01003183,0.503634038,5
E01003184,E01003184,-0.113791153,2
E01003185,E01003185,0.714278459,6
E01003186,E01003186,-0.425658289,1
E01003187,E01003187,-0.08199916,2
E01003188,E01003188,0.140839565,3
E01003189,E01003189,0.423507884,5
E01003190,E01003190,-0.109131371,2
E01003191,E01003191,-0.223109074,2
E01003192,E01003192,0.399544101,4
E01003193,E01003193,-0.017540811,3
E01003194,E01003194,0.081774014,3
E01003195,E01003195,-0.0485574,3
E01003196,E01003196,0.32617184,4
E01003197,E01003197,0.405609489,5
E01003198,E01003198,0.32546244,4
E01003199,E01003199,-0.660406076,1
E01003200,E01003200,-0.55634786,1
E01003201,E01003201,0.331007738,4
E01003202,E01003202,-0.420066862,1
E01003203,E01003203,-0.293219118,2
E01003204,E01003204,0.018497519,3
E01003205,E01003205,-0.000529971,3
E01003206,E01003206,-0.391261274,1
E01003207,E01003207,-0.088616597,2
E01003209,E01003209,-0.39047531,1
E01003210,E01003210,-0.5377185,1
E01003211,E01003211,-0.280624994,2
E01003212,E01003212,-0.479001753,1
E01003213,E01003213,-0.380563446,1
E01003214,E01003214,-0.344716099,2
E01003215,E01003215,-0.42783396,1
E01003216,E01003216,-0.229887019,2
E01003217,E01003217,-0.26636783,2
E01003218,E01003218,-0.365741038,1
E01003219,E01003219,-0.218103762,2
E01003220,E01003220,0.48689838,5
E01003221,E01003221,-0.00898458,3
E01003222,E01003222,-0.111877351,2
E01003223,E01003223,0.37233637,4
E01003224,E01003224,-0.033668972,3
E01003225,E01003225,-0.716953217,1
E01003226,E01003226,-0.421458238,1
E01003227,E01003227,-0.649271463,1
E01003228,E01003228,-0.192450818,2
E01003229,E01003229,0.264251199,4
E01003230,E01003230,-0.285284287,2
E01003231,E01003231,-0.3239841,2
E01003232,E01003232,-0.020037016,3
E01003233,E01003233,-0.406829544,1
E01003235,E01003235,0.260203683,4
E01003236,E01003236,0.109142872,3
E01003237,E01003237,0.433217018,5
E01003238,E01003238,-0.2288521,2
E01003239,E01003239,0.451215667,5
E01003240,E01003240,-0.11061242,2
E01003241,E01003241,0.696517417,6
E01003243,E01003243,0.03503557,3
E01003244,E01003244,-0.507726136,1
E01003245,E01003245,0.226588696,4
E01003246,E01003246,0.08109794,3
E01003247,E01003247,-0.399349018,1
E01003248,E01003248,-0.422882971,1
E01003249,E01003249,-0.42080508,1
E01003251,E01003251,-0.447815151,1
E01003252,E01003252,-0.250750656,2
E01003253,E01003253,-0.414950057,1
E01003254,E01003254,0.008093742,3
E01003255,E01003255,-0.599295066,1
E01003256,E01003256,0.420800941,5
E01003257,E01003257,0.263993329,4
E01003258,E01003258,-0.106866938,2
E01003259,E01003259,0.186969205,3
E01003260,E01003260,-0.297437692,2
E01003261,E01003261,-0.525716182,1
E01003262,E01003262,-0.059005417,2
E01003263,E01003263,0.094670441,3
E01003264,E01003264,-0.010559415,3
E01003265,E01003265,-0.157795295,2
E01003266,E01003266,0.320073467,4
E01003267,E01003267,0.069822476,3
E01003268,E01003268,-0.275520515,2
E01003269,E01003269,0.01705466,3
E01003270,E01003270,-0.388582947,1
E01003271,E01003271,-0.322986406,2
E01003272,E01003272,-0.033650832,3
E01003273,E01003273,-0.424863877,1
E01003274,E01003274,-0.256770298,2
E01003275,E01003275,1.465336515,9
E01003276,E01003276,-0.240825664,2
E01003277,E01003277,0.038274508,3
E01003278,E01003278,0.146009436,3
E01003279,E01003279,-0.187618668,2
E01003280,E01003280,-0.217415453,2
E01003281,E01003281,-0.411947416,1
E01003282,E01003282,-0.660289716,1
E01003283,E01003283,-0.606679894,1
E01003284,E01003284,-0.419510921,1
E01003285,E01003285,-0.702855,1
E01003286,E01003286,0.308737137,4
E01003287,E01003287,-0.644734245,1
E01003288,E01003288,0.734981398,6
E01003290,E01003290,0.952247588,7
E01003291,E01003291,0.99511144,7
E01003292,E01003292,-0.059902616,2
E01003293,E01003293,0.048755066,3
E01003295,E01003295,0.426730147,5
E01003297,E01003297,-0.27228096,2
E01003298,E01003298,-0.457943833,1
E01003299,E01003299,-0.067066214,2
E01003300,E01003300,-0.058106699,2
E01003301,E01003301,-0.537351159,1
E01003302,E01003302,0.388245092,4
E01003303,E01003303,0.51262767,5
E01003304,E01003304,-0.098460828,2
E01003305,E01003305,-0.284290816,2
E01003307,E01003307,-0.254028134,2
E01003308,E01003308,-0.274397756,2
E01003309,E01003309,0.156666146,3
E01003310,E01003310,0.347544896,4
E01003311,E01003311,-0.374909341,1
E01003312,E01003312,0.128417804,3
E01003313,E01003313,-0.053609796,2
E01003314,E01003314,-0.483327219,1
E01003315,E01003315,-0.097819471,2
E01003316,E01003316,-0.247227896,2
E01003318,E01003318,0.792136143,6
E01003319,E01003319,-0.162562581,2
E01003320,E01003320,-0.210987195,2
E01003321,E01003321,0.430534711,5
E01003322,E01003322,0.166981442,3
E01003323,E01003323,0.227300782,4
E01003324,E01003324,-0.343226485,2
E01003325,E01003325,0.121708305,3
E01003326,E01003326,0.884409322,7
E01003327,E01003327,-0.025133652,3
E01003328,E01003328,0.305644743,4
E01003329,E01003329,-0.260260412,2
E01003330,E01003330,0.010423888,3
E01003331,E01003331,0.454139893,5
E01003332,E01003332,0.058083952,3
E01003333,E01003333,0.272325533,4
E01003334,E01003334,0.783856153,6
E01003335,E01003335,0.73731295,6
E01003336,E01003336,0.527764208,5
E01003337,E01003337,0.051966956,3
E01003338,E01003338,-0.218360702,2
E01003339,E01003339,-0.365103962,1
E01003340,E01003340,-0.424905439,1
E01003341,E01003341,-0.205727097,2
E01003342,E01003342,-0.284447592,2
E01003343,E01003343,-0.632106367,1
E01003344,E01003344,-0.210137639,2
E01003345,E01003345,-0.460588605,1
E01003346,E01003346,0.360780302,4
E01003347,E01003347,0.05369696,3
E01003348,E01003348,-0.032763545,3
E01003349,E01003349,-0.474656408,1
E01003350,E01003350,0.226028569,4
E01003351,E01003351,0.804980345,6
E01003352,E01003352,0.131097198,3
E01003353,E01003353,-0.393249233,1
E01003354,E01003354,-0.225458717,2
