lsoa11,London_lsoa_22,MHI_2022,MHI_decile_2022
E01001791,E01001791,0.986007087,7
E01001792,E01001792,1.052848651,7
E01001793,E01001793,0.016128912,3
E01001794,E01001794,0.363576436,4
E01001795,E01001795,-0.094916423,2
E01001796,E01001796,-0.193023071,2
E01001798,E01001798,0.383511125,4
E01001799,E01001799,-0.629887628,1
E01001800,E01001800,0.013923688,3
E01001801,E01001801,0.807644988,6
E01001802,E01001802,0.00754591,3
E01001803,E01001803,-0.134279598,2
E01001804,E01001804,-0.653498491,1
E01001805,E01001805,-0.09403777,2
E01001806,E01001806,0.818465206,6
E01001807,E01001807,-0.763506986,1
E01001808,E01001808,-0.829964221,1
E01001809,E01001809,-0.758366205,1
E01001811,E01001811,0.074806714,3
E01001812,E01001812,-0.661604442,1
E01001813,E01001813,0.476778346,5
E01001814,E01001814,-0.675705082,1
E01001815,E01001815,0.450919657,5
E01001816,E01001816,0.01176832,3
E01001819,E01001819,1.304795799,8
E01001820,E01001820,0.635595886,6
E01001821,E01001821,1.536199536,9
E01001822,E01001822,0.586830568,5
E01001823,E01001823,-0.910767842,1
E01001824,E01001824,-0.13056351,2
E01001825,E01001825,-1.003196945,1
E01001826,E01001826,-0.350201642,2
E01001827,E01001827,0.096468959,3
E01001828,E01001828,0.230824855,4
E01001829,E01001829,-0.179220234,2
E01001830,E01001830,0.742487977,6
E01001831,E01001831,-0.000781188,3
E01001832,E01001832,0.142302927,3
E01001833,E01001833,0.246960825,4
E01001834,E01001834,0.209343728,4
E01001835,E01001835,0.074497297,3
E01001836,E01001836,-0.109703926,2
E01001837,E01001837,-0.011991252,3
E01001838,E01001838,1.292146817,8
E01001839,E01001839,0.973179303,7
E01001840,E01001840,1.426282305,9
E01001841,E01001841,0.604153341,5
E01001842,E01001842,1.855105529,9
E01001843,E01001843,0.250457972,4
E01001844,E01001844,0.028145844,3
E01001845,E01001845,1.200112237,8
E01001846,E01001846,0.979414614,7
E01001847,E01001847,0.375719999,4
E01001848,E01001848,0.608392397,5
E01001849,E01001849,0.242526029,4
E01001850,E01001850,0.439862419,5
E01001851,E01001851,-0.30188684,2
E01001852,E01001852,-0.190208652,2
E01001853,E01001853,-0.30544405,2
E01001854,E01001854,-0.359794719,2
E01001855,E01001855,-0.410480619,1
E01001856,E01001856,0.021776062,3
E01001857,E01001857,0.157511031,3
E01001858,E01001858,0.305918789,4
E01001859,E01001859,-0.483014607,1
E01001860,E01001860,0.136631678,3
E01001861,E01001861,0.405337512,5
E01001862,E01001862,-0.094844652,2
E01001863,E01001863,-0.522572433,1
E01001864,E01001864,-0.27272787,2
E01001865,E01001865,-0.547063494,1
E01001866,E01001866,-0.579097662,1
E01001867,E01001867,-0.666417619,1
E01001868,E01001868,0.353865628,4
E01001869,E01001869,-0.862552061,1
E01001870,E01001870,-0.655120113,1
E01001871,E01001871,-0.662112702,1
E01001872,E01001872,-0.204093248,2
E01001873,E01001873,-0.664533898,1
E01001875,E01001875,0.083429618,3
E01001876,E01001876,0.371383477,4
E01001877,E01001877,-0.34553593,2
E01001878,E01001878,-0.207049508,2
E01001879,E01001879,-0.133663344,2
E01001880,E01001880,-0.234138309,2
E01001881,E01001881,-0.347907959,2
E01001882,E01001882,-0.632490819,1
E01001883,E01001883,-0.078588686,2
E01001884,E01001884,0.793653467,6
E01001885,E01001885,0.942520364,7
E01001886,E01001886,0.282221099,4
E01001887,E01001887,0.470464668,5
E01001888,E01001888,-0.323396333,2
E01001889,E01001889,-0.7401636,1
E01001890,E01001890,-0.934749693,1
E01001891,E01001891,-0.837876626,1
E01001892,E01001892,0.364290312,4
E01001893,E01001893,0.14721847,3
E01001894,E01001894,0.428962902,5
E01001895,E01001895,-0.435757625,1
E01001896,E01001896,0.195343053,4
E01001897,E01001897,-0.220749788,2
E01001898,E01001898,-0.370712536,1
E01001899,E01001899,0.458859513,5
E01001900,E01001900,0.600673884,5
E01001901,E01001901,-0.72172099,1
E01001902,E01001902,0.095758766,3
E01001903,E01001903,0.308784613,4
E01001904,E01001904,-0.596278491,1
E01001905,E01001905,-0.380915965,1
E01001906,E01001906,-0.83088373,1
E01001907,E01001907,-0.7939469,1
E01001908,E01001908,-0.14430343,2
E01001909,E01001909,0.00227971,3
E01001910,E01001910,0.035497852,3
E01001911,E01001911,0.013049362,3
E01001912,E01001912,0.201613858,4
E01001913,E01001913,-0.932818486,1
E01001914,E01001914,-0.107723832,2
E01001915,E01001915,-0.667151022,1
E01001916,E01001916,-0.728920632,1
E01001917,E01001917,0.297236868,4
E01001918,E01001918,-0.531757987,1
E01001919,E01001919,-0.649215955,1
E01001920,E01001920,-0.166116814,2
E01001921,E01001921,-0.213628881,2
E01001922,E01001922,-0.479553504,1
E01001923,E01001923,-0.37618656,1
E01001924,E01001924,-0.847533687,1
E01001925,E01001925,-0.771166004,1
E01001926,E01001926,-0.930257246,1
E01001927,E01001927,-0.41577628,1
E01001928,E01001928,0.040235917,3
E01001929,E01001929,-0.456296295,1
E01001930,E01001930,0.943174256,7
E01001931,E01001931,-0.375195572,1
E01001932,E01001932,-0.680477759,1
E01001933,E01001933,-0.163963777,2
E01001934,E01001934,-0.155671247,2
E01001935,E01001935,-0.241207686,2
E01001937,E01001937,-0.628414036,1
E01001938,E01001938,0.010018456,3
E01001940,E01001940,0.618245791,6
E01001941,E01001941,0.156536709,3
E01001942,E01001942,-0.540348961,1
E01001943,E01001943,0.054951699,3
E01001944,E01001944,0.598346409,5
E01001945,E01001945,-0.030300077,3
E01001946,E01001946,-0.326637656,2
E01001947,E01001947,-0.176465598,2
E01001948,E01001948,-0.783618236,1
E01001949,E01001949,-0.916316546,1
E01001950,E01001950,-0.601988639,1
E01001951,E01001951,-0.752599637,1
E01001952,E01001952,-0.467989308,1
E01001953,E01001953,-0.356232934,2
E01001954,E01001954,-0.317750828,2
E01001955,E01001955,-0.125560271,2
E01001956,E01001956,-0.309238075,2
E01001957,E01001957,-0.102668154,2
E01001958,E01001958,-0.263956689,2
E01001959,E01001959,-0.270343701,2
E01001960,E01001960,-0.646788386,1
E01001961,E01001961,-0.012305669,3
E01001962,E01001962,-0.663581531,1
E01001963,E01001963,-0.725846661,1
E01001964,E01001964,-0.659642443,1
E01001965,E01001965,-0.679962124,1
E01001966,E01001966,-0.297527461,2
E01001967,E01001967,-0.425197785,1
E01001968,E01001968,-0.322473549,2
E01001969,E01001969,-0.646818581,1
E01001970,E01001970,-0.76043827,1
E01001971,E01001971,-0.588620846,1
E01001972,E01001972,-0.214218391,2
E01001973,E01001973,-0.962060776,1
E01001974,E01001974,-0.793975359,1
E01001975,E01001975,-0.758102138,1
E01001976,E01001976,-0.058055535,2
E01001977,E01001977,-0.208029895,2
E01001978,E01001978,0.079541941,3
E01001979,E01001979,-0.503478817,1
E01001980,E01001980,0.038996807,3
E01001981,E01001981,-0.040722712,3
E01001982,E01001982,-0.038927373,3
E01001983,E01001983,-0.234695614,2
E01001984,E01001984,-0.297539766,2
E01001985,E01001985,-0.783578952,1
E01001986,E01001986,-0.458438142,1
E01001987,E01001987,-0.629539848,1
E01001988,E01001988,-0.502656183,1
E01001989,E01001989,-0.380108701,1
E01001990,E01001990,-0.62006843,1
E01001991,E01001991,0.184534842,3
E01001992,E01001992,-0.573512282,1
E01001993,E01001993,-0.765292029,1
E01001994,E01001994,-0.834465545,1
E01001995,E01001995,-0.124030852,2
E01001996,E01001996,-0.741388449,1
E01001997,E01001997,-0.600560186,1
E01001998,E01001998,-0.784859505,1
E01001999,E01001999,-0.399352127,1
E01002000,E01002000,-0.56563984,1
E01002001,E01002001,-0.183917061,2
E01002002,E01002002,-0.10580671,2
E01002003,E01002003,-0.428608926,1
E01002004,E01002004,-0.58414053,1
E01002005,E01002005,-0.583475266,1
E01002006,E01002006,-0.626548442,1
E01002007,E01002007,-0.716791302,1
E01002008,E01002008,-0.887010098,1
E01002009,E01002009,-0.614347846,1
E01002010,E01002010,-0.54356221,1
E01002011,E01002011,-0.40402752,1
E01002013,E01002013,-0.371949368,1
E01002014,E01002014,-0.267243448,2
E01002015,E01002015,0.531352594,5
E01002016,E01002016,0.213161822,4
E01002017,E01002017,-0.413386803,1
E01002018,E01002018,0.004083011,3
E01002019,E01002019,0.030689506,3
E01002020,E01002020,-0.321090298,2
E01002021,E01002021,0.02691529,3
E01002022,E01002022,-0.241694405,2
E01002023,E01002023,-0.427742887,1
E01002024,E01002024,0.070812909,3
E01002025,E01002025,-0.750244813,1
E01002026,E01002026,-0.156782193,2
E01002027,E01002027,-0.62403315,1
E01002028,E01002028,-0.620710066,1
E01002029,E01002029,-0.41527418,1
E01002030,E01002030,-0.250029384,2
E01002031,E01002031,-0.717412224,1
E01002032,E01002032,-0.216910874,2
E01002033,E01002033,-0.38552689,1
E01002034,E01002034,-0.673434493,1
E01002036,E01002036,0.201426492,4
E01002037,E01002037,-0.175176766,2
E01002038,E01002038,-0.204102706,2
E01002039,E01002039,-0.278036987,2
E01002040,E01002040,-0.013843701,3
E01002041,E01002041,-0.052160639,3
E01002042,E01002042,-0.728774585,1
E01002043,E01002043,-0.400038135,1
E01002044,E01002044,-0.723177032,1
E01002045,E01002045,-0.261896924,2
E01002046,E01002046,-0.125478757,2
E01002047,E01002047,-0.687260475,1
E01002048,E01002048,-0.744511266,1
E01002049,E01002049,-0.42697837,1
E01002050,E01002050,-0.960369597,1
E01002051,E01002051,-0.396352629,1
E01002052,E01002052,-1.03383837,1
E01002053,E01002053,-0.093669478,2
E01002054,E01002054,-0.004197887,3
E01002055,E01002055,-0.50591921,1
E01002056,E01002056,-0.255119013,2
E01002057,E01002057,-0.492594066,1
E01002058,E01002058,-0.533264707,1
E01002059,E01002059,0.004211798,3
E01002060,E01002060,-0.346467654,2
E01002061,E01002061,-0.629141803,1
E01002062,E01002062,-0.77697614,1
E01002063,E01002063,0.044532313,3
E01002064,E01002064,-0.350302901,2
E01002065,E01002065,-0.239593533,2
E01002066,E01002066,-0.135772514,2
E01002067,E01002067,0.151807018,3
E01002068,E01002068,-0.274738816,2
E01002069,E01002069,-0.42389221,1
E01002070,E01002070,-0.41969005,1
E01002071,E01002071,1.205888323,8
E01002072,E01002072,-0.311030729,2
E01002073,E01002073,-0.448293062,1
E01002074,E01002074,-0.215178443,2
E01002075,E01002075,-0.413395274,1
E01002076,E01002076,-0.179136334,2
E01002077,E01002077,-0.69047001,1
E01002078,E01002078,-0.310900231,2
E01002079,E01002079,-0.590182424,1
E01002081,E01002081,-0.343310764,2
E01002082,E01002082,0.698355543,6
E01002083,E01002083,-0.827837939,1
E01002084,E01002084,-0.14788371,2
E01002085,E01002085,-0.458039524,1
E01002086,E01002086,-0.437874101,1
E01002087,E01002087,-0.627797747,1
E01002088,E01002088,-0.797733221,1
E01002089,E01002089,-0.227382068,2
E01002090,E01002090,0.080515422,3
E01002091,E01002091,0.148321503,3
E01002092,E01002092,-0.338083408,2
E01002093,E01002093,0.307165946,4
E01002094,E01002094,-0.008168578,3
E01002095,E01002095,0.031749516,3
E01002096,E01002096,0.060576926,3
E01002097,E01002097,-0.264596036,2
E01002098,E01002098,0.26201179,4
E01002099,E01002099,-0.151323077,2
E01002100,E01002100,-0.633222261,1
E01002101,E01002101,-0.824790175,1
E01002102,E01002102,-0.747643004,1
E01002103,E01002103,-0.446731038,1
E01002104,E01002104,-0.656108106,1
E01002105,E01002105,-0.621999045,1
E01002106,E01002106,-0.337708484,2
E01002107,E01002107,-0.850364831,1
E01002108,E01002108,-0.888536245,1
E01002109,E01002109,-0.843817482,1
E01002110,E01002110,-0.995011694,1
E01002111,E01002111,-0.589033755,1
E01002112,E01002112,-0.920173747,1
E01002113,E01002113,-0.497622881,1
E01002114,E01002114,0.34444236,4
E01002115,E01002115,-0.657594481,1
E01002116,E01002116,-0.765110792,1
E01002118,E01002118,0.226221132,4
E01002119,E01002119,-0.870642956,1
E01002120,E01002120,-0.067254044,2
E01002121,E01002121,-1.079944574,1
E01002122,E01002122,-0.580062691,1
E01002123,E01002123,-0.967183561,1
E01002124,E01002124,-1.240032286,1
E01002125,E01002125,-1.087001398,1
E01002127,E01002127,-0.366218186,1
E01002128,E01002128,-0.049505751,3
E01002129,E01002129,0.009506425,3
E01002130,E01002130,-0.130108302,2
E01002131,E01002131,1.658639881,9
E01002132,E01002132,-0.346236931,2
E01002133,E01002133,0.308162733,4
E01002134,E01002134,0.107376374,3
E01002135,E01002135,-0.02393504,3
E01002136,E01002136,-0.207038885,2
E01002137,E01002137,-0.976760894,1
E01002138,E01002138,-0.326552282,2
E01002139,E01002139,0.746138292,6
E01002140,E01002140,-0.062283693,2
E01002141,E01002141,0.171215567,3
E01002142,E01002142,-0.311737797,2
E01002143,E01002143,0.066673007,3
E01002144,E01002144,-0.285224684,2
E01002145,E01002145,0.446479539,5
E01002146,E01002146,-0.765785207,1
E01002147,E01002147,-0.814400946,1
E01002148,E01002148,0.074814629,3
E01002149,E01002149,-0.916885446,1
E01002150,E01002150,-0.266782261,2
E01002151,E01002151,0.860297247,7
E01002152,E01002152,-0.295571087,2
E01002153,E01002153,-0.713249094,1
E01002155,E01002155,-0.692285784,1
E01002156,E01002156,-0.720577179,1
E01002157,E01002157,-0.903654911,1
E01002158,E01002158,-0.801741024,1
E01002159,E01002159,-0.264647032,2
E01002160,E01002160,-0.569295444,1
E01002161,E01002161,-0.474004901,1
E01002162,E01002162,-0.770566197,1
E01002163,E01002163,-0.501062989,1
E01002164,E01002164,-0.259571503,2
E01002165,E01002165,-1.084363874,1
E01002166,E01002166,-0.921498307,1
E01002167,E01002167,-1.026697388,1
E01002168,E01002168,-0.820839073,1
E01002169,E01002169,-0.879568706,1
E01002170,E01002170,-0.806886937,1
E01002171,E01002171,-0.920454681,1
E01002172,E01002172,-0.938948869,1
E01002173,E01002173,-0.776700311,1
E01002174,E01002174,-1.1581983,1
E01002175,E01002175,-0.954081741,1
E01002176,E01002176,-0.816592169,1
E01002177,E01002177,-0.657045996,1
E01002178,E01002178,-0.942280264,1
E01002179,E01002179,-0.396783331,1
E01002181,E01002181,-0.204220814,2
E01002182,E01002182,-0.436408748,1
E01002183,E01002183,0.214614883,4
E01002184,E01002184,-0.425549415,1
E01002185,E01002185,0.024922922,3
E01002186,E01002186,-0.305025227,2
E01002187,E01002187,-0.386933997,1
E01002188,E01002188,-0.34857736,2
E01002189,E01002189,-0.161631958,2
E01002190,E01002190,-0.180458136,2
E01002191,E01002191,-0.561018104,1
E01002192,E01002192,-0.227404795,2
E01002193,E01002193,-0.672389925,1
E01002194,E01002194,-0.638190653,1
E01002195,E01002195,-0.599086465,1
E01002196,E01002196,-0.7001521,1
E01002197,E01002197,-0.542822254,1
E01002198,E01002198,-1.242394919,1
E01002199,E01002199,-1.548224461,1
E01002200,E01002200,-1.250475186,1
E01002201,E01002201,-1.419946637,1
E01002202,E01002202,-0.795599788,1
E01002203,E01002203,-0.73001333,1
E01002204,E01002204,-0.440218158,1
E01002206,E01002206,-0.531218069,1
E01002207,E01002207,-0.444769069,1
E01002208,E01002208,-0.215678246,2
E01002209,E01002209,0.756943702,6
E01002210,E01002210,-0.325572778,2
E01002211,E01002211,1.182092349,8
E01002212,E01002212,0.416354249,5
E01002214,E01002214,0.022953546,3
E01002215,E01002215,0.415244995,5
E01002216,E01002216,-0.588752267,1
E01002217,E01002217,-0.090854324,2
E01002218,E01002218,-0.007833354,3
E01002219,E01002219,-0.129402417,2
E01002220,E01002220,-0.195645017,2
E01002221,E01002221,-0.74357479,1
E01002222,E01002222,-0.690066358,1
E01002223,E01002223,-0.41398127,1
E01002224,E01002224,0.086295117,3
E01002225,E01002225,0.12269015,3
E01002226,E01002226,-0.344273638,2
E01002227,E01002227,0.613052992,5
E01002228,E01002228,-0.73853485,1
E01002229,E01002229,-0.89195052,1
E01002230,E01002230,-0.496872148,1
E01002231,E01002231,-0.272689033,2
E01002232,E01002232,1.197267133,8
E01002233,E01002233,-0.283717565,2
E01002234,E01002234,0.052149041,3
E01002235,E01002235,0.479059126,5
E01002236,E01002236,-0.350673065,2
E01002237,E01002237,-0.087145128,2
E01002238,E01002238,-0.830600989,1
E01002239,E01002239,0.123268145,3
E01002240,E01002240,0.531671288,5
E01002241,E01002241,-0.18710605,2
E01002242,E01002242,-0.810148107,1
E01002243,E01002243,0.742488598,6
E01002244,E01002244,-0.428477282,1
E01002245,E01002245,0.36545633,4
E01002246,E01002246,0.73737715,6
E01002247,E01002247,0.395777056,4
E01002248,E01002248,-0.188687063,2
E01002250,E01002250,-0.515832786,1
E01002251,E01002251,-0.115940049,2
E01002252,E01002252,0.114542854,3
E01002253,E01002253,-0.259311293,2
E01002254,E01002254,-0.142263281,2
E01002255,E01002255,-0.853531758,1
E01002256,E01002256,-0.260215934,2
E01002257,E01002257,-0.182609491,2
E01002258,E01002258,0.25786234,4
E01002259,E01002259,0.035034433,3
E01002260,E01002260,0.370652716,4
E01002261,E01002261,0.018302079,3
E01002262,E01002262,0.443760684,5
E01002263,E01002263,0.007526605,3
E01002264,E01002264,0.679629284,6
E01002265,E01002265,0.207043499,4
E01002266,E01002266,0.838640168,6
E01002267,E01002267,0.787098063,6
E01002268,E01002268,-0.101141899,2
E01002269,E01002269,-0.205704128,2
E01002270,E01002270,-0.358317704,2
E01002271,E01002271,-0.201400971,2
E01002272,E01002272,-0.068110248,2
E01002273,E01002273,-0.095210912,2
E01002274,E01002274,-0.482761618,1
E01002275,E01002275,0.035231919,3
E01002276,E01002276,0.934363957,7
E01002277,E01002277,0.548617694,5
E01002278,E01002278,0.510685002,5
E01002279,E01002279,0.537478147,5
E01002280,E01002280,0.581138836,5
E01002281,E01002281,0.554595745,5
E01002282,E01002282,1.000575268,7
E01002283,E01002283,1.290753459,8
E01002284,E01002284,0.394674312,4
E01002285,E01002285,0.421787472,5
E01002286,E01002286,0.10603139,3
E01002287,E01002287,0.049082076,3
E01002288,E01002288,-0.234986744,2
E01002289,E01002289,-0.280215377,2
E01002290,E01002290,0.195166206,4
E01002291,E01002291,-0.093131703,2
E01002292,E01002292,-0.189367379,2
E01002294,E01002294,0.234387263,4
E01002295,E01002295,0.208079587,4
E01002296,E01002296,-0.03011967,3
E01002297,E01002297,0.713216211,6
E01002298,E01002298,0.054820177,3
E01002299,E01002299,0.348130778,4
E01002300,E01002300,-0.117895962,2
E01002301,E01002301,0.369910195,4
E01002302,E01002302,0.038053236,3
E01002303,E01002303,0.536002607,5
E01002304,E01002304,1.498690021,9
E01002305,E01002305,-0.133501315,2
E01002306,E01002306,0.161918139,3
E01002307,E01002307,0.011103194,3
E01002308,E01002308,0.099828705,3
E01002309,E01002309,0.449183075,5
E01002310,E01002310,1.645356062,9
E01002311,E01002311,0.586395155,5
E01002312,E01002312,0.43909989,5
E01002313,E01002313,0.579895361,5
E01002314,E01002314,0.325962698,4
E01002315,E01002315,0.182380079,3
E01002316,E01002316,0.61418142,5
E01002317,E01002317,-0.142663021,2
E01002318,E01002318,0.249144345,4
E01002319,E01002319,0.292694245,4
E01002320,E01002320,-0.348555625,2
E01002321,E01002321,0.310229913,4
E01002322,E01002322,-0.122169461,2
E01002323,E01002323,-0.234325055,2
E01002324,E01002324,0.081395053,3
E01002325,E01002325,1.04220995,7
E01002326,E01002326,0.129602279,3
E01002327,E01002327,-0.056561193,2
E01002328,E01002328,-0.371293875,1
E01002329,E01002329,-0.310800848,2
E01002330,E01002330,-0.009898417,3
E01002331,E01002331,0.357389067,4
E01002332,E01002332,-0.204558991,2
E01002333,E01002333,-0.260936138,2
E01002334,E01002334,-0.069065619,2
E01002335,E01002335,0.655260774,6
E01002336,E01002336,-0.023677026,3
E01002337,E01002337,0.601379404,5
E01002338,E01002338,-0.001893671,3
E01002339,E01002339,-0.146079747,2
E01002340,E01002340,-0.358500157,2
E01002341,E01002341,-0.133763577,2
E01002342,E01002342,0.328103891,4
E01002343,E01002343,-0.01708107,3
E01002344,E01002344,-0.242884653,2
E01002345,E01002345,-0.35497822,2
E01002346,E01002346,-0.184239453,2
E01002347,E01002347,-0.361340123,2
E01002348,E01002348,-0.487582985,1
E01002349,E01002349,-0.068172696,2
E01002350,E01002350,1.09940172,8
E01002351,E01002351,-0.186396489,2
E01002352,E01002352,0.394464008,4
E01002353,E01002353,0.187881689,3
E01002354,E01002354,0.025967168,3
E01002355,E01002355,0.0450447,3
E01002356,E01002356,-0.008524325,3
E01002358,E01002358,0.011158609,3
E01002359,E01002359,-0.64791278,1
E01002360,E01002360,0.738143949,6
E01002361,E01002361,-0.001264866,3
E01002362,E01002362,-0.444480274,1
E01002363,E01002363,-0.145363155,2
E01002364,E01002364,0.273439531,4
E01002365,E01002365,0.14084131,3
E01002366,E01002366,-0.206353625,2
E01002367,E01002367,0.133665929,3
E01002368,E01002368,-0.505887522,1
E01002369,E01002369,-0.308738367,2
E01002370,E01002370,-0.202967237,2
E01002371,E01002371,0.015281875,3
E01002372,E01002372,0.146462361,3
E01002373,E01002373,-0.030870075,3
E01002374,E01002374,0.338582617,4
E01002375,E01002375,0.626630816,6
E01002376,E01002376,0.119644959,3
E01002377,E01002377,0.059023888,3
E01002378,E01002378,-0.591347517,1
E01002379,E01002379,0.187266465,3
E01002380,E01002380,0.626821061,6
E01002381,E01002381,0.302420946,4
E01002382,E01002382,-0.2452351,2
E01002383,E01002383,-0.08898224,2
E01002384,E01002384,-0.20907436,2
E01002385,E01002385,-0.039691089,3
E01002386,E01002386,-0.19336056,2
E01002387,E01002387,-0.463448316,1
E01002388,E01002388,-0.206180619,2
E01002389,E01002389,1.401854729,8
E01002390,E01002390,-0.12020698,2
E01002391,E01002391,0.227929802,4
E01002392,E01002392,-0.180329863,2
E01002393,E01002393,-0.367341189,1
E01002394,E01002394,-0.714391191,1
E01002395,E01002395,-0.71252514,1
E01002396,E01002396,-0.481264055,1
E01002397,E01002397,-0.395272509,1
E01002398,E01002398,-0.663705395,1
E01002399,E01002399,-0.574288364,1
E01002400,E01002400,0.884267167,7
E01002401,E01002401,-0.466710205,1
E01002402,E01002402,0.153857514,3
E01002403,E01002403,-0.655678273,1
E01002404,E01002404,-0.621532925,1
E01002405,E01002405,-0.642756324,1
E01002408,E01002408,-0.406041361,1
E01002409,E01002409,-0.260742599,2
E01002410,E01002410,-0.375484192,1
E01002411,E01002411,-0.111649339,2
E01002412,E01002412,-0.522411452,1
E01002413,E01002413,0.36838791,4
E01002414,E01002414,-1.222722646,1
E01002415,E01002415,-0.412146183,1
E01002416,E01002416,-0.154519599,2
E01002417,E01002417,-0.214957986,2
E01002418,E01002418,-0.193502691,2
E01002419,E01002419,-0.080393912,2
E01002420,E01002420,-0.310755991,2
E01002421,E01002421,0.575921499,5
E01002422,E01002422,-0.596044148,1
E01002423,E01002423,-0.203977787,2
E01002424,E01002424,-0.857358489,1
E01002425,E01002425,-0.426729396,1
E01002426,E01002426,-0.792234547,1
E01002427,E01002427,-0.438663986,1
E01002428,E01002428,-0.468988875,1
E01002429,E01002429,-0.165734489,2
E01002430,E01002430,-0.516761352,1
E01002431,E01002431,-0.384135271,1
E01002432,E01002432,-0.243681854,2
E01002433,E01002433,0.025646449,3
E01002434,E01002434,-0.129923516,2
E01002435,E01002435,-0.415881685,1
E01002436,E01002436,-0.140207231,2
E01002437,E01002437,-0.326972796,2
E01002443,E01002443,-0.869828506,1
E01002444,E01002444,-0.085249396,2
E01002445,E01002445,-0.107368817,2
E01002446,E01002446,-0.356705674,2
E01002447,E01002447,-0.568564268,1
E01002448,E01002448,-0.646563182,1
E01002449,E01002449,-0.650154767,1
E01002450,E01002450,-0.805259565,1
E01002451,E01002451,-0.449124617,1
E01002452,E01002452,-0.80688388,1
E01002453,E01002453,-0.611702371,1
E01002454,E01002454,-0.357976542,2
E01002455,E01002455,-0.488019262,1
E01002456,E01002456,-0.205693804,2
E01002457,E01002457,-0.269901797,2
E01002458,E01002458,-0.388395235,1
E01002459,E01002459,-0.412484437,1
E01002460,E01002460,-0.11116548,2
E01002461,E01002461,-0.303090938,2
E01002462,E01002462,-0.704638314,1
E01002463,E01002463,-0.261139728,2
E01002464,E01002464,-0.70991121,1
E01002465,E01002465,0.342206032,4
E01002466,E01002466,-0.104786272,2
E01002467,E01002467,-0.210342081,2
E01002468,E01002468,-0.437458295,1
E01002469,E01002469,-0.46070529,1
E01002470,E01002470,0.015023225,3
E01002471,E01002471,-0.476572898,1
E01002472,E01002472,-0.507037836,1
E01002473,E01002473,-0.587827148,1
E01002474,E01002474,-0.448482679,1
E01002475,E01002475,0.193526733,4
E01002476,E01002476,-0.617276139,1
E01002477,E01002477,-0.00885354,3
E01002478,E01002478,-0.443815974,1
E01002479,E01002479,0.063911299,3
E01002480,E01002480,-0.232218524,2
E01002481,E01002481,-0.023015946,3
E01002482,E01002482,-0.747479027,1
E01002483,E01002483,-0.201645765,2
E01002484,E01002484,0.121820644,3
E01002485,E01002485,-0.490601737,1
E01002486,E01002486,-0.819221713,1
E01002487,E01002487,-0.906661624,1
E01002488,E01002488,-0.654920773,1
E01002489,E01002489,-1.122285232,1
E01002490,E01002490,-0.860421386,1
E01002491,E01002491,-0.898809921,1
E01002492,E01002492,-0.820739999,1
E01002493,E01002493,-0.174346138,2
E01002494,E01002494,-0.485601211,1
E01002495,E01002495,-0.458795734,1
E01002496,E01002496,0.198281726,4
E01002497,E01002497,-0.33320386,2
E01002498,E01002498,-0.060062337,2
E01002499,E01002499,-0.562945379,1
E01002501,E01002501,-0.487804499,1
E01002502,E01002502,-0.605925023,1
E01002503,E01002503,-0.611983617,1
E01002505,E01002505,-0.402653735,1
E01002506,E01002506,-0.84731289,1
E01002507,E01002507,-1.001967856,1
E01002508,E01002508,0.197404887,4
E01002509,E01002509,-0.83735249,1
E01002511,E01002511,-0.791963496,1
E01002512,E01002512,-0.291826723,2
E01002513,E01002513,-0.393805205,1
E01002514,E01002514,-0.345497026,2
E01002516,E01002516,-0.374332887,1
E01002518,E01002518,-0.374127481,1
E01002519,E01002519,0.207144592,4
E01002520,E01002520,-0.059870532,2
E01002521,E01002521,0.27843056,4
E01002523,E01002523,-0.31778069,2
E01002525,E01002525,1.18450044,8
E01002526,E01002526,-0.119025904,2
E01002527,E01002527,0.030602792,3
E01002528,E01002528,0.244341855,4
E01002529,E01002529,-0.191706478,2
E01002530,E01002530,0.157047749,3
E01002531,E01002531,0.163035075,3
E01002533,E01002533,0.092887061,3
E01002534,E01002534,-0.001769963,3
E01002535,E01002535,-0.001033492,3
E01002536,E01002536,-0.652212966,1
E01002537,E01002537,-0.292898297,2
E01002538,E01002538,0.24467759,4
E01002539,E01002539,-0.117271805,2
E01002540,E01002540,-0.051510004,3
E01002541,E01002541,0.068892863,3
E01002542,E01002542,-0.338487072,2
E01002543,E01002543,-0.300232732,2
E01002544,E01002544,-0.626876642,1
E01002545,E01002545,0.342790466,4
E01002546,E01002546,-0.684420578,1
E01002547,E01002547,-0.486339375,1
E01002548,E01002548,0.433007369,5
E01002549,E01002549,0.428993966,5
E01002550,E01002550,0.003050266,3
E01002551,E01002551,-0.367669711,1
E01002552,E01002552,-0.094900583,2
E01002553,E01002553,0.05802042,3
E01002555,E01002555,-0.5809781,1
E01002556,E01002556,-0.127647425,2
E01002557,E01002557,0.173182575,3
E01002558,E01002558,0.06436461,3
E01002559,E01002559,-0.072210076,2
E01002560,E01002560,-0.167098578,2
E01002561,E01002561,0.284594345,4
E01002562,E01002562,0.253928833,4
E01002563,E01002563,0.012660559,3
E01002564,E01002564,0.202174307,4
E01002565,E01002565,-0.116905226,2
E01002567,E01002567,0.421346129,5
E01002569,E01002569,-0.59898389,1
E01002570,E01002570,-0.587329828,1
E01002571,E01002571,-0.644070025,1
E01002572,E01002572,0.118592854,3
E01002573,E01002573,-0.881189816,1
E01002574,E01002574,-0.706655872,1
