MHI_2022,LSOA22
0.815279976,E01016879
1.062621593,E01016880
0.455086291,E01016881
0.922112107,E01016882
0.622342173,E01016883
0.525741773,E01016884
1.347738956,E01016885
0.316711819,E01016886
0.32241745,E01016887
0.156109318,E01016888
-0.021685697,E01016889
0.237043047,E01016890
0.490572981,E01016891
0.290687095,E01016892
0.215648991,E01016893
0.593995108,E01016894
0.842128804,E01016895
0.026131447,E01016896
0.056153564,E01016897
0.720328877,E01016898
-0.841226347,E01016899
1.595837453,E01016900
0.065686619,E01016901
0.246179077,E01016902
0.00457235,E01016903
0.947884935,E01016904
1.175398873,E01016905
1.451923155,E01016906
0.80993942,E01016907
1.237623788,E01016908
0.605297702,E01016909
1.23407117,E01016910
0.976585828,E01016911
0.517918743,E01016912
-0.094638249,E01016913
0.447919424,E01016914
0.725614985,E01016915
1.05199152,E01016916
1.065409421,E01016917
1.313994676,E01016918
0.666819332,E01016919
0.318933014,E01016920
0.974637036,E01016921
0.946790775,E01016922
1.129540357,E01016923
0.13111275,E01016924
0.511994913,E01016925
0.231945478,E01016926
0.268477489,E01016927
0.194237404,E01016928
0.172933662,E01016929
-0.00829267,E01016930
0.000996181,E01016931
0.238118169,E01016932
0.336697542,E01016933
0.167409402,E01016934
0.373827485,E01016935
-0.319552802,E01016936
0.611834328,E01016937
-0.218667802,E01016938
-0.350268097,E01016939
-0.315534278,E01016940
0.655548389,E01016941
2.005516495,E01016942
0.416633616,E01016943
1.387703643,E01016944
1.143733458,E01016945
0.312815065,E01016946
3.319778327,E01016947
0.589118612,E01016948
0.964047324,E01016949
-0.189574634,E01016950
0.428675093,E01016951
0.314114103,E01016952
-0.011318104,E01016953
0.521000045,E01016954
0.241193378,E01016955
-0.067038336,E01016956
0.444169617,E01016957
0.03599822,E01016958
-0.024436614,E01016959
0.178224271,E01016960
0.25231921,E01016961
-0.146661872,E01016962
0.792028502,E01016963
0.799087748,E01016964
0.292598355,E01016966
0.029178377,E01016967
-0.035406394,E01016968
1.174411825,E01016969
0.212394686,E01016970
0.227431595,E01016971
0.032766955,E01016972
0.938889504,E01016973
1.136161094,E01016974
0.636508764,E01016975
0.268659726,E01016976
0.654224765,E01016977
1.941416497,E01016978
-0.000842996,E01016979
-0.0229744,E01016980
0.286589187,E01016981
-0.054146277,E01016982
0.002659449,E01016983
-0.096562587,E01016984
0.15119704,E01016985
0.379287514,E01016986
0.411578922,E01016987
0.312775187,E01016988
0.626098419,E01016989
0.3447958,E01016990
0.324274238,E01016991
0.076035745,E01016992
0.561464528,E01016993
0.282245161,E01016994
-0.107056702,E01016995
-0.300013873,E01016996
-0.128513883,E01016997
-0.142799032,E01016998
-0.125618326,E01016999
-0.134277187,E01017000
-0.194893831,E01017001
-0.263039231,E01017002
-0.057754019,E01017003
0.048227029,E01017004
-0.211566928,E01017005
-0.092159597,E01017006
1.03080425,E01017007
0.679286442,E01017008
0.453658123,E01017009
0.343824179,E01017010
1.002543843,E01017011
-0.104952028,E01017012
0.833194033,E01017013
0.848358122,E01017014
1.180480766,E01017015
0.554233886,E01017016
0.676081954,E01017017
0.94431739,E01017018
2.082329873,E01017019
1.175264177,E01017020
2.334418791,E01017021
1.214981877,E01017022
0.292225961,E01017023
0.150621208,E01017024
0.116917975,E01017025
0.85112017,E01017026
0.166131063,E01017027
0.231770119,E01017028
0.513728935,E01017029
0.144458334,E01017030
1.691212284,E01017031
0.60217172,E01017032
0.345642466,E01017034
1.793406423,E01017035
1.397840111,E01017036
1.976636953,E01017037
2.325444589,E01017038
1.515581803,E01017039
1.599744055,E01017040
0.843627575,E01017041
1.484014163,E01017042
0.951818398,E01017043
0.834733106,E01017044
0.962088426,E01017045
0.641410643,E01017046
0.772958109,E01017047
1.046127659,E01017048
0.691480958,E01017049
1.321314666,E01017050
1.367242825,E01017051
1.325687697,E01017052
1.361270605,E01017053
2.216089254,E01017054
1.392293901,E01017055
0.506990835,E01017056
0.738686604,E01017057
1.206095147,E01017058
1.019307954,E01017059
0.694121571,E01017060
1.345949084,E01017061
0.428519342,E01017062
0.628669914,E01017063
1.351761179,E01017064
0.711269888,E01017066
1.228323049,E01017067
0.658013784,E01017068
0.333684231,E01017069
0.086539158,E01017070
1.496912208,E01017071
1.113217317,E01017072
0.751087308,E01017073
0.586752657,E01017074
0.935599136,E01017075
1.645123219,E01017076
1.893530032,E01017077
0.908602574,E01017078
0.658188745,E01017079
0.845156958,E01017080
0.662542915,E01017081
0.86466043,E01017082
1.020444373,E01017083
0.769163303,E01017084
0.958529308,E01017085
0.730043575,E01017086
1.212600952,E01017087
1.148584301,E01017088
1.103195451,E01017089
0.875490038,E01017090
2.585734522,E01017091
1.013075933,E01017092
1.265028437,E01017093
0.407353919,E01017094
1.264321808,E01017095
0.590781872,E01017096
0.362101356,E01017097
1.214341512,E01017098
0.962885207,E01017099
0.944963712,E01017100
0.601781837,E01017101
2.218902738,E01017102
1.884895873,E01017103
1.064219218,E01017104
1.216205616,E01017105
1.270867327,E01017106
0.633125961,E01017107
1.708519557,E01017108
1.562867233,E01017109
0.983389425,E01017110
0.919150364,E01017111
1.828933374,E01017112
1.415277725,E01017113
0.78902321,E01017114
1.136436727,E01017115
0.919483076,E01017116
2.031728985,E01017117
1.685341852,E01017118
1.815702275,E01017119
2.119856969,E01017120
0.773928145,E01017121
0.506828043,E01017122
0.482069109,E01017123
0.537685891,E01017124
1.183425796,E01017125
0.161360816,E01017126
0.514658758,E01017127
0.730624028,E01017128
0.344720135,E01017129
1.826120411,E01017130
0.043300483,E01017131
0.266080082,E01017132
0.971714937,E01017133
0.563139169,E01017135
0.147597949,E01017136
0.649445959,E01017137
0.331144176,E01017138
0.768897246,E01017139
-0.356921526,E01035444
-0.607670245,E01035448
0.67276621,E01017144
0.2816406,E01017145
-0.207033529,E01017146
0.826635256,E01017147
-0.296502781,E01017148
0.274429554,E01017149
0.623060025,E01017150
1.633848289,E01017151
2.00084839,E01017152
0.189221527,E01017153
1.062208394,E01017154
1.286112717,E01017155
0.031535716,E01017156
1.284589735,E01017157
1.160342586,E01017158
0.459270887,E01017159
-0.100322918,E01017160
1.511580898,E01017162
1.462563832,E01017163
2.023536132,E01017164
1.652059931,E01017165
1.837887395,E01017166
1.948556434,E01017167
1.888136902,E01017168
2.299898925,E01017169
2.397863314,E01017170
1.83573958,E01017171
1.152021577,E01017172
1.414877562,E01017173
0.721089352,E01017174
0.534545668,E01017175
1.160917051,E01017176
1.698881732,E01017177
1.039170328,E01017178
1.690169038,E01017179
0.657255484,E01017180
2.647350489,E01017181
4.306738063,E01017182
0.877568053,E01017183
2.001529829,E01017184
1.45772033,E01017185
2.16816805,E01017186
1.727446221,E01017187
1.753975705,E01017188
1.026631006,E01017189
0.732024762,E01017190
1.305282375,E01017191
1.216359245,E01017192
2.238595157,E01017193
1.339670336,E01017194
0.984326275,E01017195
0.285061106,E01017196
0.672650355,E01017197
1.707182337,E01017198
2.054211479,E01017199
1.054301668,E01017200
1.313150843,E01017201
1.489968003,E01017202
1.601581988,E01017203
1.657161428,E01017204
1.924853338,E01017205
1.864749822,E01017206
2.89578668,E01017207
2.175910075,E01017208
1.211217798,E01017209
1.918419245,E01017210
2.80415228,E01017211
1.074275556,E01017212
1.049086062,E01017213
0.934858848,E01017214
1.133765919,E01017215
2.371969444,E01017216
1.640961303,E01017217
1.48442462,E01017218
2.682598285,E01017219
1.706751381,E01017220
1.274574214,E01017221
1.449013061,E01017222
0.984950627,E01017223
0.906938911,E01017224
2.304564514,E01017225
-0.052297601,E01017226
1.098034307,E01017227
0.584096779,E01017228
-0.029054503,E01017231
-0.282113603,E01017232
1.157184737,E01017233
0.293177083,E01017234
0.736844782,E01017235
2.070144813,E01017236
1.879735925,E01017237
2.448274102,E01017238
1.810130894,E01017239
1.973512157,E01017240
3.537072469,E01017241
1.787666712,E01017242
1.364546579,E01017243
1.646377,E01017244
2.305179264,E01017245
1.601777216,E01017246
1.085092772,E01017247
0.390476416,E01017248
0.260384133,E01017249
3.553330454,E01017250
1.260382367,E01017251
0.75137587,E01017252
1.363190757,E01017253
0.74603504,E01017254
1.17239715,E01017255
0.885492407,E01017256
1.686911256,E01017257
1.35331188,E01017258
1.268502824,E01017259
2.658255069,E01017260
1.849172743,E01017261
1.006821452,E01017262
1.848934021,E01017263
0.355138681,E01017264
1.860429458,E01017265
0.56359,E01017266
0.482435077,E01017267
1.364729435,E01017270
1.164821343,E01017271
2.585285366,E01017272
2.72713164,E01017273
2.405393579,E01017274
2.458646267,E01017275
1.776730116,E01017276
1.941362023,E01017277
1.392686886,E01035446
1.560430925,E01017279
2.218294739,E01017280
1.987597376,E01017281
0.924212524,E01017282
1.135832582,E01017283
0.687284032,E01017284
0.564780699,E01017285
1.074800615,E01017286
0.565498502,E01017287
0.255244153,E01017288
1.274549341,E01017289
0.569871387,E01017290
0.418467181,E01017291
0.970160307,E01017292
0.991296189,E01017293
1.0791879,E01017294
1.381159927,E01017295
2.084154288,E01017296
0.811121879,E01017297
0.480810984,E01017298
0.670754382,E01017299
0.488905135,E01017300
0.111797422,E01017301
0.390279809,E01017302
0.067836104,E01017303
0.420879241,E01017304
0.669702555,E01017305
0.698606369,E01017306
0.877955032,E01017307
1.149374256,E01017308
0.868334804,E01017309
2.448887826,E01017310
1.068837591,E01017311
0.574182021,E01017312
0.696130528,E01017315
0.293538644,E01017316
1.577934806,E01017317
1.457660853,E01017318
1.624371407,E01017319
1.252002163,E01017320
1.956924982,E01017321
2.271047757,E01017322
0.946695429,E01017323
0.980304061,E01017324
2.061976038,E01017325
1.870504888,E01017326
1.337782053,E01017327
1.568696489,E01017328
0.291677873,E01017329
2.46290185,E01017331
1.429697798,E01017332
0.757810684,E01017333
1.224278268,E01017334
1.054864527,E01017335
2.142028208,E01017336
1.066984648,E01017337
1.042334663,E01017338
1.758595686,E01017339
1.410400263,E01017340
1.297503405,E01017341
1.741164262,E01017342
2.016955,E01017343
1.353056912,E01017344
1.056221443,E01017345
0.933909633,E01017346
1.683463967,E01017347
2.396844365,E01017348
1.823507142,E01017349
1.562391898,E01017350
0.187827326,E01017351
0.370523992,E01017352
0.263618614,E01017353
0.038669764,E01017354
1.485584352,E01017355
1.988900401,E01017356
0.965395958,E01017357
1.675208762,E01017358
0.926175023,E01017359
1.443559931,E01017360
0.695663196,E01017361
0.649218162,E01017362
1.434526235,E01017363
0.854497225,E01017364
1.245166694,E01017365
0.81407322,E01017366
0.692771446,E01017367
0.867113617,E01017368
0.757473399,E01017369
0.807479367,E01017370
0.298677419,E01017371
0.746215977,E01017372
0.227543684,E01017373
0.345785234,E01017374
1.345162438,E01017375
-0.074298284,E01017376
0.316581342,E01017377
0.270585665,E01017378
0.130671094,E01017379
-0.160595664,E01017380
0.324224398,E01017381
0.556723792,E01017382
0.184851975,E01017383
0.597987184,E01017384
1.456646575,E01017385
0.262913134,E01017386
0.035941706,E01017387
0.315667416,E01017388
-0.032439376,E01033808
0.418124005,E01033811
0.332601467,E01017391
-0.106485105,E01017392
0.794970652,E01017393
-0.488982975,E01017394
-0.277632578,E01017397
0.030619058,E01017398
0.369902116,E01017399
0.809155466,E01017400
0.026015082,E01017401
0.904981357,E01017402
0.230001731,E01017403
-0.324218698,E01017404
0.297542346,E01017405
0.184167974,E01017406
-0.021811231,E01017407
-0.042229343,E01017408
0.056414609,E01017409
0.118467065,E01017410
0.988593464,E01033817
0.041331759,E01017412
0.111280362,E01017413
0.278851304,E01017414
0.121404056,E01017415
-0.075986418,E01033819
-0.184040358,E01033821
0.858896446,E01017418
0.21461265,E01017419
0.775416994,E01017420
0.260710218,E01017421
0.208116826,E01017422
0.245546093,E01017423
0.460212418,E01017424
-0.276875143,E01017425
-0.540304659,E01017426
-0.07375264,E01017427
-0.279048517,E01017428
-0.34465474,E01017429
0.516553246,E01017430
0.178329089,E01017431
0.406352958,E01017432
0.94351171,E01017433
0.062786831,E01017434
0.18966075,E01017435
0.007496386,E01017436
0.260331228,E01017437
-0.085823174,E01017438
0.015134358,E01017439
1.075853229,E01017440
-0.146106498,E01017441
-0.229007686,E01017442
-0.362381938,E01017443
-0.449916796,E01017444
0.16185653,E01033824
0.224326609,E01017446
-0.008744156,E01017447
0.093261236,E01017449
0.383187687,E01017450
-0.12794479,E01017451
0.015043399,E01017452
1.247528238,E01017453
0.390028208,E01017454
0.298444201,E01017455
0.276507188,E01017456
0.831759732,E01017457
0.386075638,E01017458
0.213632252,E01017459
-0.006612731,E01017460
-0.057263184,E01034414
0.185245226,E01017462
0.647952345,E01017463
0.642684652,E01017464
-0.030786702,E01017465
0.873495002,E01017466
0.540322279,E01017467
0.40616412,E01017468
1.771128868,E01034418
0.373052828,E01017470
1.275416658,E01017471
0.876958727,E01017472
0.309790737,E01034421
1.052919274,E01017474
0.121611524,E01017475
0.217143425,E01017476
1.271151465,E01017477
0.40426036,E01017478
0.910195971,E01017479
0.199576662,E01017480
0.461208805,E01017481
1.85641331,E01017482
0.323197263,E01017483
4.104658405,E01017484
0.158842264,E01017485
0.310397802,E01034427
0.696527532,E01017487
0.758167729,E01017488
0.454768347,E01017489
0.998864221,E01017490
0.521953977,E01017491
1.173204186,E01017492
0.37613787,E01017493
-0.003806738,E01017495
0.179551218,E01017496
0.619500572,E01017497
0.348760197,E01017498
1.795970344,E01017499
1.411987145,E01017500
2.389627992,E01017501
2.113949032,E01017502
0.723717081,E01017503
-0.157736171,E01017504
0.323594828,E01017505
0.849911749,E01017506
0.358268706,E01017507
0.554941815,E01017508
1.452831155,E01017509
0.406869269,E01017510
0.32267865,E01017511
0.389613145,E01017512
0.168443105,E01017513
0.97462099,E01017514
0.621851343,E01017515
0.097154469,E01034422
0.193726825,E01017517
1.184808206,E01017518
0.77231041,E01017519
1.046956601,E01017520
0.716826733,E01017521
0.940636143,E01017522
0.895838334,E01017523
0.234162494,E01017524
0.554084131,E01017525
-0.021012736,E01017526
0.387093409,E01017527
0.196757731,E01017528
0.615070711,E01017529
0.215866265,E01017530
0.672427532,E01017531
0.113377946,E01017532
0.184583044,E01017533
0.611329759,E01017534
-0.111764461,E01017535
-0.311999894,E01017536
-0.236271613,E01017537
-0.15741363,E01017538
0.424963226,E01017539
0.032294311,E01017540
0.186755779,E01017541
0.153327478,E01017542
0.815803197,E01017543
0.649658076,E01017544
0.202257628,E01017545
0.091947877,E01017546
0.196342305,E01017547
0.646058152,E01034434
0.509372578,E01017549
0.783353777,E01034431
0.567521858,E01034425
0.888046209,E01017552
0.199729834,E01017553
0.440215492,E01017554
1.144867797,E01017555
-0.157188541,E01017556
0.745839815,E01017557
-0.2900937,E01017558
-0.445908723,E01017559
-0.026599646,E01017560
0.26715065,E01017561
0.701569303,E01017562
0.113543144,E01017563
0.625294728,E01017564
0.385431945,E01017565
-0.012293863,E01017566
0.389741993,E01017567
0.824106007,E01017568
0.39780039,E01017569
0.38460156,E01033836
0.641308189,E01017571
0.249377281,E01017572
0.333685944,E01017573
0.028594601,E01033828
0.057059188,E01017576
0.024188725,E01017577
1.438151964,E01017578
0.647178467,E01017579
0.267349072,E01017580
0.721150161,E01017581
-0.231192674,E01017582
-0.080911842,E01017583
0.505917203,E01017584
0.171941564,E01017585
0.377543404,E01017586
0.445945658,E01017587
0.746984264,E01017588
-0.172670787,E01017589
0.030295899,E01017590
0.098125211,E01017591
0.532738312,E01017592
0.179728284,E01017593
0.682554753,E01017594
1.308010351,E01017595
0.803334836,E01017596
0.754530318,E01017597
-0.076157322,E01017598
0.140730128,E01033835
0.0119924,E01017600
0.436541299,E01017601
0.968209284,E01017602
-0.027910038,E01017603
-0.021275559,E01017604
0.6851142,E01017605
-0.099790885,E01017606
0.980733281,E01017607
0.774655042,E01017608
0.402349277,E01017609
0.012276463,E01017610
-0.127776944,E01017611
0.049857038,E01017612
-0.277501275,E01017613
0.110999289,E01017614
0.820398036,E01033826
-0.259947638,E01017616
0.52614504,E01017617
0.518854624,E01017618
0.734709262,E01017619
-0.150503028,E01017620
-0.054379857,E01017621
0.263540692,E01017622
0.171495643,E01017623
0.003809796,E01017624
0.044905661,E01017625
-0.285555499,E01017626
0.072416111,E01017627
1.494651225,E01017628
0.016388878,E01017629
0.017789301,E01017630
0.862046256,E01017631
-0.070145625,E01033965
0.148914013,E01017634
0.105165513,E01017635
0.059624418,E01017636
0.643210241,E01017637
0.509026991,E01017638
0.155340636,E01017639
0.25414587,E01017640
0.478711449,E01033955
0.296139031,E01017642
0.187936073,E01017643
0.044310306,E01017644
0.702402002,E01017645
0.162043635,E01017646
-0.229232171,E01017647
-0.018288376,E01017648
0.148345442,E01017649
-0.140889397,E01033953
0.171418479,E01017651
0.785209166,E01017652
0.145937843,E01017653
0.793649715,E01017654
0.294440168,E01017655
0.400720545,E01017657
0.180506231,E01017658
0.637089859,E01017659
0.878116792,E01017660
0.968298125,E01017661
0.879062536,E01017662
0.592197729,E01017663
-0.255298298,E01017664
0.864049763,E01017665
1.056820126,E01017666
0.564469986,E01017667
0.60470801,E01017668
0.675348698,E01017669
0.016607697,E01017670
-0.01186235,E01017671
0.148323854,E01017672
0.192518344,E01017673
0.547445912,E01017674
-0.050824216,E01017675
-0.094124595,E01017676
0.244102484,E01017677
0.476535714,E01017678
0.266419656,E01017679
0.457563166,E01017680
0.498021055,E01017681
-0.061968224,E01017682
0.023661392,E01017683
-0.240524979,E01017684
0.411835428,E01017687
0.531008339,E01017688
-0.049308773,E01017689
0.171888498,E01017690
0.229595152,E01017691
0.335375465,E01017692
0.29235402,E01017693
0.249090137,E01017694
0.064001324,E01017695
-0.183359269,E01017696
0.188783983,E01017697
1.038743736,E01017698
1.423624481,E01017699
0.334455868,E01017700
0.149698001,E01017701
0.396504568,E01017702
0.158297537,E01017703
0.08929176,E01017704
0.137909101,E01033960
0.772986959,E01017706
0.808790681,E01017707
0.583848327,E01017708
1.070634489,E01017709
0.534744238,E01017710
0.980345591,E01017711
0.512407191,E01017712
0.179577628,E01017713
-0.235365226,E01017714
0.057828896,E01017715
-0.073455318,E01017716
0.25365818,E01017717
0.078037372,E01017718
0.547662961,E01017719
0.232198721,E01017720
0.601680229,E01017721
0.445774044,E01017722
0.713883503,E01017723
0.840874551,E01017724
0.094697181,E01017726
0.521888804,E01017727
-0.311874042,E01033968
-0.327434414,E01017729
0.232847432,E01017730
0.370268214,E01017731
0.516374912,E01017732
0.533284747,E01017733
0.103718776,E01017734
0.410824892,E01017735
0.512524974,E01017736
-0.209321345,E01017737
0.23553645,E01017738
-0.880077826,E01017739
-0.486736129,E01017740
0.752675,E01017741
-0.534938289,E01017742
0.213398433,E01017743
-0.532979283,E01017744
-0.614792792,E01017745
-0.645643833,E01017746
0.006628907,E01017747
0.267114042,E01017748
-0.373883246,E01017749
-0.367939197,E01017750
-0.666453148,E01017751
-0.088573792,E01017752
-0.400374052,E01017753
-0.012517108,E01017754
-0.32008021,E01017755
-0.579472122,E01017756
-0.548857344,E01017757
-0.125181704,E01017758
-0.533532381,E01017759
-0.575981617,E01017760
-0.613063827,E01017761
-0.458397117,E01017762
-0.421850999,E01017763
-0.489628054,E01017764
-0.396266937,E01017765
-0.160720822,E01017766
-0.258543393,E01017767
-0.202628878,E01017768
-0.020569099,E01017769
0.037514729,E01017770
-0.226254792,E01017771
-0.564071831,E01017773
-0.568087895,E01017774
-0.140562902,E01017775
-0.219615624,E01017776
-0.709086313,E01017777
-0.301483179,E01017778
-0.474103863,E01017779
-0.369699968,E01017780
-0.13815449,E01017781
-0.545947156,E01017782
-0.487746516,E01017783
-0.516629553,E01017784
-0.34302489,E01017785
-0.52488283,E01017786
-0.393477327,E01017787
0.025155693,E01017788
0.130003654,E01017789
0.080170623,E01017790
-0.182935262,E01017791
0.106939472,E01017792
-0.09431813,E01017793
-0.560214085,E01017794
0.170009128,E01017795
-0.030585243,E01017796
-0.493949418,E01017797
-0.604913256,E01017798
-0.37535696,E01017799
-0.276265358,E01017800
-0.590447836,E01017801
0.285114565,E01017802
-0.196927266,E01017803
-0.201422224,E01017804
0.006515864,E01017805
-0.339720151,E01017806
-0.343978681,E01017807
-0.232738176,E01017808
0.071351522,E01017809
-0.097398221,E01017810
-0.352644627,E01017811
-0.34682357,E01017812
-0.274201626,E01017813
-0.391918445,E01017814
-0.168440757,E01017815
-0.37619986,E01017816
0.135397326,E01017817
-0.083728514,E01017818
-0.455533178,E01017819
-0.605316379,E01017820
-0.510779009,E01017821
-0.691200045,E01017822
-0.48073161,E01017823
-0.553200275,E01017824
-0.574242988,E01017825
-0.334763872,E01017826
-0.471180923,E01017827
-0.271863203,E01017828
-0.856817121,E01017829
-0.110230957,E01017830
-0.421655089,E01017831
-0.466446686,E01017832
-0.153034799,E01017833
-0.578017498,E01017834
-0.2988351,E01017835
-0.389671483,E01017836
0.486372006,E01017837
-0.225711048,E01017838
-0.102033784,E01017839
-0.274675422,E01017840
-0.231221663,E01017841
0.238034107,E01033970
-0.039263513,E01017843
0.788428197,E01017844
0.56172389,E01017845
0.362189882,E01017846
-0.117726456,E01017847
-0.147909617,E01017848
-0.192280071,E01017849
-0.221069878,E01017850
-0.045806736,E01017851
0.154279982,E01017852
0.0013679,E01017853
-0.03514751,E01017854
0.47429232,E01017855
0.450594211,E01017856
-0.069582847,E01017857
0.646375409,E01017858
-0.333311049,E01017859
-0.212407683,E01017860
0.32884318,E01017861
-0.390120647,E01017862
-0.351567977,E01017863
-0.256274566,E01017864
-0.148410552,E01017865
-0.172835322,E01017866
0.298012601,E01017867
-0.165116773,E01017868
-0.664501475,E01017869
-0.125184462,E01017870
-0.210309349,E01017871
-0.35268829,E01017872
-0.404588122,E01017873
-0.286631179,E01017874
-0.556712552,E01017875
-0.406373144,E01017876
-0.346232077,E01017877
-0.326499508,E01017878
-0.803734774,E01017880
0.081132829,E01017881
-0.340789315,E01017882
-0.653116825,E01017883
-0.340579497,E01017884
0.599667319,E01017885
0.849413838,E01017886
0.265777246,E01017887
-0.446597772,E01017888
-0.301583414,E01017889
-0.49064354,E01017890
-0.403037857,E01017891
-0.5222838,E01017892
0.458522314,E01017893
-0.630147759,E01017894
-0.165679048,E01017895
-0.643700519,E01017896
-0.396431842,E01017897
-0.076168875,E01017898
0.427769259,E01017899
-0.220517649,E01017900
0.617683365,E01017901
0.337684007,E01017902
-0.284251431,E01017903
-0.286436563,E01017904
0.416683262,E01017905
-0.254117372,E01017906
0.069777913,E01017907
0.094353145,E01033973
0.122949508,E01033972
0.111711823,E01017910
-0.217709345,E01017911
-0.125859415,E01017912
-0.18790621,E01017913
-0.255259967,E01017914
0.832907181,E01017915
0.575205107,E01017916
1.471133342,E01017917
1.11997558,E01017918
0.026139793,E01017919
-0.335844408,E01017920
-0.127119663,E01017921
-0.146659088,E01017922
0.240564621,E01017923
-0.068627571,E01017924
-0.128607794,E01017925
0.401335094,E01017926
-0.198115339,E01017927
0.268724926,E01017928
1.878891156,E01017929
0.1925299,E01017930
1.081762971,E01017931
0.211721215,E01017932
0.75997807,E01017933
0.093073815,E01017934
0.041214994,E01017935
-0.094015749,E01017936
-0.594821574,E01017937
-0.477646126,E01017938
0.002536098,E01017939
-0.306800962,E01017940
-0.097263067,E01017941
-0.09116426,E01017942
-0.287564044,E01017943
0.648943852,E01017944
-0.207061806,E01017945
0.88876746,E01017946
0.378862813,E01017947
1.486818365,E01017948
-0.376977263,E01017949
-1.100819331,E01017950
-0.126437927,E01017951
0.083900036,E01017952
0.560728039,E01017953
0.520433424,E01017954
-1.013859905,E01017955
-0.918935772,E01035512
-1.44211452,E01035514
-1.326275651,E01035514
-0.240467612,E01017959
0.269965445,E01017960
-0.154778624,E01017961
0.007727154,E01017962
0.243162686,E01017963
-0.030523363,E01017964
-0.122307247,E01017965
-0.70171435,E01035518
-0.064995316,E01017967
-0.290944162,E01017968
0.646158798,E01017969
0.522028855,E01017971
-0.139402306,E01017972
0.265886261,E01017973
0.788810362,E01017974
0.483267013,E01017975
0.169167301,E01017976
1.252564012,E01017977
0.81821233,E01017978
2.022191398,E01017979
0.388484972,E01017980
-0.965803352,E01017983
-0.926778157,E01035516
-0.763384699,E01017985
-1.151721583,E01035516
-0.856013516,E01017987
-1.124398107,E01017988
-1.017249629,E01017989
-0.897072022,E01017990
0.05067648,E01017991
-0.299819221,E01017992
-0.713995766,E01035520
0.187061633,E01017994
-0.608196564,E01017995
-0.858490306,E01017996
-0.155973162,E01017997
-0.785364347,E01017998
0.584195681,E01017999
-0.935707178,E01018000
-1.011980263,E01018001
-0.746898859,E01035524
-0.84011,E01035527
-0.30882847,E01018005
-0.412704378,E01018006
-0.746175329,E01018007
-1.101956563,E01018008
0.365533625,E01018009
-0.889659462,E01018010
0.84906773,E01018011
0.640967274,E01018012
0.432092322,E01018013
0.056167139,E01018014
0.012044346,E01018015
0.365713938,E01018016
0.154852005,E01018017
-0.065531343,E01018019
-0.018114831,E01018020
0.83848331,E01018021
0.491080937,E01018022
0.151202887,E01018023
0.743480477,E01018024
0.275744213,E01018025
-0.050325961,E01018026
0.547751937,E01018027
-0.161482629,E01035533
0.57987994,E01035535
0.389286624,E01018032
0.568260678,E01018033
0.374894428,E01018034
0.524970455,E01018035
0.142160831,E01018036
-0.271371378,E01018037
-0.068727742,E01018038
0.128789789,E01018039
0.244091259,E01018040
0.07715989,E01018041
1.78062726,E01018042
1.47759155,E01018043
1.034282645,E01018044
0.695739492,E01018045
1.073001939,E01035531
0.134065028,E01018047
0.603048015,E01018049
0.225249733,E01018050
0.266764623,E01018051
0.172011512,E01018052
-0.179031484,E01018053
0.063655554,E01018054
0.104951777,E01018055
0.218514656,E01018056
0.11596273,E01018057
0.448847596,E01018058
0.944664318,E01018059
0.712798709,E01018060
0.890155288,E01018061
1.700974243,E01018062
1.872358974,E01018063
0.74203134,E01018064
1.739382494,E01018065
0.822970512,E01018066
1.3162696,E01018067
1.597289685,E01018068
0.891933868,E01018069
1.172261041,E01018070
2.19338448,E01018071
1.462736428,E01018072
1.957064437,E01018073
0.886546459,E01018074
1.717324831,E01018075
0.956942975,E01018076
2.067697824,E01018077
1.919137446,E01018078
1.264493579,E01018079
0.955149374,E01018080
1.022441823,E01018081
1.076611473,E01018082
1.806865829,E01018083
1.741189714,E01018084
2.364616017,E01018085
1.435077439,E01018086
1.624316724,E01018087
1.98004253,E01018088
0.479238901,E01018090
0.717376607,E01018091
0.677893687,E01018092
1.080866436,E01018093
1.439585133,E01018094
0.708977868,E01018095
1.14534089,E01018096
1.451334899,E01018097
0.601027868,E01018098
0.743802766,E01018099
1.777061409,E01018100
1.36835098,E01018101
1.356722188,E01035536
1.429237797,E01018103
0.915892822,E01018104
1.020427124,E01018105
1.276553885,E01018106
1.42762911,E01018107
1.074326737,E01018108
1.346571717,E01018109
0.989952852,E01018110
1.162383131,E01018111
0.728313285,E01018113
0.195298434,E01018115
0.623547447,E01018116
1.099043138,E01018117
0.851905143,E01018118
0.380602037,E01018119
1.124298294,E01018120
0.142638377,E01018121
0.50926982,E01018122
1.375181994,E01018123
0.519277132,E01018124
0.381387791,E01018125
0.051283523,E01018126
0.67213897,E01018127
-0.380228952,E01018128
1.121494421,E01018129
0.479249056,E01018130
1.074196902,E01018131
0.63046231,E01034439
0.395556243,E01018133
0.182386012,E01018134
0.281875451,E01034441
-0.327071164,E01018136
0.077807441,E01018137
0.682968647,E01018138
1.286167954,E01018139
0.387409761,E01018140
0.338994965,E01018141
2.057482785,E01018142
0.65664419,E01018143
1.166233567,E01018144
0.825440709,E01018145
0.604723366,E01018146
0.380939207,E01018147
0.18855704,E01018148
-0.185992701,E01018149
0.044230945,E01018150
1.94946269,E01034437
-0.279409069,E01018152
-0.359472651,E01018153
0.293482506,E01018154
0.381732754,E01018155
0.752512143,E01018156
0.692634057,E01018157
1.422846464,E01018158
1.806678659,E01018159
