MHI_2022,LSOA22
2.12329896,E01005956
1.078253151,E01005957
1.982427462,E01005958
1.208522566,E01005959
1.295550982,E01005960
0.738458135,E01005961
0.390272579,E01005962
0.718622988,E01005963
1.662853879,E01005964
1.962963822,E01005965
2.09105327,E01005966
2.058196016,E01005967
1.132033195,E01005968
1.813097035,E01005969
1.087565434,E01005970
1.717573774,E01005971
1.816581019,E01005972
1.143787944,E01005973
1.585046227,E01005974
1.695203405,E01005975
1.32395231,E01005976
1.290582935,E01005977
1.746237903,E01005978
1.367588475,E01005979
2.094001164,E01005980
1.917020903,E01005981
1.789652404,E01005982
1.447254485,E01005983
1.568856047,E01005984
1.226683728,E01005985
1.334246069,E01005986
0.856552183,E01005987
0.815869824,E01005988
1.091663568,E01005989
1.235082523,E01005990
1.160665182,E01005991
2.031788433,E01005992
1.329574169,E01005993
0.987194322,E01005994
0.655531812,E01005995
0.97031555,E01005996
1.116684326,E01005997
1.011724265,E01005998
1.02076796,E01005999
2.036538161,E01006000
1.267683629,E01006001
1.313386524,E01006002
0.961326249,E01006003
0.897930588,E01006004
2.502018965,E01006005
1.393740306,E01006006
1.253443065,E01006007
0.985442991,E01006008
1.418664253,E01006009
1.92067143,E01006010
2.148124806,E01006011
1.906428098,E01006012
1.570755439,E01006013
1.149061625,E01006014
0.76939106,E01006015
2.434799218,E01006016
0.899623255,E01006017
1.175895841,E01006018
3.962341405,E01006019
3.010722472,E01006020
1.297526672,E01006021
1.526968902,E01006022
2.076415688,E01006023
1.093203964,E01006024
2.046890232,E01006025
1.900302243,E01006026
2.207596047,E01006027
2.494970746,E01006028
1.292945078,E01006029
2.271521234,E01006030
1.62256547,E01006031
1.968740297,E01006032
1.835240032,E01006033
2.450664756,E01006034
1.532876962,E01006035
1.874414126,E01006036
1.450719868,E01006037
1.728278352,E01006038
2.005001255,E01006039
3.639957752,E01006040
1.526464831,E01006041
1.026428353,E01006042
1.752369932,E01006043
1.951736384,E01006044
0.977377465,E01006045
1.364749855,E01006046
1.3151318,E01006047
1.185074535,E01006048
1.195287856,E01006049
2.053531242,E01006050
1.010300464,E01006051
1.80773801,E01006052
0.641413285,E01006053
1.781028504,E01006054
0.500153383,E01006055
1.696806018,E01006056
0.649566524,E01006057
0.985595749,E01006058
0.485745479,E01006059
1.765450318,E01006060
1.405362343,E01006061
0.476137515,E01006062
0.680307712,E01006063
2.114281283,E01006064
1.091189002,E01006065
2.568381529,E01006066
0.493537948,E01006067
2.030406422,E01006068
1.396167435,E01006069
0.862107529,E01006070
0.605356133,E01006071
0.337527727,E01006072
1.731221973,E01006073
0.571870702,E01006074
-0.04983504,E01006075
0.18805271,E01006076
0.306321972,E01006077
-0.084354949,E01006078
-0.202936196,E01006079
0.044765999,E01006080
-0.207532355,E01006081
0.321533409,E01006082
-0.47311447,E01006083
-0.266073681,E01006084
0.401983304,E01006085
0.662887328,E01006086
-0.09084129,E01006087
-0.048785313,E01006088
0.048514369,E01006089
0.872812704,E01006090
-0.263102957,E01006091
0.538171706,E01006092
0.264789393,E01006093
0.579233178,E01006094
0.256129832,E01006095
-0.058212593,E01006096
0.774934125,E01006097
0.755429427,E01006098
0.332744864,E01006099
0.573770838,E01006100
0.210340447,E01006101
0.703175989,E01006102
0.459927927,E01006103
2.363757009,E01006104
1.587855035,E01006105
1.80949908,E01006106
2.639369789,E01006107
1.889259328,E01006108
1.473498223,E01006109
0.503545432,E01006110
0.306515246,E01006111
1.29858402,E01006112
0.12471932,E01006113
0.886103799,E01006114
1.446102173,E01006115
0.908929326,E01006116
0.748935917,E01006117
1.489043397,E01006118
0.870109087,E01006119
1.45668661,E01006120
1.227146483,E01006121
1.16696344,E01006122
1.513033986,E01006123
0.909589356,E01006124
1.31199387,E01006125
2.224514431,E01006126
1.108194486,E01006127
1.806832286,E01006128
1.494547721,E01006129
0.926808435,E01006130
0.606845187,E01006131
1.397222554,E01006132
0.878035605,E01006133
-0.415506486,E01006134
0.367965336,E01006135
-0.358267794,E01006136
-0.293089556,E01006137
0.296469228,E01006138
-0.282743736,E01006139
-0.276305141,E01006140
0.603715906,E01006141
0.996802399,E01006142
0.543368615,E01006143
1.918398569,E01006144
1.199290891,E01006145
0.256647247,E01006146
0.244414323,E01006147
2.16676793,E01006148
1.218542455,E01006149
2.205777487,E01006150
0.694732107,E01006151
0.636291162,E01006152
0.945588627,E01006153
0.55784129,E01006154
0.705536422,E01006155
0.941498288,E01006156
1.047904257,E01006157
1.819360564,E01006158
1.04993542,E01006159
0.659149492,E01006160
0.037976312,E01006161
0.083673026,E01006162
0.005189747,E01006163
0.231816954,E01006164
0.817109164,E01006165
1.178326685,E01006166
1.415054485,E01006167
1.679227905,E01006168
0.967721273,E01006169
0.950605589,E01006170
1.311638004,E01006171
0.762149333,E01006172
0.295360885,E01006173
0.439133019,E01006174
1.323794062,E01006175
1.052360168,E01006176
0.983104052,E01006177
0.708383876,E01006178
1.518192063,E01006179
0.665729006,E01006180
1.139593389,E01006181
0.91415551,E01006182
0.827312433,E01006183
1.256313724,E01006184
0.68256818,E01034001
1.248178301,E01006186
0.902237284,E01006187
0.318648329,E01006188
0.973988881,E01006189
0.38634562,E01006190
0.190656357,E01006191
0.36593393,E01006192
-0.03409599,E01006193
-0.108206403,E01006194
-0.068986679,E01006195
-0.090935297,E01006196
0.418302774,E01006197
1.292813985,E01006198
1.426557634,E01006199
2.844517635,E01006200
1.359926347,E01006201
0.987751565,E01006202
0.678492701,E01006203
0.903923809,E01006204
0.157776393,E01006205
1.62639071,E01006206
1.828766378,E01006207
0.894951484,E01006208
0.08128065,E01006209
0.430069873,E01006210
0.656952314,E01006211
0.817022161,E01006212
1.718441547,E01006213
1.232797104,E01006214
2.309236325,E01006215
0.777603136,E01006216
1.243338942,E01006217
1.042868891,E01006218
1.079256852,E01006219
2.204209339,E01006220
1.31672764,E01006221
0.905369505,E01006222
1.778518799,E01006223
0.621855619,E01006224
1.676827942,E01006225
1.333091291,E01006226
0.727145682,E01006227
0.628458305,E01006228
1.313810503,E01006229
0.662847108,E01006230
0.898888665,E01006231
0.830352391,E01006232
0.330686666,E01006233
1.215739955,E01006234
1.74122786,E01006235
0.640728397,E01006236
0.227022905,E01006237
1.182797887,E01006238
1.714921988,E01006239
1.233409458,E01006240
1.674837427,E01006241
1.145526975,E01006242
1.003526401,E01006243
2.65532374,E01006244
0.925064572,E01006245
1.273916612,E01006246
0.76462771,E01006247
1.71598839,E01006248
1.13876129,E01006249
0.444997323,E01006250
0.607152622,E01006251
0.942486437,E01006252
1.360716802,E01006253
1.082405261,E01006254
0.523758139,E01006255
1.126757662,E01006256
1.263016889,E01006257
1.371936819,E01006258
0.747913182,E01006259
1.045622593,E01006260
2.307213879,E01006261
1.512531581,E01006262
0.738585153,E01006263
1.034406643,E01006264
0.95613165,E01006265
0.981206017,E01006266
2.486589419,E01006267
0.917367698,E01006268
1.371438557,E01006269
2.721176316,E01006270
1.368699899,E01006271
2.653114752,E01006272
1.334360803,E01006273
1.931263232,E01006274
1.901746322,E01006275
1.073490726,E01006276
0.673992769,E01006277
1.148712096,E01006278
1.009299112,E01006279
1.743213265,E01006280
0.93792508,E01006281
1.604944583,E01006282
1.54694184,E01006283
1.936556932,E01006284
1.094880357,E01006285
1.793374066,E01006286
0.829327042,E01006287
1.198805796,E01006288
1.972640058,E01006289
1.094868656,E01006290
1.441611939,E01006291
1.593850297,E01006292
1.769465592,E01006293
0.964478276,E01006294
1.703117943,E01006295
1.239964243,E01006296
1.469868071,E01006297
1.844261105,E01006298
0.761857993,E01006299
1.124890907,E01006300
0.34478153,E01006301
0.567803937,E01006302
0.854599245,E01006303
0.831033752,E01006304
2.032530108,E01006305
2.354455678,E01006306
1.76856119,E01006307
2.482984368,E01006308
2.352409869,E01006309
2.12511815,E01006310
1.814184619,E01006311
0.753452238,E01006312
1.028558856,E01006313
0.397325678,E01006314
0.825122376,E01006315
0.537864708,E01006316
0.873354791,E01006317
0.707865836,E01006318
0.466062406,E01006319
0.934598493,E01006320
0.597203471,E01006321
1.378376286,E01006322
1.788934495,E01006323
1.354113427,E01006324
1.158984903,E01006325
2.155933589,E01006326
2.637728555,E01006327
0.995538799,E01006328
1.075574075,E01006329
1.248408495,E01006330
0.441054006,E01006331
3.512052455,E01006332
1.442579773,E01006333
2.957460558,E01006334
1.09184018,E01006335
2.02829725,E01006336
0.966784656,E01006337
1.217450812,E01006338
0.704379781,E01006339
0.935938033,E01006340
1.444632767,E01006341
1.379138517,E01006342
0.372232606,E01006343
1.552361052,E01006344
0.798537976,E01006345
0.599633733,E01006346
0.51561178,E01006347
0.74548643,E01006348
1.019591371,E01006349
2.211412606,E01006350
2.063733073,E01006351
2.182189735,E01006352
1.498064366,E01006353
2.378085067,E01006354
1.302378497,E01006355
1.400374569,E01006356
2.229307213,E01006357
3.036325655,E01006358
1.637718502,E01006359
2.353395642,E01006360
1.834884455,E01006361
0.621589887,E01006362
1.606044129,E01006363
0.805465234,E01006364
0.440240924,E01006365
0.645796795,E01006366
0.172729411,E01006367
0.510324884,E01006368
1.90683194,E01006369
1.484451856,E01006370
0.936556641,E01006371
1.338443659,E01006372
0.80283975,E01006373
0.428700202,E01006374
1.033802951,E01006375
1.15252217,E01006376
0.275742743,E01006377
0.88039604,E01006378
0.736529535,E01006379
1.209006316,E01006380
0.323057965,E01006381
0.248550168,E01006382
0.550745645,E01006383
0.322509007,E01006384
0.612263822,E01006385
4.860667214,E01006386
1.932700884,E01006387
2.499032681,E01006388
0.864076572,E01006389
1.577267085,E01006390
1.199704811,E01006391
2.060063712,E01006392
0.595454496,E01006393
0.482341615,E01006394
0.287684609,E01006395
1.587762136,E01006396
2.337783063,E01006397
1.683509129,E01006398
1.306717371,E01006399
0.593468012,E01006400
1.127595722,E01006401
0.631588515,E01006402
1.016762932,E01006403
2.056692088,E01006404
3.082124095,E01006405
1.247326452,E01006406
0.910202269,E01006407
1.151586253,E01006408
1.070693223,E01006409
1.002297911,E01006410
1.775479463,E01006411
2.060090205,E01006412
3.67188335,E01006413
2.880617987,E01006414
1.93214273,E01006415
2.274009579,E01006416
1.987113676,E01006417
2.358158652,E01006418
1.152055638,E01006419
0.750440844,E01006420
0.766454739,E01006421
1.73467827,E01006422
0.968260561,E01006423
1.246616224,E01006424
1.671540863,E01006425
2.236226424,E01006426
1.09893519,E01006427
1.728629181,E01006428
2.398894487,E01006429
3.920958534,E01006430
1.583072778,E01006431
2.030409558,E01006432
2.594857986,E01006433
2.011273107,E01006434
1.715721637,E01006435
3.080905272,E01006436
3.596874565,E01006437
1.340191946,E01006438
2.13196683,E01006439
2.653179985,E01006440
2.365631658,E01034832
3.262934055,E01006442
5.009333491,E01006443
2.64671057,E01006444
3.878416269,E01006445
2.724845625,E01006446
3.137781379,E01006447
2.673739814,E01006448
2.333964782,E01006449
2.780448848,E01006450
1.944738169,E01006451
1.917768711,E01006452
3.516731241,E01006453
1.79969696,E01006454
3.008385505,E01006455
1.934998795,E01006456
2.307138092,E01006457
2.03688518,E01006458
2.483726265,E01006459
2.632663401,E01006460
2.50956529,E01006461
1.27987877,E01006462
2.194635013,E01034834
2.984061024,E01006464
1.406505565,E01006465
2.318119602,E01006466
2.668130927,E01006467
2.857126904,E01006470
0.980388728,E01006471
0.782440701,E01006472
0.912449595,E01006473
1.926825554,E01006474
4.523978961,E01006475
1.121806074,E01006476
2.03083394,E01006477
2.314156683,E01006478
1.680380595,E01006479
2.79499299,E01006480
3.094227478,E01006481
2.319251447,E01006482
1.784167594,E01006483
2.269425198,E01006484
0.895224852,E01006485
0.882890456,E01006486
0.697288109,E01006487
0.825761054,E01006488
1.29343481,E01006489
1.325050932,E01006490
1.621576933,E01006491
2.21168366,E01006492
2.636108627,E01006493
3.053342543,E01006494
2.216352878,E01006495
2.14205874,E01006496
2.267504529,E01006497
2.085798887,E01006498
1.365533629,E01006499
3.093570362,E01006500
1.354532962,E01006501
1.718903904,E01006502
0.736384385,E01006503
2.724102918,E01006504
2.314001449,E01006505
2.837418762,E01006506
2.39680057,E01006507
2.115546294,E01006508
3.279791304,E01006509
1.666785704,E01006510
-0.345760471,E01006512
-0.437454964,E01034405
1.426520699,E01006514
1.261380573,E01034403
3.050358192,E01006518
0.694271864,E01006519
2.654474662,E01006520
1.603611847,E01006521
2.733388308,E01006522
1.817529327,E01006523
0.690989795,E01006524
0.285485628,E01006525
0.78460591,E01006526
1.091669606,E01006527
1.131235744,E01006528
0.715020934,E01006529
1.055520162,E01006530
1.041131566,E01006531
0.455854278,E01006532
1.483722686,E01006533
1.318288018,E01006534
2.771705357,E01006535
1.813983414,E01006536
0.688351706,E01006537
0.905004604,E01006538
0.680482488,E01006539
2.694876426,E01006540
2.263558404,E01006541
2.485972594,E01006542
1.374788185,E01006543
3.296677411,E01006544
2.250430494,E01006545
2.140864078,E01006546
2.592822563,E01006547
2.507612675,E01006548
1.419532281,E01006549
0.833436473,E01006550
1.847229786,E01006551
1.354946574,E01006552
0.221884207,E01006553
0.826263687,E01006554
1.322689876,E01006556
-0.031955473,E01006557
4.277764592,E01006558
3.058752223,E01006560
3.073937191,E01006562
3.057127041,E01006563
2.652477675,E01006564
1.986617538,E01006565
1.305165499,E01006566
2.807325293,E01006567
2.116927037,E01006568
1.958655952,E01006569
1.561478057,E01006570
2.278193035,E01006571
2.372569363,E01006572
2.476104618,E01006573
3.319356572,E01006574
1.252940194,E01006575
0.832628235,E01006576
0.951829452,E01006577
1.163018724,E01006578
0.786527868,E01006579
0.758947073,E01006580
0.310307302,E01006581
0.919151492,E01006582
0.404549983,E01006583
1.423538555,E01006584
1.95763908,E01006585
2.133333264,E01006586
1.140070092,E01006587
1.638692213,E01006588
0.376692821,E01006589
1.112961062,E01006590
0.339184515,E01006591
0.751373053,E01006592
0.372689646,E01006593
0.34687397,E01006594
0.847003753,E01006595
0.419855381,E01006596
0.459593478,E01006597
2.55642628,E01006598
1.680817502,E01006599
2.125016631,E01006600
3.128128813,E01006603
1.792537896,E01006604
2.019471431,E01006605
1.77506882,E01006606
2.278144213,E01006607
2.252765138,E01006608
2.030199653,E01006609
3.317957945,E01006610
3.168040083,E01006611
2.474590244,E01006612
2.025292909,E01006613
2.453587554,E01006614
2.25138308,E01006615
1.430777468,E01006616
1.433105898,E01006617
1.873086675,E01006618
1.369089292,E01006619
1.872573993,E01006620
0.988023717,E01006621
0.619622128,E01006622
1.207376612,E01006623
1.727836052,E01006624
2.335361778,E01006625
0.992420911,E01006626
0.965072931,E01006627
0.996144664,E01006628
1.051571262,E01006629
1.773132373,E01006630
2.488519679,E01006632
2.487398484,E01006633
2.292329833,E01006637
2.942635029,E01006638
1.715967807,E01006639
1.307589205,E01006640
3.129679995,E01006641
2.657551009,E01006642
2.847582483,E01006643
2.734478921,E01006644
3.161233696,E01006645
3.080280004,E01006646
3.292666919,E01006647
2.244392698,E01006648
1.70629659,E01006651
1.573953983,E01006652
2.97819313,E01006653
2.203999411,E01006654
2.879781829,E01006655
1.018204613,E01006656
2.227576225,E01006657
2.870333851,E01006658
3.78126368,E01006659
2.913219702,E01006660
2.486241916,E01006661
5.220744713,E01006662
1.6395089,E01006663
2.197914457,E01006664
1.145595727,E01006665
0.68072777,E01006666
1.308888671,E01006667
0.361433159,E01006668
1.153891433,E01006669
0.767714428,E01006670
1.650742692,E01006671
2.468746735,E01006672
1.516124638,E01006673
1.733794455,E01006674
2.144579016,E01006675
1.707820944,E01006676
2.33389902,E01006677
2.634464737,E01006678
1.227074682,E01006679
0.435058948,E01006680
1.451874779,E01006681
0.249584408,E01006682
0.534884525,E01006683
0.696058193,E01006684
1.122788848,E01006685
0.621519076,E01006686
0.832958836,E01006687
0.808502247,E01006688
0.468226909,E01006689
1.739471888,E01006690
1.486682753,E01006691
2.14139748,E01006692
3.497146645,E01006693
1.471601608,E01006694
2.678671176,E01006695
1.577864054,E01006696
1.402380427,E01006697
2.431957556,E01006698
2.727241321,E01006699
3.051312494,E01006700
2.350572782,E01006701
3.082219309,E01006702
3.191658897,E01006703
2.458185951,E01006705
3.490027398,E01006706
3.706488933,E01006707
3.053552618,E01006708
2.605557363,E01006709
1.83892739,E01006710
2.771080036,E01006711
2.199219872,E01006712
1.57942071,E01006713
3.12681876,E01006716
1.458392495,E01006717
2.37939813,E01006718
1.385276054,E01006719
1.140284791,E01034401
2.262026177,E01006721
0.505152673,E01006722
1.022752972,E01006723
0.082654471,E01006724
1.493170322,E01006725
1.097774132,E01006726
1.036294051,E01006727
1.422878013,E01006728
2.375753635,E01006729
2.3766033,E01006730
3.20126139,E01006731
1.741402,E01006732
2.145850971,E01006734
2.513718679,E01006735
1.984922634,E01006736
2.738228214,E01006737
2.367034939,E01006738
1.956398474,E01006739
2.321101159,E01006740
2.789056537,E01006741
0.992054995,E01006742
1.599874204,E01006743
1.500881165,E01006744
1.754028596,E01006745
1.720136859,E01006746
-0.150856696,E01006747
0.709746208,E01006748
0.776697719,E01006751
1.380950451,E01034401
2.45355389,E01006753
3.536861457,E01006754
3.478362159,E01006755
2.242850797,E01006756
2.010778435,E01006757
1.837880257,E01006758
1.799222015,E01006759
3.563337843,E01006760
3.212243319,E01006761
2.208140725,E01006762
1.848988337,E01006763
3.132609026,E01006764
1.861073965,E01006765
2.388187061,E01006766
2.284321244,E01006767
2.36958119,E01006768
2.722896375,E01006769
2.350013163,E01006770
4.336030861,E01006771
1.963910108,E01006772
0.727155072,E01006773
0.858050122,E01006774
2.860866926,E01006775
3.113486214,E01006776
3.132530538,E01006778
4.275286109,E01006779
1.547220502,E01006780
0.990005433,E01006781
1.814222479,E01006782
2.069015548,E01006783
1.780941719,E01006784
1.659852193,E01006785
2.210308928,E01006786
1.902542729,E01006787
2.078600006,E01006788
3.211114322,E01006790
3.208384836,E01006791
0.522054687,E01006792
1.614633723,E01006793
0.922524188,E01006794
1.285918081,E01006795
0.061744317,E01006796
1.88248946,E01006797
0.895651256,E01006798
2.100598545,E01006799
0.751623057,E01006800
1.23573034,E01006801
0.730143087,E01006802
1.233100968,E01006803
1.507522026,E01006804
1.232423001,E01006805
0.695062335,E01006806
1.239658386,E01006807
0.732512053,E01006808
1.150225935,E01006809
1.483735872,E01006810
1.79272107,E01006811
2.903840548,E01006812
2.232228697,E01006813
1.618135181,E01006814
1.95316782,E01006815
3.079203891,E01006816
3.809852365,E01006817
1.120307139,E01006818
1.944582835,E01006819
2.310007788,E01006820
3.284633743,E01006821
1.227102395,E01006822
0.957938318,E01006823
1.24545808,E01006824
1.09566216,E01006825
2.852437502,E01006826
1.009696695,E01006827
0.852864745,E01006828
1.248465935,E01006829
2.467428362,E01006830
2.739756969,E01006831
2.552737493,E01006832
1.913952896,E01006833
3.475196328,E01006834
2.065151708,E01006835
1.586956684,E01006836
2.767282271,E01006837
2.909954673,E01006838
2.052672552,E01006839
1.955986439,E01006840
1.326721177,E01006841
2.771632046,E01006842
1.715573231,E01006843
3.180464988,E01006844
2.008557376,E01006845
2.620917879,E01006846
2.27575232,E01006847
1.629266209,E01006848
2.517432796,E01006849
2.787593723,E01006850
1.882366088,E01006851
1.3337548,E01006852
1.87712557,E01006853
1.764460177,E01006854
1.60969865,E01006855
0.800913879,E01006856
0.91425633,E01006857
1.495794898,E01006858
0.872771554,E01006859
1.499683375,E01006860
1.606553498,E01006861
1.74611564,E01006862
2.232550103,E01006863
1.094554825,E01006864
2.028513395,E01033793
1.907549525,E01006866
1.208853503,E01006867
1.67020148,E01006868
2.429599522,E01006869
3.302570245,E01006870
3.317544579,E01006871
5.726458059,E01006872
5.219231247,E01006873
3.115634388,E01006874
2.025648438,E01006875
1.816969998,E01006876
4.203821102,E01006877
2.11407677,E01006878
2.448007385,E01006879
3.226461861,E01006880
3.006929816,E01006881
1.337963698,E01006882
1.480135424,E01006883
1.559419648,E01006884
1.042881264,E01006885
1.073314386,E01006886
2.984157638,E01006887
1.077454189,E01006888
1.404614397,E01006889
2.413539143,E01006890
2.542590351,E01006891
2.362777038,E01006892
1.748196953,E01006893
1.78876227,E01006894
2.765429098,E01006895
1.828759263,E01006896
2.661781607,E01006897
2.20408229,E01006898
2.387310539,E01006899
1.544280882,E01033795
1.802459771,E01006901
3.757880385,E01006903
2.626510199,E01006904
2.744328033,E01006905
1.99574629,E01006906
4.717654215,E01006907
3.327602796,E01006908
2.871266825,E01006909
2.574176769,E01006910
1.879614383,E01006911
2.312624929,E01006912
2.521372089,E01006913
0.853682014,E01006914
2.289757771,E01006915
2.168232396,E01006916
1.306945997,E01006917
2.093479689,E01006918
3.158682987,E01006919
0.72032764,E01006920
0.624133275,E01006921
0.241598432,E01006922
0.56050743,E01006923
1.506418029,E01006924
0.998674833,E01006925
0.537690503,E01006926
0.629349085,E01006927
0.274171421,E01006928
1.048239347,E01006929
0.91117158,E01006930
0.674949424,E01006931
0.102180381,E01006932
0.737495172,E01006933
0.698620165,E01006934
0.672984828,E01006935
0.674860534,E01006936
-0.136933895,E01006937
0.752608027,E01006938
0.12129548,E01006939
0.893584818,E01006940
1.053774426,E01006941
0.597433275,E01006942
0.02506968,E01006943
4.596186035,E01006944
2.665934849,E01006945
1.410278489,E01006946
0.930323829,E01006947
2.465761569,E01006948
1.486596434,E01006949
2.997502272,E01006950
2.20296804,E01006951
3.501312949,E01006952
2.190640684,E01006953
1.351843196,E01006954
0.457963111,E01006955
1.060306749,E01006956
2.285531659,E01006957
2.312178404,E01006958
1.220091683,E01006959
1.642479616,E01006960
3.729856951,E01006961
2.841604516,E01006962
2.421583551,E01006963
2.79429747,E01006964
2.240914109,E01006965
2.00441447,E01006966
4.002633729,E01006967
3.620722295,E01033797
1.706388982,E01006969
1.972487726,E01006970
2.306740422,E01006971
1.145947986,E01006972
1.81209268,E01006973
0.575671921,E01006974
1.49764044,E01006976
2.884686009,E01006977
1.108846994,E01006978
2.856788278,E01006979
2.07174624,E01006980
1.897582853,E01006981
1.480419297,E01006982
1.204713228,E01006983
1.951216702,E01006984
-0.02555957,E01006985
0.331022541,E01006986
0.160074359,E01006987
0.565435253,E01006988
0.923912831,E01006989
-0.169377342,E01006990
0.244261492,E01006991
1.071398927,E01006992
0.038750711,E01006993
2.157826787,E01006994
1.36892855,E01006995
1.911218291,E01006996
1.28731637,E01006997
0.660090204,E01006998
1.353488595,E01006999
1.571016609,E01007000
1.207525352,E01007001
1.543660979,E01007002
4.246213175,E01007003
2.842577589,E01007004
2.808791838,E01007005
2.973543081,E01007006
3.185172425,E01007007
2.715392795,E01007008
4.589237924,E01007009
2.877913309,E01007010
2.661960994,E01007011
1.887476365,E01007012
2.192591305,E01007013
1.331875314,E01007014
2.289957203,E01007016
2.381127208,E01007017
2.772557002,E01007019
1.595614718,E01007020
0.583873139,E01007021
1.508382859,E01007022
0.944642895,E01007023
3.851119944,E01007024
0.329683177,E01007025
1.463640079,E01007026
0.2908687,E01007027
1.265662673,E01007028
1.431752109,E01007029
0.926444918,E01007030
1.130431634,E01007031
0.960502388,E01007032
1.46120097,E01007033
1.291019314,E01007034
1.049000189,E01007035
1.135271189,E01007036
1.123077752,E01007037
1.508215062,E01007038
1.486241932,E01007039
1.470857084,E01007040
1.00209615,E01007041
1.398997273,E01007042
0.551351552,E01007043
0.910768424,E01007044
1.238678769,E01007045
1.569142605,E01007046
1.961012878,E01007047
1.942477006,E01007048
2.350203064,E01007049
1.604470841,E01007050
2.603148387,E01007051
1.993731584,E01007052
1.68081423,E01007053
2.621448583,E01007054
2.225507473,E01007055
0.969189625,E01007056
0.880631124,E01007057
1.419750867,E01007058
0.807709614,E01007059
2.703493571,E01007060
0.343790444,E01007061
0.774991393,E01007062
0.908367106,E01007063
1.076042751,E01007064
0.39280679,E01007065
1.123658363,E01007066
0.409857541,E01007067
0.668739958,E01007068
0.983435606,E01007069
0.821862485,E01007070
1.146024263,E01007071
1.400337955,E01007072
0.541254977,E01007073
1.447992401,E01007074
0.920596231,E01007075
0.211949375,E01007076
0.333674459,E01007077
0.106694548,E01007078
0.464198997,E01007079
0.593293286,E01007080
0.2092331,E01007081
0.301103145,E01007082
1.632284808,E01007083
0.982220511,E01007084
2.226878395,E01007085
3.942054134,E01007086
3.338917321,E01007087
1.853883957,E01007088
3.560828203,E01007089
2.206747481,E01007090
1.710638977,E01007091
2.715537123,E01007092
0.585886706,E01007095
0.461893169,E01007096
0.468490733,E01007097
0.880678264,E01007098
2.010578106,E01007099
0.430023355,E01007100
0.763115151,E01007101
1.065532653,E01007102
0.909617733,E01007103
0.688443144,E01007104
0.787120848,E01007105
0.978689697,E01007106
1.023498306,E01007107
0.524464308,E01007108
0.232072775,E01007109
1.23447717,E01007110
0.972477376,E01007111
1.541896014,E01007112
1.29405092,E01007113
1.633557581,E01007114
1.625364759,E01007115
1.489771301,E01007116
0.615897182,E01007117
2.010501708,E01007118
2.359276327,E01007119
1.788078355,E01007120
3.395091474,E01007121
3.496321743,E01007122
2.65914782,E01007123
2.912259026,E01007124
2.546215853,E01007125
4.09883804,E01034838
3.112242591,E01007127
3.903473281,E01007128
3.958765092,E01007129
2.557253657,E01007130
2.167895571,E01007131
4.807156244,E01007133
1.249961311,E01007135
1.775331499,E01007136
1.971011398,E01007137
3.100450798,E01007138
2.482655204,E01007139
1.261375254,E01034840
1.904885157,E01007141
1.540799621,E01007142
1.116779303,E01007143
2.703211001,E01007144
0.435730106,E01007145
0.587076714,E01007146
0.320137182,E01007147
0.740374165,E01007148
0.751788297,E01007149
0.869272536,E01007150
0.651159521,E01007151
1.519566326,E01007152
2.969974019,E01007153
1.04371099,E01007154
3.995823061,E01007155
2.658045244,E01007156
1.586630012,E01007157
1.736209321,E01007158
2.13875836,E01007159
1.782787342,E01007160
1.570486975,E01007161
2.694128386,E01007162
1.458182231,E01007163
1.093597132,E01007164
0.985609724,E01007165
1.056016404,E01007166
1.485879457,E01007167
1.922674232,E01007168
1.818447395,E01007169
0.907775581,E01007170
0.820612612,E01007171
0.94731317,E01007172
2.452158927,E01007173
1.880284536,E01007174
3.652765574,E01007175
3.121327609,E01007176
2.167859328,E01007177
2.84626329,E01007178
2.643977867,E01007179
2.226710394,E01007180
2.038919844,E01007181
0.636146375,E01007182
0.737597646,E01007183
1.197518119,E01007184
0.661163273,E01007185
0.432333006,E01007186
0.359205049,E01007187
0.404504488,E01007188
0.509881528,E01007189
0.159626374,E01007190
0.491696289,E01007191
1.363475475,E01007192
1.23040693,E01007193
1.433601086,E01007194
0.467615354,E01007195
0.555495102,E01007196
0.194508085,E01007197
0.425280214,E01007198
0.32478375,E01007199
0.435258633,E01007200
1.245007334,E01007201
1.089460004,E01007202
1.355527469,E01007203
2.514648796,E01007204
2.487391569,E01007205
1.177384961,E01007206
2.42935796,E01007207
1.816481401,E01007208
2.368524869,E01007209
2.215094717,E01007210
1.19051413,E01007211
1.541602549,E01007212
1.573597654,E01007213
2.648535642,E01007214
3.177329022,E01007215
2.021037032,E01007216
2.11042665,E01007217
3.001967561,E01007218
2.156907845,E01007219
3.673902556,E01007220
1.359979045,E01007221
1.234992067,E01007222
1.792492712,E01007223
1.108793062,E01007224
1.467924789,E01007225
1.330061905,E01007226
2.800861719,E01007227
2.334501124,E01007228
1.829792245,E01007229
1.779733912,E01007230
2.307070412,E01007231
3.20778712,E01007232
2.206455028,E01007233
1.574489792,E01007234
1.876266329,E01007235
2.319985657,E01007236
1.851473946,E01007237
2.488477904,E01007238
2.577705156,E01007239
3.225890046,E01007240
2.438732614,E01007241
1.473220639,E01007242
1.627338951,E01007243
2.167721425,E01007244
1.353583045,E01007245
1.89027713,E01007246
1.707671234,E01007247
1.519717537,E01007248
2.404341531,E01007249
1.420332071,E01007250
1.617945626,E01007251
2.287058234,E01007252
3.550064277,E01007253
0.925874892,E01007254
1.173443458,E01007255
0.985130733,E01007256
