bge_code,bge_type,la_name,co_name,reg_name,country,total_pop,urban_area,urban_pct,tc_goal,treecanopy,tc_gap,priority_i,inc_rank,incnorm,inc_dec,emp_rank,empnorm,emp_dec,hlth_rank,hlthnorm,hlth_dec,temp_diff,tempnorm,NO2_avg,PM25_avg,apb_index,dep_ratio,depratnorm,dep_perc,tes,la_tes,pctmineth,pct_child,pct_senior,la_code,co_code,peat
E01001110,LSOA,Croydon,Croydon North,London,England,2142,0.154056182,1,0.2,0.138589447,0.061410553,0.700426854,4820,0.853090976,2,6608,0.798596705,3,3767,0.885297343,2,2.07,0.688157895,20.716,8.485,0.587089402,0.491643454,0.190613375,0.329598506,87,89,0.643555142,0.267973856,0.06162465,E09000008,E14000655,0
E01001111,LSOA,Croydon,Croydon North,London,England,1746,0.204569965,1,0.2,0.09813085,0.10186915,0.608497009,9867,0.699258898,4,11285,0.656223307,4,14357,0.562880819,5,2.38,0.708552632,19.96,8.462,0.574196457,0.487223169,0.18886795,0.327605956,82,89,0.636363636,0.238831615,0.088774341,E09000008,E14000655,0
E01001112,LSOA,Croydon,Croydon North,London,England,2017,0.355977267,1,0.24,0.155347146,0.084652854,0.664213928,5196,0.841623715,2,9031,0.724801708,4,8387,0.744607604,3,1.94,0.679605263,19.045,8.314,0.550335566,0.567210567,0.220452327,0.361923649,84,89,0.597718254,0.24789291,0.114030739,E09000008,E14000655,0
E01001113,LSOA,Croydon,Croydon North,London,England,2005,0.176158591,1,0.2,0.152110884,0.047889116,0.592304266,9452,0.711915581,4,10005,0.695118975,4,18112,0.448513283,7,2.12,0.691447368,19.443,8.382,0.560963408,0.449746927,0.174069822,0.310224439,91,89,0.622575833,0.2319202,0.078304239,E09000008,E14000655,0
E01001114,LSOA,Croydon,Croydon North,London,England,1506,0.178368553,1,0.2,0.126371848,0.073628152,0.698905102,4035,0.877001433,2,6683,0.796308725,3,7053,0.785248599,3,2.82,0.7375,20.013,8.48,0.576226311,0.567117586,0.220415612,0.36188579,85,89,0.732935719,0.293492696,0.068393094,E09000008,E14000655,0
E01001115,LSOA,Croydon,Croydon North,London,England,1825,0.219369438,1,0.2,0.151217853,0.048782147,0.715582005,3724,0.886455824,2,5471,0.833282489,2,5861,0.82156349,3,2.7,0.729605263,20.133,8.48,0.578021966,0.654578422,0.254951003,0.395616438,90,89,0.794716566,0.283287671,0.112328767,E09000008,E14000655,0
E01001116,LSOA,Croydon,Croydon North,London,England,1524,0.157898721,1,0.2,0.113063643,0.086936357,0.621912103,9835,0.700234835,4,10112,0.691885296,4,14084,0.571197904,5,2.85,0.739473684,20.013,8.48,0.576226311,0.51641791,0.200395988,0.340551181,84,89,0.679554391,0.251968504,0.088582677,E09000008,E14000655,0
E01001118,LSOA,Croydon,Croydon North,London,England,2149,0.186001658,1,0.2,0.116836079,0.083163921,0.701065691,3662,0.888346702,2,4753,0.855186089,2,9396,0.713928833,4,3.03,0.751315789,20.634,8.484,0.585793662,0.547156228,0.212533532,0.353652862,83,89,0.719257541,0.254071661,0.099581201,E09000008,E14000655,0
E01001119,LSOA,Croydon,Croydon South,London,England,1441,0.225504793,0.33,0.24,0.406828387,0,0.366280307,28382,0.135838238,9,25113,0.235295912,8,28426,0.134474775,9,-0.21,0.538157895,13.628,7.405,0.406819672,0.831003812,0.324615552,0.453851492,100,89,0.187587169,0.20333102,0.250520472,E09000008,E14000656,0
E01001120,LSOA,Croydon,Croydon South,London,England,1343,0.306459422,1,0.24,0.335614274,0,0.401821684,24604,0.250632834,8,24293,0.260219646,8,21362,0.349530831,7,-1.27,0.468421053,14.101,7.477,0.418844637,0.67875,0.264495559,0.40431869,100,89,0.317979198,0.219657483,0.184661206,E09000008,E14000656,0
E01001121,LSOA,Croydon,Croydon South,London,England,1322,0.515442348,0.23,0.3,0.454572864,0,0.348551875,29947,0.088291805,10,29267,0.108938377,10,25244,0.231355106,9,-2.03,0.418421053,12.768,7.294,0.386324045,1.081889763779528,0.423682113,0.519667171,100,89,0.236981132,0.164145234,0.355521936,E09000008,E14000656,0
E01001122,LSOA,Croydon,Croydon South,London,England,1433,1.238224080101342,1,0.36,0.503075069,0,0.31425382,29996,0.086797402,10,31846,0.030445394,10,28378,0.135937119,9,-1.98,0.421710526,14.522,7.509,0.4273431,0.834827145,0.326125259,0.454989532,100,89,0.429763561,0.22679693,0.228192603,E09000008,E14000656,0
E01001123,LSOA,Croydon,Croydon South,London,England,1610,0.748696767,1,0.3,0.520741081,0,0.3283454,29516,0.101436457,10,27751,0.155033557,9,26578,0.190744577,9,-2.41,0.393421053,14.125,7.457,0.417829575,0.677083333,0.263837447,0.403726708,100,89,0.342821782,0.191304348,0.21242236,E09000008,E14000656,0
E01001124,LSOA,Croydon,Croydon South,London,England,1558,0.600925723,1,0.3,0.309592122,0,0.346523382,30874,0.060020129,10,29452,0.103325198,10,27321,0.168108701,9,-0.3,0.532236842,13.919,7.582,0.423335739,0.911656442,0.356462607,0.476893453,100,89,0.235294118,0.170089859,0.306803594,E09000008,E14000656,0
E01001125,LSOA,Croydon,Croydon South,London,England,1641,0.367477614,0.95,0.24,0.238904614,0.001095386,0.477984484,19084,0.418585501,7,19674,0.400732154,7,19658,0.4014136,7,0.47,0.582894737,13.954,7.528,0.420149152,0.758842444,0.296121415,0.431444241,99,89,0.409726444,0.219987812,0.211456429,E09000008,E14000656,0
E01001126,LSOA,Croydon,Croydon South,London,England,1414,0.219881556,1,0.24,0.191150538,0.048849462,0.363840036,28081,0.144926652,9,30157,0.081909701,10,25922,0.210699488,9,0.76,0.601973684,14.05,7.465,0.417256968,0.774153074,0.302167076,0.436350778,94,89,0.263937897,0.189533239,0.246817539,E09000008,E14000656,0
E01001127,LSOA,Croydon,Croydon Central,London,England,1627,0.307596384,0.93,0.24,0.252436211,0,0.409976312,22432,0.316813566,8,22434,0.316839536,8,27820,0.152936875,9,0.07,0.556578947,15.401,7.602,0.446886265,0.709033613,0.276453556,0.414874001,100,89,0.368388684,0.185617701,0.2292563,E09000008,E14000654,0
E01001128,LSOA,Croydon,Croydon Central,London,England,1601,0.198963573,0.91,0.2,0.417516838,0,0.627657826,3716,0.886699808,2,6508,0.801647346,3,13883,0.577321472,5,-0.12,0.544078947,15.257,7.597,0.444387931,0.676439791,0.263583334,0.403497814,100,89,0.550343965,0.303560275,0.099937539,E09000008,E14000654,0
E01001129,LSOA,Croydon,Croydon Central,London,England,1386,0.257783612,0.89,0.24,0.229369662,0.010630338,0.340436522,31018,0.055628412,10,28046,0.146034167,9,29574,0.099561297,10,0.41,0.578947368,15.686,7.651,0.454517717,0.68818514,0.268221184,0.407647908,98,89,0.325431034,0.171717172,0.235930736,E09000008,E14000654,0
E01001130,LSOA,Croydon,Croydon Central,London,England,1765,0.104557003,0.76,0.2,0.239522557,0,0.638427475,2333,0.928878587,1,6284,0.808480781,3,16012,0.512460395,6,0.95,0.614473684,14.569,7.438,0.423168014,0.773869347,0.302055042,0.436260623,100,89,0.704713231,0.38470255,0.051558074,E09000008,E14000654,0
E01001131,LSOA,Croydon,Croydon Central,London,England,1568,0.164027262,1,0.2,0.355169118,0,0.434599832,19667,0.400896642,7,28202,0.141275168,9,24254,0.261515964,8,1.5,0.650657895,17.195,7.945,0.497298704,0.715536105,0.279021175,0.417091837,100,89,0.273998729,0.25255102,0.164540816,E09000008,E14000654,0
E01001132,LSOA,Croydon,Croydon Central,London,England,1616,0.431746338,1,0.3,0.230076676,0.069923324,0.419589967,25825,0.213516728,9,23657,0.279591214,8,25014,0.238362174,9,0.97,0.615789474,16.264,7.744,0.469556782,0.803571429,0.313783411,0.445544554,91,89,0.387654321,0.182549505,0.26299505,E09000008,E14000654,0
E01001133,LSOA,Croydon,Croydon Central,London,England,1593,0.399688889,1,0.3,0.25883341,0.04116659,0.462227446,18980,0.421757297,7,21627,0.341305674,7,24514,0.253594931,8,0.67,0.596052632,15.951,7.693,0.461368925,0.871915394,0.340770182,0.465787822,94,89,0.292007552,0.139987445,0.325800377,E09000008,E14000654,0
E01001134,LSOA,Croydon,Croydon Central,London,England,1619,0.37662758,1,0.24,0.216416706,0.023583294,0.404901993,21537,0.344078807,7,25459,0.224771202,9,27959,0.148702169,9,0.58,0.590131579,16.643,7.798,0.478938377,0.632056452,0.246057822,0.387276096,97,89,0.38619403,0.185917233,0.201358863,E09000008,E14000654,0
E01001135,LSOA,Croydon,Croydon Central,London,England,1682,0.449955349,1,0.3,0.325873813,0,0.374529171,22196,0.324011101,8,27558,0.160860281,9,30596,0.068456008,10,-0.3,0.532236842,15.573,7.627,0.451177777,0.752083333,0.293452466,0.429250892,100,89,0.368233195,0.189060642,0.24019025,E09000008,E14000654,0
E01001136,LSOA,Croydon,Croydon North,London,England,2035,0.281900333,1,0.24,0.122504547,0.117495453,0.618991596,8366,0.745005947,3,9866,0.699359365,4,13961,0.574945162,5,2.37,0.707894737,19.648,8.417,0.566435822,0.430077301,0.166302938,0.300737101,79,89,0.558333333,0.195577396,0.105159705,E09000008,E14000655,0
E01001137,LSOA,Croydon,Croydon North,London,England,2129,0.355089082,1,0.24,0.407533962,0,0.554536929,11374,0.653420354,4,9995,0.695424039,4,17779,0.458658299,6,-1.43,0.457894737,19.95,8.451,0.573291014,0.494035088,0.191557752,0.330671677,100,89,0.368371656,0.209488023,0.121183654,E09000008,E14000655,0
E01001138,LSOA,Croydon,Croydon North,London,England,1518,0.262572119,1,0.24,0.348512281,0,0.491873454,13734,0.581475495,5,17490,0.467297132,6,22404,0.317816232,8,-0.96,0.488815789,19.808,8.419,0.568967447,0.485322896,0.188117595,0.326745718,100,89,0.357519789,0.22002635,0.106719368,E09000008,E14000655,0
E01001139,LSOA,Croydon,Croydon North,London,England,1700,0.184405985,1,0.2,0.180400924,0.019599076,0.506468432,14786,0.549483058,6,17188,0.476479561,6,24255,0.261485498,8,1.48,0.649342105,19.809,8.44,0.570425313,0.521933751,0.202574011,0.342941176,97,89,0.540906416,0.224117647,0.118823529,E09000008,E14000655,0
E01001140,LSOA,Croydon,Croydon North,London,England,1627,0.351062902,1,0.24,0.446901336,0,0.52557302,11845,0.639055781,5,17351,0.471507016,6,16404,0.500517914,6,-0.94,0.490131579,19.738,8.388,0.565789984,0.439823009,0.170151195,0.305470191,100,89,0.41252302,0.208973571,0.09649662,E09000008,E14000655,0
E01001141,LSOA,Croydon,Croydon North,London,England,1270,0.152773144,1,0.2,0.215299248,0,0.587487959,7504,0.771264753,3,8781,0.73242831,4,17911,0.454636851,6,0.2,0.565131579,19.341,8.364,0.558200329,0.435028249,0.168257903,0.303149606,100,89,0.580062794,0.216535433,0.086614173,E09000008,E14000655,0
E01001142,LSOA,Croydon,Croydon North,London,England,1923,0.286570529,1,0.24,0.238796997,0.001203003,0.546203781,14575,0.555918143,5,16028,0.511775473,6,15992,0.513069705,6,0.61,0.592105263,19.681,8.409,0.56637995,0.605175292,0.235443341,0.377015081,99,89,0.492994292,0.228809152,0.148205928,E09000008,E14000655,0
E01001143,LSOA,Croydon,Croydon North,London,England,1934,0.223766335,1,0.2,0.230073591,0,0.606518042,8796,0.731922291,4,10266,0.687217816,4,13493,0.589203022,5,0.7,0.598026316,19.302,8.396,0.559815449,0.542264753,0.210602051,0.351602896,100,89,0.579192547,0.230610134,0.120992761,E09000008,E14000655,0
E01001144,LSOA,Croydon,Croydon North,London,England,1751,0.120232628,1,0.2,0.151950148,0.048049852,0.678412942,6262,0.809112812,3,4689,0.857138499,2,7741,0.764288326,3,2.16,0.694078947,19.814,8.446,0.57091239,0.415521423,0.160555303,0.293546545,90,89,0.599772598,0.197601371,0.095945174,E09000008,E14000655,0
E01001145,LSOA,Croydon,Croydon North,London,England,1833,0.139872514,1,0.2,0.150723177,0.049276823,0.682545324,3243,0.901125377,2,5135,0.843532642,2,10921,0.667499391,4,2.08,0.688815789,19.307,8.402,0.560302526,0.572041166,0.222359771,0.363884343,90,89,0.657549234,0.272231315,0.091653028,E09000008,E14000655,0
E01001146,LSOA,Croydon,Croydon North,London,England,1526,0.131878149,1,0.2,0.101713439,0.098286561,0.541524092,12825,0.609198207,5,14155,0.568791946,5,23311,0.290214477,8,1.86,0.674342105,19.825,8.464,0.572313765,0.58792924,0.228633446,0.370249017,84,89,0.67232376,0.224115334,0.146133683,E09000008,E14000655,0
E01001147,LSOA,Croydon,Croydon North,London,England,1787,0.200877782,1,0.2,0.114915557,0.085084443,0.65460106,6387,0.805300558,3,8152,0.751586333,3,10990,0.66539727,4,2.5,0.716447368,19.664,8.429,0.567499758,0.492898914,0.191109114,0.330162283,84,89,0.678270634,0.265808618,0.064353665,E09000008,E14000655,0
E01001148,LSOA,Croydon,Croydon North,London,England,1760,0.142217848,1,0.2,0.115053764,0.084946236,0.58901273,9952,0.696697063,4,15377,0.531574131,6,13029,0.60333902,5,1.95,0.680263158,19.698,8.456,0.569863687,0.460580913,0.178347805,0.315340909,85,89,0.670261067,0.215340909,0.1,E09000008,E14000655,0
E01001149,LSOA,Croydon,Croydon North,London,England,1591,0.137199603,1,0.2,0.313225953,0,0.49308013,16139,0.508310714,6,18863,0.425442343,7,21369,0.349317573,7,-0.01,0.551315789,19.77,8.431,0.569223339,0.5582762,0.216924441,0.358265242,100,89,0.596601636,0.262099309,0.096165933,E09000008,E14000655,0
E01001150,LSOA,Croydon,Croydon North,London,England,1701,0.278117388,1,0.24,0.340355117,0,0.494881305,12388,0.622495349,5,17088,0.479530201,6,23765,0.276383134,8,-1,0.486184211,19.901,8.442,0.571939401,0.505309735,0.196009737,0.335684891,100,89,0.53968254,0.226337449,0.109347443,E09000008,E14000655,0
E01001151,LSOA,Croydon,Croydon North,London,England,1764,0.167073368,1,0.2,0.124243731,0.075756269,0.69064462,5531,0.831406874,2,4412,0.865588774,2,7507,0.771417256,3,2.11,0.690789474,20.154,8.496,0.57943556,0.512864494,0.198992861,0.339002268,85,89,0.68,0.227891156,0.111111111,E09000008,E14000655,0
E01001152,LSOA,Croydon,Croydon North,London,England,2061,0.172268618,1,0.2,0.100994003,0.099005997,0.670656539,5237,0.840373296,2,7464,0.772513728,3,9655,0.706038265,4,2.46,0.713815789,20.23,8.492,0.580297969,0.493478261,0.191337879,0.330422125,81,89,0.659388646,0.2498787,0.080543426,E09000008,E14000655,0
E01001153,LSOA,Croydon,Croydon North,London,England,1616,0.139972481,1,0.2,0.30867987,0,0.540653999,11552,0.647991705,5,13772,0.5804759,5,22014,0.329697782,8,1.01,0.618421053,20.292,8.496,0.581500562,0.463768116,0.179606326,0.316831683,100,89,0.705450092,0.188737624,0.128094059,E09000008,E14000655,0
E01001154,LSOA,Croydon,Croydon North,London,England,1956,0.17621229,1,0.2,0.163702432,0.036297568,0.567270444,9582,0.707950837,4,12639,0.614978646,5,22522,0.314221301,8,2.4,0.709868421,20.186,8.485,0.579158595,0.487452471,0.188958494,0.327709611,94,89,0.693367347,0.237218814,0.090490798,E09000008,E14000655,0
E01001155,LSOA,Croydon,Croydon North,London,England,1802,0.135805974,1,0.2,0.087976265,0.112023735,0.724358417,2838,0.913477081,2,5169,0.842495424,2,4815,0.853399951,2,2.68,0.728289474,20.292,8.496,0.581500562,0.624887286,0.243226955,0.384572697,77,89,0.750278707,0.226970033,0.157602664,E09000008,E14000655,0
E01001156,LSOA,Croydon,Croydon North,London,England,1777,0.277856121,1,0.24,0.297506533,0,0.610270045,8474,0.74171216,3,12869,0.607962172,5,8418,0.743663173,3,-0.46,0.521710526,19.93,8.48,0.574984317,0.545217391,0.21176795,0.352841868,100,89,0.449774266,0.215531795,0.137310073,E09000008,E14000655,0
E01001157,LSOA,Croydon,Croydon North,London,England,1854,0.332176757,1,0.24,0.270291568,0,0.508026952,14352,0.562719205,5,18142,0.447406955,6,23020,0.299079942,8,0.59,0.590789474,19.788,8.432,0.569561397,0.643617021,0.250622708,0.391585761,100,89,0.648268398,0.24811219,0.143473571,E09000008,E14000655,0
E01001158,LSOA,Croydon,Croydon North,London,England,1529,0.209986797,1,0.24,0.420239978,0,0.518946091,12824,0.609228705,5,16169,0.50747407,6,18848,0.426090665,7,-1.09,0.480263158,19.72,8.435,0.568749988,0.5183714,0.201167356,0.341399608,100,89,0.447780679,0.233485939,0.107913669,E09000008,E14000655,0
E01001159,LSOA,Croydon,Croydon North,London,England,1947,0.403573307,1,0.24,0.270554097,0,0.449496513,17482,0.467382354,6,23608,0.281086028,8,25792,0.214660005,9,-0.19,0.539473684,19.833,8.466,0.572570895,0.654205607,0.25480379,0.395480226,100,89,0.525720165,0.238828968,0.156651258,E09000008,E14000655,0
E01001160,LSOA,Croydon,Croydon North,London,England,1952,0.321247662,1,0.24,0.142569182,0.097430818,0.499815259,15346,0.532465156,6,20496,0.375716901,7,23985,0.269680721,8,1.54,0.653289474,19.659,8.432,0.567631068,0.684210526,0.26665174,0.40625,86,89,0.710472279,0.229508197,0.176741803,E09000008,E14000655,0
E01001161,LSOA,Croydon,Croydon North,London,England,1735,0.297541679,1,0.24,0.131301058,0.108698942,0.703798161,2426,0.92604227,1,3696,0.887370348,2,7272,0.778576651,3,1.71,0.664473684,19.577,8.384,0.563105975,0.529982363,0.205752141,0.346397695,78,89,0.720275704,0.218443804,0.12795389,E09000008,E14000655,0
E01001162,LSOA,Croydon,Croydon North,London,England,1818,0.314145978,1,0.24,0.265103711,0,0.598338775,8681,0.735429565,4,8869,0.729743746,4,15275,0.534913478,6,-0.1,0.545394737,19.892,8.473,0.573934726,0.522613065,0.202842249,0.343234323,100,89,0.51323043,0.228822882,0.114411441,E09000008,E14000655,0
E01001163,LSOA,Croydon,Croydon North,London,England,1967,0.282331933,1,0.24,0.277088513,0,0.472996132,17867,0.455701607,6,19193,0.415405735,7,25019,0.238209846,9,0.62,0.592763158,19.922,8.471,0.57424622,0.54153605,0.21031431,0.35129639,100,89,0.396455696,0.21098119,0.140315201,E09000008,E14000655,0
E01001164,LSOA,Croydon,Croydon North,London,England,1983,0.182885608,1,0.2,0.20104016,0,0.522861362,12256,0.626521089,5,14782,0.54966443,5,22368,0.31891299,8,0.7,0.598026316,20.129,8.507,0.579817271,0.378998609,0.146133652,0.274836107,100,89,0.32390096,0.168431669,0.106404438,E09000008,E14000655,0
E01001165,LSOA,Croydon,Croydon South,London,England,1849,0.180671984,1,0.2,0.141802954,0.058197046,0.55100547,13105,0.600658758,5,13367,0.592800488,5,18675,0.431361199,7,1.67,0.661842105,19.449,8.339,0.558098677,0.419033001,0.161941909,0.295294754,90,89,0.537378115,0.220659816,0.074634938,E09000008,E14000656,0
E01001166,LSOA,Croydon,Croydon South,London,England,1968,0.175863952,1,0.2,0.139272557,0.060727443,0.662739329,6630,0.797920034,3,11273,0.656589384,4,6112,0.813916646,3,2.27,0.701315789,19.344,8.303,0.554053933,0.585817889,0.227799743,0.369410569,88,89,0.540650407,0.25254065,0.116869919,E09000008,E14000656,0
E01001167,LSOA,Croydon,Croydon South,London,England,2335,0.559522334,1,0.24,0.182054632,0.057945368,0.552765359,12396,0.622251365,5,16288,0.50390482,6,16949,0.483914209,6,1.91,0.677631579,18.306,8.128,0.526497335,0.526143791,0.204236416,0.344753747,90,89,0.583333333,0.247537473,0.097216274,E09000008,E14000656,0
E01001168,LSOA,Croydon,Croydon South,London,England,1820,0.224419512,1,0.2,0.202151438,0,0.519160552,16531,0.496355485,6,21297,0.351372788,7,14710,0.552126493,5,1.67,0.661842105,19.138,8.277,0.549184942,0.473684211,0.183521864,0.321428571,100,89,0.453545904,0.213736264,0.107692308,E09000008,E14000656,0
E01001169,LSOA,Croydon,Croydon South,London,England,1835,0.223684834,1,0.2,0.204407347,0,0.664238232,5890,0.82045808,3,7456,0.772757779,3,8000,0.756397758,3,1.19,0.630263158,18.31,8.122,0.526144933,0.656137184,0.255566506,0.396185286,100,89,0.589295467,0.292098093,0.104087193,E09000008,E14000656,0
E01001170,LSOA,Croydon,Croydon South,London,England,1949,0.257561597,1,0.24,0.18396636,0.05603364,0.616641629,10809,0.670621245,4,10595,0.677242221,4,9872,0.699427248,4,1.11,0.625,18.711,8.131,0.532763798,0.614747307,0.239223013,0.380708055,90,89,0.510813594,0.232939969,0.147768086,E09000008,E14000656,0
E01001171,LSOA,Croydon,Croydon South,London,England,1763,0.298032399,1,0.24,0.257097365,0,0.584461768,10301,0.686114246,4,10494,0.680292862,4,17070,0.480258348,6,0.48,0.583552632,18.49,8.127,0.529181962,0.693563881,0.27034507,0.409529212,100,89,0.566230813,0.22575156,0.183777652,E09000008,E14000656,0
E01001172,LSOA,Croydon,Croydon South,London,England,2207,0.703100683,1,0.3,0.101180047,0.198819953,0.699494261,2559,0.921986032,1,4112,0.874710189,2,7770,0.763404826,3,2.29,0.702631579,16.914,7.908,0.490551623,0.625184094,0.243344155,0.384685093,60,89,0.592105263,0.302673312,0.082011781,E09000008,E14000656,0
E01001173,LSOA,Croydon,Croydon South,London,England,2743,1.018363015516749,1,0.3,0.220357758,0.079642242,0.54086503,12490,0.61938455,5,15303,0.533831605,6,16188,0.507098465,6,0.7,0.598026316,16.22,7.819,0.474051598,0.532402235,0.206707668,0.347429821,87,89,0.549927114,0.240612468,0.106817353,E09000008,E14000656,0
E01001174,LSOA,Croydon,Croydon North,London,England,1695,0.229017569,1,0.24,0.100868455,0.139131545,0.559929868,10203,0.689072555,4,14910,0.545820622,5,23335,0.289483305,8,2.41,0.710526316,20.245,8.455,0.577980169,0.650438169,0.253316154,0.394100295,77,89,0.825340438,0.253097345,0.14100295,E09000008,E14000655,0
E01001175,LSOA,Croydon,Croydon North,London,England,1642,0.151670931,1,0.2,0.055262717,0.144737283,0.66011588,8674,0.735643051,4,8026,0.75543014,3,11149,0.660553254,4,3.56,0.786184211,21.018,8.581,0.598204591,0.510579577,0.198090623,0.338002436,73,89,0.783882784,0.244214373,0.093788063,E09000008,E14000655,0
E01001176,LSOA,Croydon,Croydon North,London,England,1852,0.25240068,1,0.24,0.113810252,0.126189748,0.541129953,12660,0.614199884,5,16493,0.497651007,6,23091,0.29691689,8,2.82,0.7375,20.402,8.48,0.582047225,0.547201337,0.212551344,0.353671706,80,89,0.827027027,0.247840173,0.105831533,E09000008,E14000655,0
E01001177,LSOA,Croydon,Croydon North,London,England,1652,0.292328056,1,0.24,0.13331967,0.10668033,0.65979377,7178,0.781207112,3,7412,0.774100061,3,11079,0.66268584,4,3.27,0.767105263,20.101,8.429,0.574038934,0.446584939,0.172821258,0.308716707,80,89,0.812348668,0.225181598,0.083535109,E09000008,E14000655,0
E01001178,LSOA,Croydon,Croydon North,London,England,1625,0.180502905,1,0.2,0.102325759,0.097674241,0.764906776,252,0.992344994,1,2336,0.928828554,1,2370,0.9278272,1,3.73,0.797368421,21.018,8.581,0.598204591,0.485374771,0.188138079,0.326769231,78,89,0.739717618,0.280615385,0.046153846,E09000008,E14000655,0
E01001179,LSOA,Croydon,Croydon North,London,England,1662,0.114583468,1,0.2,0.088774024,0.111225976,0.534949668,12613,0.615633292,5,19461,0.407230018,7,23623,0.280709237,8,3.36,0.773026316,20.674,8.525,0.589209309,0.601156069,0.233856283,0.375451264,83,89,0.78978979,0.257521059,0.117930205,E09000008,E14000655,0
E01001180,LSOA,Croydon,Croydon North,London,England,1989,0.1528546,1,0.2,0.086107688,0.113892312,0.586328409,8878,0.729421452,4,14734,0.551128737,5,19888,0.394406532,7,3.46,0.779605263,20.14,8.411,0.573385748,0.551482059,0.21424166,0.355455003,81,89,0.80604534,0.273001508,0.082453494,E09000008,E14000655,0
E01001181,LSOA,Croydon,Croydon North,London,England,2188,0.146254781,1,0.2,0.10633284,0.09366716,0.711501021,4012,0.877702888,2,6113,0.813697376,3,7998,0.756458689,3,3.49,0.781578947,21.002,8.574,0.597484203,0.641410353,0.249751368,0.390767824,81,89,0.784769722,0.32678245,0.063985375,E09000008,E14000655,0
E01001182,LSOA,Croydon,Croydon North,London,England,1355,0.130250636,1,0.2,0.085650498,0.114349502,0.547548425,12810,0.609655677,5,16762,0.48947529,6,19789,0.397422618,7,2.33,0.705263158,20.299,8.498,0.581742728,0.515659955,0.200096696,0.340221402,82,89,0.750551876,0.189667897,0.150553506,E09000008,E14000655,0
E01001183,LSOA,Croydon,Croydon North,London,England,1818,0.135131297,1,0.2,0.046891172,0.153108828,0.584019498,10633,0.675988899,4,12745,0.611744966,5,21982,0.330672679,8,3.49,0.781578947,20.545,8.547,0.588790592,0.611702128,0.238020573,0.379537954,74,89,0.845984598,0.264026403,0.115511551,E09000008,E14000655,0
E01001184,LSOA,Croydon,Croydon North,London,England,1293,0.188844189,1,0.24,0.047906851,0.192093149,0.515220991,15891,0.515874226,6,19569,0.403935326,7,21069,0.358457226,7,2.17,0.694736842,20.262,8.468,0.579127779,0.555956679,0.216008539,0.357308585,72,89,0.78093774,0.185614849,0.171693735,E09000008,E14000655,0
E01001185,LSOA,Croydon,Croydon Central,London,England,1707,0.201267592,1,0.2,0.208157515,0,0.539879665,13270,0.595626582,5,16210,0.506253813,6,18245,0.44446137,7,1.51,0.651315789,18.837,8.335,0.548666,0.48048569,0.186207543,0.324545987,100,89,0.472108045,0.220269479,0.104276508,E09000008,E14000654,0
E01001186,LSOA,Croydon,Croydon Central,London,England,1688,0.180156113,1,0.2,0.122008828,0.077991172,0.63743257,7620,0.767726982,3,7879,0.759884076,3,11356,0.654307824,4,1.71,0.664473684,18.916,8.355,0.551222332,0.478108581,0.185268901,0.323459716,85,89,0.55800119,0.20556872,0.117890995,E09000008,E14000654,0
E01001187,LSOA,Croydon,Croydon Central,London,England,1987,0.16629327,1,0.2,0.114666561,0.085333439,0.540925408,13251,0.596206045,5,14283,0.564887126,5,21619,0.341701194,8,2.13,0.692105263,18.917,8.31,0.548145363,0.506444276,0.196457729,0.336185204,86,89,0.586901763,0.240060393,0.096124811,E09000008,E14000654,0
E01001188,LSOA,Croydon,Croydon Central,London,England,1956,0.18823486,1,0.2,0.085961619,0.114038381,0.609382841,8144,0.75177651,3,10412,0.68276388,4,16133,0.508774068,6,2.41,0.710526316,18.96,8.353,0.55174332,0.490853659,0.19030151,0.329243354,80,89,0.598364844,0.255112474,0.074130879,E09000008,E14000654,0
E01001189,LSOA,Croydon,Croydon Central,London,England,1216,0.117945281,1,0.2,0.163827856,0.036172144,0.532826259,16141,0.508249718,6,12821,0.60942648,5,22075,0.327839386,8,1.91,0.677631579,18.68,8.272,0.541987979,0.567010309,0.220373252,0.361842105,94,89,0.558751027,0.238486842,0.123355263,E09000008,E14000654,0
E01001190,LSOA,Croydon,Croydon Central,London,England,1559,0.252149152,1,0.24,0.294173187,0,0.591503879,8437,0.742840587,3,10577,0.67776083,4,12573,0.617231294,5,-0.73,0.503947368,18.978,8.264,0.545897511,0.48759542,0.18901494,0.327774214,100,89,0.592664093,0.230275818,0.097498396,E09000008,E14000654,0
E01001191,LSOA,Croydon,Croydon Central,London,England,2078,0.157088644,1,0.2,0.103563561,0.096436439,0.653042488,5617,0.828784043,2,8237,0.748993289,3,12376,0.623233,5,2.9,0.742763158,19.169,8.386,0.557138169,0.48005698,0.186038259,0.324350337,82,89,0.625240848,0.249278152,0.075072185,E09000008,E14000654,0
E01001192,LSOA,Croydon,Croydon Central,London,England,1586,0.185799179,1,0.2,0.255321184,0,0.603858009,9062,0.723809814,4,10440,0.681940207,4,13483,0.589507677,5,1.12,0.625657895,19.224,8.367,0.556655695,0.468518519,0.181482103,0.319041614,100,89,0.597983617,0.22887768,0.090163934,E09000008,E14000654,0
E01001193,LSOA,Croydon,Croydon Central,London,England,1674,0.171369783,1,0.2,0.197842088,0.002157912,0.655120817,4905,0.850498643,2,5036,0.846552776,2,11700,0.643827687,5,1.72,0.665131579,18.917,8.318,0.54869504,0.378912685,0.146099724,0.27479092,99,89,0.684491979,0.202508961,0.072281959,E09000008,E14000654,0
