bge_code,bge_type,la_name,co_name,reg_name,country,total_pop,urban_area,urban_pct,tc_goal,treecanopy,tc_gap,priority_i,inc_rank,incnorm,inc_dec,emp_rank,empnorm,emp_dec,hlth_rank,hlthnorm,hlth_dec,temp_diff,tempnorm,NO2_avg,PM25_avg,apb_index,dep_ratio,depratnorm,dep_perc,tes,la_tes,pctmineth,pct_child,pct_senior,la_code,co_code,peat
E01002850,LSOA,Kensington and Chelsea,Kensington,London,England,1402,0.074610287,1,0.2,0.169403801,0.030596199,0.528461188,14774,0.549849035,6,14506,0.558084198,5,25656,0.218803315,9,1.58,0.655921053,28.73,9.516,0.777848828,0.251785714,0.095901489,0.201141227,95,91,0.424715909,0.12125535,0.079885877,E09000020,E14000768,0
E01002851,LSOA,Kensington and Chelsea,Kensington,London,England,1329,0.060178735,1,0.2,0.113381344,0.086618656,0.69606057,3590,0.89054256,2,4767,0.854758999,2,10783,0.671703631,4,1.23,0.632894737,28.73,9.516,0.777848828,0.378630705,0.145988379,0.274642588,82,91,0.5,0.087283672,0.187358916,E09000020,E14000768,0
E01002852,LSOA,Kensington and Chelsea,Kensington,London,England,2217,0.495557563,1,0.24,0.114515065,0.125484935,0.682032798,2283,0.930403489,1,4628,0.85899939,2,9614,0.707287351,4,0.4,0.578289474,23.409,9.002,0.662909763,0.369363805,0.142329187,0.269733875,75,91,0.628777627,0.176364456,0.093369418,E09000020,E14000768,0
E01002853,LSOA,Kensington and Chelsea,Kensington,London,England,1432,0.063455193,1,0.2,0.059713742,0.140286258,0.722237336,610,0.981426698,1,1145,0.965131178,1,9861,0.699762369,4,1.47,0.648684211,25.703,9.401,0.724651835,0.334575955,0.128592616,0.250698324,71,91,0.571328671,0.13547486,0.115223464,E09000020,E14000768,0
E01002854,LSOA,Kensington and Chelsea,Kensington,London,England,1103,0.124034595,1,0.2,0.112975647,0.087024353,0.687945373,1532,0.953307512,1,2230,0.932062233,1,15469,0.529003168,6,0.44,0.580921053,25.58,9.389,0.721986774,0.52137931,0.20235508,0.342701723,83,91,0.555454545,0.199456029,0.143245694,E09000020,E14000768,0
E01002855,LSOA,Kensington and Chelsea,Kensington,London,England,1587,0.106017655,1,0.2,0.093081045,0.106918955,0.714533418,1725,0.947421391,1,2094,0.936180598,1,10841,0.669936632,4,1.21,0.631578947,26.025,9.431,0.731531464,0.465373961,0.180240421,0.31758034,78,91,0.607929515,0.161940769,0.155639572,E09000020,E14000768,0
E01002856,LSOA,Kensington and Chelsea,Kensington,London,England,1424,0.077913872,1,0.2,0.126056182,0.073943818,0.626337683,6143,0.812742078,3,4964,0.848749237,2,19850,0.395564221,7,0.73,0.6,26.025,9.431,0.731531464,0.313653137,0.120330887,0.238764045,86,91,0.446153846,0.122191011,0.116573034,E09000020,E14000768,0
E01002857,LSOA,Kensington and Chelsea,Kensington,London,England,1377,0.057745396,1,0.2,0.117704624,0.082295376,0.721421883,504,0.984659489,1,312,0.990543014,1,9023,0.725262003,4,0.62,0.592763158,24.096,9.251,0.690298584,0.412307692,0.159286307,0.291938998,83,91,0.57392571,0.179375454,0.112563544,E09000020,E14000768,0
E01002858,LSOA,Kensington and Chelsea,Chelsea and Fulham,London,England,1322,0.058788172,1,0.2,0.116743025,0.083256975,0.549328666,12662,0.614138888,5,16345,0.502165955,6,23994,0.269406532,8,1.48,0.649342105,29.147,9.477,0.781409052,0.462389381,0.179061909,0.316187595,87,91,0.555639667,0.149773071,0.166414523,E09000020,E14000629,0
E01002859,LSOA,Kensington and Chelsea,Chelsea and Fulham,London,England,1246,0.128218703,1,0.2,0.104940274,0.095059726,0.330355547,31708,0.034645765,10,32721,0.003752288,10,32844,0,10,0.3,0.571710526,28.922,9.484,0.778523167,0.381374723,0.147071901,0.276083467,91,91,0.253002402,0.128410915,0.147672552,E09000020,E14000629,0
E01002860,LSOA,Kensington and Chelsea,Chelsea and Fulham,London,England,1152,0.11129554,1,0.2,0.147362942,0.052637058,0.345692358,32704,0.004269725,10,32802,0.001281269,10,32843,3.0465513039e-05,10,1.62,0.658552632,29.233,9.481,0.782970776,0.492227979,0.190844184,0.329861111,94,91,0.193350831,0.1796875,0.150173611,E09000020,E14000629,0
E01002861,LSOA,Kensington and Chelsea,Chelsea and Fulham,London,England,1251,0.086157988,1,0.2,0.107254605,0.092745395,0.432437323,21822,0.335417366,8,27086,0.175198292,9,29444,0.103521813,10,1.05,0.621052632,29.147,9.477,0.781409052,0.514527845,0.199649663,0.339728217,88,91,0.285258964,0.194244604,0.145483613,E09000020,E14000629,0
E01002862,LSOA,Kensington and Chelsea,Chelsea and Fulham,London,England,1084,0.043963073,1,0.2,0.098397309,0.101602691,0.593055764,9719,0.703772607,4,12061,0.632580842,5,21402,0.348312211,8,1.95,0.680263158,29.147,9.477,0.781409052,0.365239295,0.140700554,0.267527675,82,91,0.41773309,0.07195572,0.195571956,E09000020,E14000629,0
E01002863,LSOA,Kensington and Chelsea,Chelsea and Fulham,London,England,1115,0.124283706,1,0.2,0.217408603,0,0.333687652,32742,0.003110799,10,32766,0.0023795,10,32842,6.0931026078e-05,10,-0.01,0.551315789,30.001,9.532,0.797967156,0.523224044,0.203083505,0.343497758,100,91,0.255585344,0.166816143,0.176681614,E09000020,E14000629,0
E01002864,LSOA,Kensington and Chelsea,Kensington,London,England,1490,0.29603269,1,0.24,0.382397601,0,0.321028976,29990,0.08698039,10,32674,0.005186089,10,32830,0.000426517,10,-2.09,0.414473684,26.112,9.271,0.721839772,0.628415301,0.244620052,0.38590604,100,91,0.382691007,0.233557047,0.152348993,E09000020,E14000768,0
E01002865,LSOA,Kensington and Chelsea,Kensington,London,England,1451,0.131061303,1,0.2,0.174726943,0.025273057,0.319675142,32098,0.022751533,10,32834,0.000305064,10,32826,0.000548379,10,-0.51,0.518421053,27.667,9.345,0.750192975,0.445219124,0.172281942,0.308063405,97,91,0.289655172,0.190213646,0.117849759,E09000020,E14000768,0
E01002866,LSOA,Kensington and Chelsea,Kensington,London,England,1829,0.157963031,1,0.2,0.348599598,0,0.495618986,15362,0.531977187,6,15167,0.537980476,6,24353,0.258499878,8,-1.33,0.464473684,26.112,9.271,0.721839772,0.31962482,0.122688907,0.242208857,100,91,0.492341357,0.144887917,0.09732094,E09000020,E14000768,0
E01002867,LSOA,Kensington and Chelsea,Kensington,London,England,1684,0.10590344,1,0.2,0.253037593,0,0.518309567,11253,0.657110616,4,12038,0.633282489,5,29087,0.114398001,10,-0.35,0.528947368,26.112,9.271,0.721839772,0.346123102,0.133152202,0.257125891,100,91,0.473214286,0.128859857,0.128266033,E09000020,E14000768,0
E01002868,LSOA,Kensington and Chelsea,Kensington,London,England,1350,0.246725812,1,0.24,0.502119665,0,0.299255827,32743,0.003080301,10,32770,0.002257474,10,32832,0.000365586,10,-3.14,0.345394737,25.744,9.265,0.71592084,0.670792079,0.261353239,0.401481481,100,91,0.316605166,0.231851852,0.16962963,E09000020,E14000768,0
E01002869,LSOA,Kensington and Chelsea,Kensington,London,England,1747,0.101343301,1,0.2,0.292085959,0,0.485186646,14481,0.558784958,5,17357,0.471323978,6,29268,0.108883744,10,-0.68,0.507236842,25.787,9.28,0.717594928,0.525764192,0.204086525,0.344590727,100,91,0.428735632,0.227246709,0.117344018,E09000020,E14000768,0
E01002870,LSOA,Kensington and Chelsea,Kensington,London,England,1599,0.126589153,1,0.2,0.224725623,0,0.711107278,1738,0.947024917,1,3037,0.90747407,2,9192,0.720143797,4,1.04,0.620394737,25.267,9.217,0.705485051,0.448369565,0.173525948,0.30956848,100,91,0.522884013,0.161350844,0.148217636,E09000020,E14000768,0
E01002871,LSOA,Kensington and Chelsea,Kensington,London,England,1459,0.130729421,1,0.2,0.343657185,0,0.317819882,31003,0.056085882,10,32334,0.015558267,10,32820,0.000731172,10,-0.97,0.488157895,25.102,9.256,0.705695702,0.479716024,0.185903627,0.324194654,100,91,0.220779221,0.185058259,0.139136395,E09000020,E14000768,0
E01002872,LSOA,Kensington and Chelsea,Kensington,London,England,1350,0.096833422,1,0.2,0.212269652,0,0.687033916,2576,0.921467565,1,3423,0.895698597,2,14303,0.564525957,5,0.22,0.566447368,25.102,9.256,0.705695702,0.666666667,0.25972425,0.4,100,91,0.365455893,0.18,0.22,E09000020,E14000768,0
E01002873,LSOA,Kensington and Chelsea,Kensington,London,England,1355,0.130078491,1,0.2,0.316172158,0,0.456865696,17348,0.47146909,6,18895,0.424466138,7,30120,0.082957592,10,-0.22,0.5375,25.227,9.251,0.707222627,0.402691511,0.155489196,0.287084871,100,91,0.340675477,0.126937269,0.160147601,E09000020,E14000768,0
E01002874,LSOA,Kensington and Chelsea,Kensington,London,England,1129,0.0829752,1,0.2,0.30063268,0,0.480086211,15350,0.532343164,6,16811,0.487980476,6,26181,0.202839386,9,-1.61,0.446052632,25.448,9.322,0.715408008,0.386977887,0.149284405,0.279007972,100,91,0.288359788,0.169176262,0.109831709,E09000020,E14000768,0
E01002875,LSOA,Kensington and Chelsea,Kensington,London,England,1251,0.159775864,1,0.24,0.355843263,0,0.375773864,23998,0.269114642,8,24393,0.257169005,8,32160,0.020807945,10,-2.5,0.3875,25.102,9.256,0.705695702,0.510869565,0.19820513,0.338129496,100,91,0.227958697,0.164668265,0.173461231,E09000020,E14000768,0
E01002876,LSOA,Kensington and Chelsea,Kensington,London,England,1824,0.124952249,1,0.2,0.119653321,0.080346679,0.560157556,13291,0.594986123,5,14056,0.571812081,5,25984,0.208810626,9,2.25,0.7,25.406,9.286,0.712305982,0.717514124,0.279802229,0.417763158,87,91,0.381550218,0.226973684,0.190789474,E09000020,E14000768,0
E01002877,LSOA,Kensington and Chelsea,Kensington,London,England,2183,0.167971538,1,0.2,0.151004616,0.048995384,0.711331202,1856,0.943426149,1,4188,0.872391702,2,10893,0.668352425,4,2.16,0.694078947,25.376,9.266,0.710482876,0.482009504,0.186809247,0.325240495,90,91,0.62791762,0.235455795,0.0897847,E09000020,E14000768,0
E01002878,LSOA,Kensington and Chelsea,Kensington,London,England,1448,0.122164408,1,0.2,0.200843676,0,0.632305649,6740,0.794565251,3,6706,0.795607077,3,16091,0.510053619,6,0.53,0.586842105,25.739,9.364,0.722648275,0.360902256,0.138988001,0.26519337,100,91,0.366089965,0.11878453,0.14640884,E09000020,E14000768,0
E01002879,LSOA,Kensington and Chelsea,Kensington,London,England,1953,0.084979934,1,0.2,0.157841069,0.042158931,0.688092512,1618,0.950684681,1,4857,0.852013423,2,15640,0.523793566,6,1.76,0.667763158,25.761,9.381,0.724145542,0.521028037,0.202216374,0.342549923,91,91,0.633367662,0.205837174,0.13671275,E09000020,E14000768,0
E01002880,LSOA,Kensington and Chelsea,Kensington,London,England,1144,0.064569256,1,0.2,0.206321595,0,0.712036276,2102,0.935923633,1,2473,0.924649176,1,8954,0.727364124,4,0.68,0.596710526,25.349,9.248,0.708842081,0.481865285,0.186752299,0.325174825,100,91,0.678321678,0.206293706,0.118881119,E09000020,E14000768,0
E01002881,LSOA,Kensington and Chelsea,Kensington,London,England,1369,0.058685643,1,0.2,0.164600143,0.035399857,0.707425143,2832,0.913660069,2,2320,0.929316656,1,11456,0.651261272,4,1.62,0.658552632,25.178,9.238,0.705596177,0.492911668,0.191114151,0.330168006,92,91,0.5125,0.215485756,0.11468225,E09000020,E14000768,0
E01002882,LSOA,Kensington and Chelsea,Kensington,London,England,1049,0.118287103,1,0.2,0.274137237,0,0.451626651,15235,0.535850438,6,20023,0.390146431,7,31509,0.040640994,10,-1.45,0.456578947,25.102,9.256,0.705695702,0.554074074,0.215265161,0.356530029,100,91,0.287488061,0.175405148,0.181124881,E09000020,E14000768,0
E01002883,LSOA,Kensington and Chelsea,Kensington,London,England,1468,0.1157316,1,0.2,0.198120509,0.001879491,0.338289939,30122,0.082954649,10,31568,0.038926174,10,31910,0.028424324,10,-0.32,0.530921053,25.882,9.315,0.721421325,0.47983871,0.185952072,0.324250681,99,91,0.275254237,0.160081744,0.164168937,E09000020,E14000768,0
E01002884,LSOA,Kensington and Chelsea,Kensington,London,England,1388,0.076867085,1,0.2,0.208353037,0,0.457577575,17902,0.454634176,6,18650,0.431940207,7,30016,0.086126005,10,0.07,0.556578947,26.792,9.384,0.739779336,0.299625468,0.114791825,0.23054755,100,91,0.359623734,0.08573487,0.14481268,E09000020,E14000768,0
E01002885,LSOA,Kensington and Chelsea,Kensington,London,England,1321,0.05417859,1,0.2,0.149981515,0.050018485,0.41653926,18804,0.42712495,7,24744,0.246491763,8,30694,0.065470388,10,-0.31,0.531578947,26.792,9.384,0.739779336,0.261700096,0.09981635,0.207418622,94,91,0.273003802,0.109765329,0.097653293,E09000020,E14000768,0
E01002886,LSOA,Kensington and Chelsea,Kensington,London,England,1325,0.123170191,1,0.2,0.187845668,0.012154332,0.357495942,26399,0.196102351,9,31587,0.038346553,10,32689,0.004691689,10,0.05,0.555263158,26.64,9.41,0.739291291,0.472222222,0.182944573,0.320754717,98,91,0.296436694,0.156226415,0.164528302,E09000020,E14000768,0
E01002887,LSOA,Kensington and Chelsea,Kensington,London,England,1042,0.076926349,1,0.2,0.113656751,0.086343249,0.329445363,32039,0.024550916,10,32725,0.003630262,10,32627,0.006580551,10,0.62,0.592763158,30.32,9.319,0.788105453,0.297633873,0.11400541,0.229366603,91,91,0.357348703,0.121880998,0.107485605,E09000020,E14000768,0
E01002888,LSOA,Kensington and Chelsea,Kensington,London,England,1557,0.079709464,1,0.2,0.173012756,0.026987244,0.326346356,30330,0.076611059,10,32420,0.012934716,10,32818,0.000792103,10,0.12,0.559868421,28.681,9.401,0.769213995,0.235714286,0.089555414,0.190751445,97,91,0.445582586,0.104688504,0.086062942,E09000020,E14000768,0
E01002889,LSOA,Kensington and Chelsea,Kensington,London,England,1552,0.119233664,1,0.2,0.196853844,0.003146156,0.331939756,29027,0.116288999,9,32370,0.014460037,10,32336,0.015446015,10,0.02,0.553289474,27.904,9.339,0.753327135,0.245585875,0.093453378,0.197164948,99,91,0.28488746,0.110180412,0.086984536,E09000020,E14000768,0
E01002890,LSOA,Kensington and Chelsea,Kensington,London,England,1394,0.157070238,1,0.2,0.14330214,0.05669786,0.341626627,32737,0.00326329,10,32769,0.00228798,10,32815,0.0008835,10,0.17,0.563157895,28.48,9.324,0.760915632,0.718865598,0.280335881,0.418220947,94,91,0.263045032,0.235294118,0.182926829,E09000020,E14000768,0
E01002891,LSOA,Kensington and Chelsea,Kensington,London,England,1179,0.098719511,1,0.2,0.216996845,0,0.322349755,31886,0.029217115,10,32731,0.003447224,10,32721,0.003747258,10,-0.51,0.518421053,30.512,9.271,0.787680438,0.36300578,0.139818613,0.266327396,100,91,0.345177665,0.136556404,0.129770992,E09000020,E14000768,0
E01002892,LSOA,Kensington and Chelsea,Kensington,London,England,1293,0.07336946,1,0.2,0.179276573,0.020723427,0.336743343,31764,0.032937876,10,32494,0.010677242,10,32817,0.000822569,10,0.66,0.595394737,30.427,9.292,0.787851418,0.390322581,0.150605114,0.280742459,98,91,0.355263158,0.166279969,0.11446249,E09000020,E14000768,0
E01002893,LSOA,Kensington and Chelsea,Chelsea and Fulham,London,England,1575,0.097996864,1,0.2,0.245125915,0,0.536782142,12979,0.60450151,5,14795,0.549267846,5,20869,0.364519864,7,-0.12,0.544078947,26.353,9.275,0.725720883,0.322418136,0.123791896,0.243809524,100,91,0.324238579,0.113650794,0.13015873,E09000020,E14000629,0
E01002894,LSOA,Kensington and Chelsea,Chelsea and Fulham,London,England,1316,0.101593323,1,0.2,0.307233898,0,0.482141256,17124,0.478270152,6,15076,0.540756559,6,28067,0.145411894,9,-0.56,0.515131579,28.136,9.456,0.76483776,0.27027027,0.103200429,0.212765957,100,91,0.340151515,0.124620061,0.088145897,E09000020,E14000629,0
E01002896,LSOA,Kensington and Chelsea,Chelsea and Fulham,London,England,1585,0.113806573,1,0.2,0.234522157,0,0.337878162,29330,0.107109091,9,32380,0.014154973,10,32790,0.001645138,10,-0.01,0.551315789,29.009,9.435,0.776458245,0.351236147,0.135171174,0.259936909,100,91,0.240075614,0.162776025,0.097160883,E09000020,E14000629,0
E01002897,LSOA,Kensington and Chelsea,Chelsea and Fulham,London,England,1492,0.143015558,1,0.2,0.249415306,0,0.447928516,17501,0.466802891,6,25512,0.223154362,9,23927,0.271447721,8,-0.42,0.524342105,26.291,9.242,0.722525711,0.290657439,0.111250647,0.225201072,100,91,0.201472557,0.121983914,0.103217158,E09000020,E14000629,0
E01002898,LSOA,Kensington and Chelsea,Chelsea and Fulham,London,England,1666,0.128269512,1,0.2,0.3153522,0,0.3329669,30078,0.084296563,10,32667,0.005399634,10,32736,0.003290275,10,-0.98,0.4875,29.153,9.493,0.782598189,0.490161002,0.190028003,0.328931573,100,91,0.170863309,0.214285714,0.114645858,E09000020,E14000629,0
E01002899,LSOA,Kensington and Chelsea,Chelsea and Fulham,London,England,1250,0.074552214,1,0.2,0.08410907,0.11589093,0.559682235,11998,0.634389582,5,10605,0.676937157,4,27859,0.15174872,9,1.3,0.6375,27.961,9.387,0.757478133,0.531862745,0.206494642,0.3472,81,91,0.323741007,0.1456,0.2016,E09000020,E14000629,0
E01002900,LSOA,Kensington and Chelsea,Chelsea and Fulham,London,England,1690,0.126889006,1,0.2,0.28191124,0,0.289177897,32776,0.002073866,10,32795,0.001494814,10,32836,0.000243724,10,-3.59,0.315789474,26.379,9.266,0.725491555,0.556169429,0.216092547,0.35739645,100,91,0.213735938,0.094674556,0.262721893,E09000020,E14000629,0
E01002901,LSOA,Kensington and Chelsea,Chelsea and Fulham,London,England,1041,0.32310501,1,0.3,0.282065803,0.017934197,0.41182236,21100,0.357345451,7,32367,0.014551556,10,30966,0.057183768,10,-1.62,0.445394737,27.668,9.392,0.753437291,1.150826446280992,0.450902928,0.53506244,97,91,0.122958694,0.088376561,0.446685879,E09000020,E14000629,0
E01002902,LSOA,Kensington and Chelsea,Chelsea and Fulham,London,England,1222,0.138332347,1,0.2,0.158984441,0.041015559,0.374656452,26391,0.196346336,9,29174,0.111775473,10,32675,0.005118206,10,0.04,0.554605263,28.621,9.492,0.774568744,0.486618005,0.188628991,0.327332242,95,91,0.280228758,0.117839607,0.209492635,E09000020,E14000629,0
E01002903,LSOA,Kensington and Chelsea,Chelsea and Fulham,London,England,1281,0.110446929,1,0.2,0.226599243,0,0.341659669,32774,0.002134862,10,32840,0.000122026,10,32835,0.00027419,10,0.98,0.616447368,28.686,9.442,0.772105909,0.56601467,0.219980107,0.361436378,100,91,0.151253918,0.178766589,0.182669789,E09000020,E14000629,0
E01002904,LSOA,Kensington and Chelsea,Kensington,London,England,1299,0.099421484,1,0.2,0.108701671,0.091298329,0.720160112,1373,0.958156699,1,1943,0.940787065,1,7723,0.764836705,3,0.91,0.611842105,23.438,8.964,0.660732747,0.510465116,0.198045426,0.337952271,81,91,0.594761171,0.220169361,0.11778291,E09000020,E14000768,0
E01002905,LSOA,Kensington and Chelsea,Kensington,London,England,1672,0.16850929,1,0.2,0.086286994,0.113713006,0.690984849,2398,0.926896215,1,3325,0.898688225,2,14040,0.572538387,5,1.35,0.640789474,24.864,9.205,0.698630129,0.521383076,0.202356567,0.342703349,77,91,0.426347305,0.215909091,0.126794258,E09000020,E14000768,0
E01002906,LSOA,Kensington and Chelsea,Kensington,London,England,1755,0.193745018,1,0.2,0.12333586,0.07666414,0.673065666,6079,0.814693952,3,5859,0.821446004,3,10240,0.68821594,4,0.59,0.590789474,25.057,9.229,0.703167172,0.520797227,0.202125235,0.342450142,85,91,0.416333524,0.178917379,0.163532764,E09000020,E14000768,0
E01002907,LSOA,Kensington and Chelsea,Kensington,London,England,1282,0.052097889,1,0.2,0.052200226,0.147799774,0.738783437,313,0.990484614,1,773,0.976479561,1,7986,0.756824275,3,0.47,0.582894737,24.299,9.105,0.683304626,0.689064559,0.268568437,0.407956318,69,91,0.498054475,0.286271451,0.121684867,E09000020,E14000768,0
E01002908,LSOA,Kensington and Chelsea,Kensington,London,England,1386,0.096441901,1,0.2,0.092588989,0.107411011,0.61327598,9875,0.699014914,4,11683,0.644112264,4,15550,0.526535462,6,1.28,0.636184211,25.406,9.286,0.712305982,0.524752475,0.203687032,0.344155844,81,91,0.338119167,0.197691198,0.146464646,E09000020,E14000768,0
E01002909,LSOA,Kensington and Chelsea,Kensington,London,England,2144,0.099432281,1,0.2,0.124900688,0.075099312,0.597917348,7131,0.78264052,3,6931,0.788773642,3,21351,0.349865952,7,-0.42,0.524342105,25.687,9.352,0.721045643,0.395833333,0.152781128,0.28358209,87,91,0.333802157,0.15858209,0.125,E09000020,E14000768,0
E01002910,LSOA,Kensington and Chelsea,Chelsea and Fulham,London,England,1372,0.142510277,1,0.2,0.210427904,0,0.474721023,16102,0.509439141,6,20224,0.384014643,7,31469,0.041859615,10,0.21,0.565789474,29.657,9.453,0.787391552,0.539842873,0.20964573,0.35058309,100,91,0.252923977,0.163265306,0.187317784,E09000020,E14000629,0
E01002911,LSOA,Kensington and Chelsea,Chelsea and Fulham,London,England,1291,0.120929027,1,0.2,0.206980037,0,0.341534056,31634,0.03690262,10,32587,0.007840146,10,32824,0.00060931,10,0.53,0.586842105,29.499,9.413,0.782278889,0.504662005,0.195753969,0.335398916,100,91,0.169003115,0.178156468,0.157242448,E09000020,E14000629,0
E01002912,LSOA,Kensington and Chelsea,Chelsea and Fulham,London,England,1487,0.112118829,1,0.2,0.150364695,0.049635305,0.407542833,23912,0.271706975,8,30223,0.079926785,10,28540,0.131001706,9,1.12,0.625657895,29.479,9.409,0.781704774,0.414843007,0.160287419,0.293207801,94,91,0.288124157,0.114996638,0.178211163,E09000020,E14000629,0
E01002913,LSOA,Kensington and Chelsea,Chelsea and Fulham,London,England,1767,0.109221417,1,0.2,0.211658636,0,0.476638943,15370,0.531733203,6,20914,0.363056742,7,29958,0.08786254,10,0.73,0.6,29.169,9.393,0.775966646,0.394632991,0.152307153,0.282965478,100,91,0.353409091,0.17147708,0.111488398,E09000020,E14000629,0
E01002914,LSOA,Kensington and Chelsea,Chelsea and Fulham,London,England,1190,0.178049697,1,0.24,0.12826532,0.11173468,0.361939445,30788,0.06264296,10,32684,0.004881025,10,32666,0.005392396,10,1.81,0.671052632,29.218,9.476,0.782402771,0.565789474,0.219891185,0.361344538,88,91,0.210393965,0.170588235,0.190756303,E09000020,E14000629,0
E01002915,LSOA,Kingston upon Thames,Kingston and Surbiton,London,England,1394,0.293094259,1,0.24,0.321395257,0,0.372730531,26703,0.186830949,9,25558,0.221751068,9,31906,0.028546186,10,-0.29,0.532894737,18.676,8.335,0.546256831,0.773536896,0.301923768,0.43615495,100,88,0.435750179,0.214490674,0.221664275,E09000021,E14000770,0
E01002916,LSOA,Kingston upon Thames,Kingston and Surbiton,London,England,1478,0.440123674,1,0.3,0.173392431,0.126607569,0.388299622,27247,0.170301016,9,23278,0.291092129,8,30399,0.074457714,10,0,0.551973684,18.557,8.38,0.547568073,0.734741784,0.286604862,0.423545332,86,88,0.328822733,0.228687415,0.194857916,E09000021,E14000770,0
E01002917,LSOA,Kingston upon Thames,Kingston and Surbiton,London,England,1434,0.275917113,1,0.24,0.153994298,0.086005702,0.345835283,29765,0.093842447,10,29734,0.094752898,10,32057,0.023945893,10,0.43,0.580263158,18.336,8.321,0.540207208,0.78358209,0.305890283,0.439330544,91,88,0.273044693,0.222454672,0.216875872,E09000021,E14000770,0
E01002918,LSOA,Kingston upon Thames,Kingston and Surbiton,London,England,1792,0.433357658,1,0.24,0.385838479,0,0.387926782,21987,0.33038519,8,26416,0.195607077,9,27956,0.148793566,9,-0.76,0.501973684,17.735,8.266,0.527434942,0.554206418,0.215317419,0.356584821,100,88,0.401900503,0.245535714,0.111049107,E09000021,E14000770,0
E01002919,LSOA,Kingston upon Thames,Kingston and Surbiton,London,England,1993,0.762858773,1,0.3,0.238081335,0.061918665,0.462378087,13841,0.578212205,5,21405,0.348078096,7,25661,0.218650987,9,0.08,0.557236842,17.19,8.223,0.516325163,0.508705526,0.197350622,0.33718013,91,88,0.526315789,0.217260411,0.119919719,E09000021,E14000770,0
E01002920,LSOA,Kingston upon Thames,Kingston and Surbiton,London,England,1591,0.464821523,1,0.3,0.355293558,0,0.337110293,28847,0.121687151,9,28917,0.119554606,9,29980,0.087222764,10,-1.66,0.442763158,17.546,8.196,0.519797112,0.742606791,0.289710493,0.426147077,100,88,0.223477715,0.241357637,0.184789441,E09000021,E14000770,0
E01002921,LSOA,Kingston upon Thames,Kingston and Surbiton,London,England,1725,0.17213044,1,0.2,0.151691893,0.048308107,0.474517708,16902,0.485040715,6,21805,0.335875534,8,18259,0.444034853,7,0.39,0.577631579,17.711,8.271,0.527419359,0.32999229,0.126782678,0.248115942,93,88,0.256811594,0.144347826,0.103768116,E09000021,E14000770,0
E01002922,LSOA,Kingston upon Thames,Kingston and Surbiton,London,England,1635,0.317066579,1,0.24,0.170499434,0.069500566,0.391075457,23122,0.295800421,8,27588,0.159975595,9,27821,0.15290641,9,0.02,0.553289474,17.299,8.206,0.516788152,0.671779141,0.261742997,0.401834862,92,88,0.17747858,0.199388379,0.202446483,E09000021,E14000770,0
E01002923,LSOA,Kingston upon Thames,Kingston and Surbiton,London,England,1678,0.116980853,1,0.2,0.097402329,0.102597671,0.663713312,5494,0.832535301,2,8555,0.739292251,3,7394,0.774859859,3,2.21,0.697368421,17.694,8.27,0.527096265,0.482332155,0.186936651,0.325387366,80,88,0.282894737,0.157330155,0.168057211,E09000021,E14000770,0
E01002924,LSOA,Kingston upon Thames,Kingston and Surbiton,London,England,1556,0.326180208,1,0.24,0.15987968,0.08012032,0.337543806,31625,0.037177102,10,29936,0.088590604,10,31360,0.045180356,10,0.27,0.569736842,17.448,8.223,0.520185821,0.82629108,0.32275465,0.452442159,92,88,0.166450777,0.236503856,0.215938303,E09000021,E14000770,0
E01002925,LSOA,Kingston upon Thames,Kingston and Surbiton,London,England,1574,0.23141319,1,0.24,0.252332523,0,0.402349973,22534,0.313702766,8,25116,0.235204393,8,24547,0.252589569,8,0.15,0.561842105,17.556,8.268,0.524893843,0.331641286,0.127433812,0.249047014,100,88,0.177593889,0.150571792,0.098475222,E09000021,E14000770,0
E01002926,LSOA,Kingston upon Thames,Kingston and Surbiton,London,England,1608,0.288207775,1,0.24,0.206742091,0.033257909,0.356909465,27579,0.160206167,9,28906,0.119890177,9,28383,0.135784792,9,-0.48,0.520394737,17.291,8.159,0.513439089,0.675,0.263014808,0.402985075,96,88,0.223470662,0.259328358,0.143656716,E09000021,E14000770,0
E01002927,LSOA,Kingston upon Thames,Kingston and Surbiton,London,England,1675,0.217808628,1,0.24,0.080943867,0.159056133,0.46906864,18456,0.437738266,7,20272,0.382550336,7,25451,0.225048745,9,1.32,0.638815789,18.123,8.256,0.532553795,0.626213592,0.24375067,0.385074627,78,88,0.370546318,0.210149254,0.174925373,E09000021,E14000770,0
E01002928,LSOA,Kingston upon Thames,Kingston and Surbiton,London,England,1944,0.255431067,1,0.24,0.135748864,0.104251136,0.518003305,12430,0.621214432,5,14269,0.565314216,5,26113,0.204880575,9,1.09,0.623684211,18.595,8.273,0.540784767,0.593442623,0.230810498,0.372427984,84,88,0.369912416,0.214506173,0.157921811,E09000021,E14000770,0
E01002929,LSOA,Kingston upon Thames,Kingston and Surbiton,London,England,1692,0.589876036,1,0.3,0.282071014,0.017928986,0.350414225,28591,0.129494648,9,25934,0.210311165,9,31955,0.027053376,10,-1.11,0.478947368,19.377,8.274,0.552555158,0.695390782,0.271066453,0.410165485,98,88,0.292697291,0.222813239,0.187352246,E09000021,E14000770,0
